mdl_month,score_column,score_decile,lower_bound,upper_bound,n_samples,pct,bad,bad_rate,baseline_pct,psi_component,month_psi
2025-08,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",122800,0.102335,98335,0.800774,0.1,5.4e-05,0.002412
2025-09,gcard_v4,1,"(-inf, 0.006918]","(-inf, 0.006918]",160220,0.133519,1073,0.006697,0.124817,0.000586,0.000586
2025-09,gcard_v4,2,"(0.006918, 0.008082]","(0.006918, 0.008082]",120599,0.100501,1036,0.00859,0.093631,0.000486,0.001073
2025-09,gcard_v4,3,"(0.008082, 0.008609]","(0.008082, 0.008609]",104762,0.087303,859,0.0082,0.081566,0.00039,0.001463
2025-09,gcard_v4,4,"(0.008609, 0.009559]","(0.008609, 0.009559]",131585,0.109656,1361,0.010343,0.100145,0.000863,0.002326
2025-09,gcard_v4,5,"(0.009559, 0.011621]","(0.009559, 0.011621]",132735,0.110615,1902,0.014329,0.09984,0.001104,0.00343
2025-09,gcard_v4,6,"(0.011621, 0.056511]","(0.011621, 0.056511]",117498,0.097917,7832,0.066656,0.100068,4.7e-05,0.003477
2025-09,gcard_v4,7,"(0.056511, 0.133453]","(0.056511, 0.133453]",108948,0.090792,13405,0.12304,0.099932,0.000877,0.004353
2025-09,gcard_v4,8,"(0.133453, 0.258340]","(0.133453, 0.258340]",104174,0.086813,26576,0.255112,0.1,0.001865,0.006218
2025-09,gcard_v4,9,"(0.258340, 0.525389]","(0.258340, 0.525389]",110978,0.092483,53187,0.479257,0.1,0.000587,0.006806
2025-09,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",108477,0.090399,86537,0.797745,0.1,0.000969,0.007775
2025-10,gcard_v4,1,"(-inf, 0.006918]","(-inf, 0.006918]",164599,0.137169,999,0.006069,0.124817,0.001166,0.001166
2025-10,gcard_v4,2,"(0.006918, 0.008082]","(0.006918, 0.008082]",123143,0.102622,1101,0.008941,0.093631,0.000824,0.00199
2025-10,gcard_v4,3,"(0.008082, 0.008609]","(0.008082, 0.008609]",107748,0.089792,878,0.008149,0.081566,0.00079,0.00278
2025-10,gcard_v4,4,"(0.008609, 0.009559]","(0.008609, 0.009559]",133603,0.111339,1322,0.009895,0.100145,0.001186,0.003966
2025-10,gcard_v4,5,"(0.009559, 0.011621]","(0.009559, 0.011621]",135341,0.112787,1867,0.013795,0.09984,0.001579,0.005545
2025-10,gcard_v4,6,"(0.011621, 0.056511]","(0.011621, 0.056511]",119000,0.099169,7788,0.065445,0.100068,8e-06,0.005553
2025-10,gcard_v4,7,"(0.056511, 0.133453]","(0.056511, 0.133453]",106657,0.088883,13178,0.123555,0.099932,0.001294,0.006848
2025-10,gcard_v4,8,"(0.133453, 0.258340]","(0.133453, 0.258340]",100446,0.083707,24733,0.246232,0.1,0.002898,0.009745
2025-10,gcard_v4,9,"(0.258340, 0.525389]","(0.258340, 0.525389]",108207,0.090175,50491,0.466615,0.1,0.001016,0.010761
2025-10,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",101217,0.08435,79280,0.783268,0.1,0.002664,0.013425
2025-11,gcard_v4,1,"(-inf, 0.006918]","(-inf, 0.006918]",167879,0.139902,909,0.005415,0.124817,0.001721,0.001721
2025-11,gcard_v4,2,"(0.006918, 0.008082]","(0.006918, 0.008082]",125146,0.104291,1018,0.008134,0.093631,0.001149,0.00287
2025-11,gcard_v4,3,"(0.008082, 0.008609]","(0.008082, 0.008609]",108793,0.090663,828,0.007611,0.081566,0.000962,0.003832
2025-11,gcard_v4,4,"(0.008609, 0.009559]","(0.008609, 0.009559]",135916,0.113266,1180,0.008682,0.100145,0.001615,0.005448
2025-11,gcard_v4,5,"(0.009559, 0.011621]","(0.009559, 0.011621]",136050,0.113378,1738,0.012775,0.09984,0.001721,0.007169
2025-11,gcard_v4,6,"(0.011621, 0.056511]","(0.011621, 0.056511]",120202,0.100171,7728,0.064292,0.100068,0.0,0.007169
2025-11,gcard_v4,7,"(0.056511, 0.133453]","(0.056511, 0.133453]",104777,0.087316,12665,0.120876,0.099932,0.001702,0.008872
2025-11,gcard_v4,8,"(0.133453, 0.258340]","(0.133453, 0.258340]",96611,0.080511,23665,0.244951,0.1,0.004225,0.013096
2025-11,gcard_v4,9,"(0.258340, 0.525389]","(0.258340, 0.525389]",106847,0.089041,48876,0.457439,0.1,0.001272,0.014368
2025-11,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",97738,0.08145,75519,0.772668,0.1,0.003806,0.018174
2025-12,gcard_v4,1,"(-inf, 0.006918]","(-inf, 0.006918]",169678,0.141401,1013,0.00597,0.124817,0.002069,0.002069
2025-12,gcard_v4,2,"(0.006918, 0.008082]","(0.006918, 0.008082]",127210,0.106011,942,0.007405,0.093631,0.001537,0.003606
2025-12,gcard_v4,3,"(0.008082, 0.008609]","(0.008082, 0.008609]",110217,0.091849,757,0.006868,0.081566,0.001221,0.004827
2025-12,gcard_v4,4,"(0.008609, 0.009559]","(0.008609, 0.009559]",135852,0.113212,1091,0.008031,0.100145,0.001603,0.00643
2025-12,gcard_v4,5,"(0.009559, 0.011621]","(0.009559, 0.011621]",136063,0.113388,1656,0.012171,0.09984,0.001724,0.008154
2025-12,gcard_v4,6,"(0.011621, 0.056511]","(0.011621, 0.056511]",122605,0.102173,8117,0.066204,0.100068,4.4e-05,0.008198
2025-12,gcard_v4,7,"(0.056511, 0.133453]","(0.056511, 0.133453]",101509,0.084593,12228,0.120462,0.099932,0.002556,0.010754
2025-12,gcard_v4,8,"(0.133453, 0.258340]","(0.133453, 0.258340]",94456,0.078715,22751,0.240863,0.1,0.005094,0.015848
2025-12,gcard_v4,9,"(0.258340, 0.525389]","(0.258340, 0.525389]",107554,0.08963,47065,0.437594,0.1,0.001135,0.016983
2025-12,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",94822,0.07902,71316,0.752104,0.1,0.00494,0.021923
2026-01,gcard_v4,1,"(-inf, 0.006918]","(-inf, 0.006918]",173785,0.144824,961,0.00553,0.124817,0.002974,0.002974
2026-01,gcard_v4,2,"(0.006918, 0.008082]","(0.006918, 0.008082]",129286,0.107741,934,0.007224,0.093631,0.00198,0.004955
2026-01,gcard_v4,3,"(0.008082, 0.008609]","(0.008082, 0.008609]",111113,0.092596,760,0.00684,0.081566,0.001399,0.006354
2026-01,gcard_v4,4,"(0.008609, 0.009559]","(0.008609, 0.009559]",137674,0.114731,1113,0.008084,0.100145,0.001983,0.008337
2026-01,gcard_v4,5,"(0.009559, 0.011621]","(0.009559, 0.011621]",137061,0.11422,1521,0.011097,0.09984,0.001935,0.010272
2026-01,gcard_v4,6,"(0.011621, 0.056511]","(0.011621, 0.056511]",126324,0.105272,8223,0.065095,0.100068,0.000264,0.010536
2026-01,gcard_v4,7,"(0.056511, 0.133453]","(0.056511, 0.133453]",99404,0.082839,12304,0.123778,0.099932,0.003207,0.013742
2026-01,gcard_v4,8,"(0.133453, 0.258340]","(0.133453, 0.258340]",93623,0.078021,22875,0.244331,0.1,0.005455,0.019197
2026-01,gcard_v4,9,"(0.258340, 0.525389]","(0.258340, 0.525389]",105506,0.087924,46062,0.436582,0.1,0.001554,0.020752
2026-01,gcard_v4,10,"(0.525389, 0.958618]","(0.525389, +inf)",86187,0.071824,63861,0.740959,0.1,0.009325,0.030076
2025-06,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",117249,0.097708,111,0.000947,0.101198,0.000123,0.000123
2025-06,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",114236,0.095197,221,0.001935,0.098802,0.000134,0.000257
2025-06,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",115889,0.096574,455,0.003926,0.1,0.000119,0.000376
2025-06,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",115990,0.096658,766,0.006604,0.1,0.000114,0.00049
2025-06,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",116407,0.097006,2286,0.019638,0.1,9.1e-05,0.000581
2025-06,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",118201,0.098501,6202,0.05247,0.1,2.3e-05,0.000603
2025-06,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",120749,0.100624,14092,0.116705,0.1,4e-06,0.000607
2025-06,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",124395,0.103663,31418,0.252566,0.1,0.000132,0.000739
2025-06,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",126599,0.105499,58060,0.458613,0.1,0.000294,0.001033
2025-06,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",130283,0.108569,95874,0.73589,0.1,0.000705,0.001738
2025-07,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",145818,0.121515,154,0.001056,0.101198,0.003717,0.003717
2025-07,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",114969,0.095808,298,0.002592,0.098802,9.2e-05,0.003809
2025-07,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",119938,0.099948,588,0.004903,0.1,0.0,0.003809
2025-07,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",120996,0.10083,876,0.00724,0.1,7e-06,0.003816
2025-07,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",110471,0.092059,2419,0.021897,0.1,0.000657,0.004473
2025-07,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",112006,0.093338,6349,0.056684,0.1,0.000459,0.004932
2025-07,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",114434,0.095362,14320,0.125138,0.1,0.00022,0.005153
2025-07,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",115658,0.096382,30712,0.265542,0.1,0.000133,0.005286
2025-07,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",117772,0.098143,55796,0.473763,0.1,3.5e-05,0.005321
2025-07,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",127938,0.106615,95668,0.747768,0.1,0.000424,0.005744
2025-08,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",152818,0.127348,171,0.001119,0.101198,0.00601,0.00601
2025-08,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",114541,0.095451,335,0.002925,0.098802,0.000116,0.006126
2025-08,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",123898,0.103248,582,0.004697,0.1,0.000104,0.00623
2025-08,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",124060,0.103383,1054,0.008496,0.1,0.000113,0.006342
2025-08,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",109654,0.091378,2612,0.02382,0.1,0.000777,0.00712
2025-08,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",110327,0.091939,6803,0.061662,0.1,0.000677,0.007797
2025-08,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",112093,0.093411,14663,0.130811,0.1,0.000449,0.008246
2025-08,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",112264,0.093553,31236,0.278237,0.1,0.00043,0.008676
2025-08,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",114220,0.095183,55892,0.489336,0.1,0.000238,0.008914
2025-08,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",126124,0.105103,95969,0.76091,0.1,0.000254,0.009168
2025-09,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",166025,0.138354,185,0.001114,0.101198,0.01162,0.01162
2025-09,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",121252,0.101043,313,0.002581,0.098802,5e-05,0.01167
2025-09,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",127913,0.106594,646,0.00505,0.1,0.000421,0.012091
2025-09,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",126225,0.105188,1201,0.009515,0.1,0.000262,0.012354
2025-09,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",112292,0.093577,2936,0.026146,0.1,0.000426,0.01278
2025-09,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",111739,0.093116,6978,0.062449,0.1,0.000491,0.013271
2025-09,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",110412,0.09201,14600,0.132232,0.1,0.000665,0.013936
2025-09,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",107614,0.089678,30055,0.279285,0.1,0.001124,0.015061
2025-09,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",104410,0.087008,51493,0.493181,0.1,0.001808,0.016869
2025-09,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",112118,0.093432,85361,0.76135,0.1,0.000446,0.017315
2025-10,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",171310,0.142758,177,0.001033,0.101198,0.0143,0.0143
2025-10,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",124408,0.103673,342,0.002749,0.098802,0.000234,0.014534
2025-10,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",131885,0.109904,695,0.00527,0.1,0.000935,0.015469
2025-10,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",128844,0.10737,1233,0.00957,0.1,0.000524,0.015993
2025-10,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",114564,0.09547,2858,0.024947,0.1,0.00021,0.016203
2025-10,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",112774,0.093978,6969,0.061796,0.1,0.000374,0.016577
2025-10,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",109405,0.091171,14584,0.133303,0.1,0.000816,0.017394
2025-10,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",102294,0.085245,28265,0.276311,0.1,0.002355,0.019749
2025-10,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",97112,0.080927,46468,0.478499,0.1,0.004036,0.023786
2025-10,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",107404,0.089503,80047,0.745289,0.1,0.001164,0.02495
2025-11,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",187594,0.156328,166,0.000885,0.101198,0.023975,0.023975
2025-11,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",128539,0.107116,340,0.002645,0.098802,0.000672,0.024646
2025-11,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",130212,0.10851,631,0.004846,0.1,0.000695,0.025342
2025-11,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",124140,0.10345,1206,0.009715,0.1,0.000117,0.025459
2025-11,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",114340,0.095283,2812,0.024593,0.1,0.000228,0.025686
2025-11,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",110702,0.092252,6804,0.061462,0.1,0.000625,0.026311
2025-11,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",106107,0.088423,14263,0.134421,0.1,0.001425,0.027736
2025-11,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",99793,0.083161,27305,0.273616,0.1,0.003105,0.030841
2025-11,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",94909,0.079091,44501,0.468881,0.1,0.004905,0.035746
2025-11,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",103662,0.086385,76096,0.734078,0.1,0.001993,0.037738
2025-12,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",198284,0.165237,184,0.000928,0.101198,0.031398,0.031398
2025-12,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",131289,0.109408,326,0.002483,0.098802,0.001081,0.032479
2025-12,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",130524,0.10877,722,0.005532,0.1,0.000737,0.033216
2025-12,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",121234,0.101028,1197,0.009873,0.1,1.1e-05,0.033227
2025-12,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",114646,0.095538,2936,0.025609,0.1,0.000204,0.033431
2025-12,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",109418,0.091182,6929,0.063326,0.1,0.000814,0.034245
2025-12,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",103354,0.086128,13958,0.13505,0.1,0.002071,0.036316
2025-12,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",98454,0.082045,26720,0.271396,0.1,0.003553,0.03987
2025-12,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",93334,0.077778,42564,0.45604,0.1,0.005584,0.045454
2025-12,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",99463,0.082886,71400,0.717855,0.1,0.003212,0.048666
2026-01,gcard_v5,1,"(-inf, 0.003551]","(-inf, 0.003551]",204725,0.170604,211,0.001031,0.101198,0.036248,0.036248
2026-01,gcard_v5,2,"(0.003551, 0.005882]","(0.003551, 0.005882]",135135,0.112613,348,0.002575,0.098802,0.001807,0.038055
2026-01,gcard_v5,3,"(0.005882, 0.008983]","(0.005882, 0.008983]",131033,0.109194,706,0.005388,0.1,0.000809,0.038864
2026-01,gcard_v5,4,"(0.008983, 0.017448]","(0.008983, 0.017448]",123339,0.102782,1212,0.009827,0.1,7.6e-05,0.03894
2026-01,gcard_v5,5,"(0.017448, 0.037948]","(0.017448, 0.037948]",116144,0.096787,3122,0.02688,0.1,0.000105,0.039045
2026-01,gcard_v5,6,"(0.037948, 0.081529]","(0.037948, 0.081529]",109673,0.091394,6976,0.063607,0.1,0.000774,0.03982
2026-01,gcard_v5,7,"(0.081529, 0.161491]","(0.081529, 0.161491]",101552,0.084627,14074,0.138589,0.1,0.002566,0.042386
2026-01,gcard_v5,8,"(0.161491, 0.303440]","(0.161491, 0.303440]",96960,0.0808,26433,0.272618,0.1,0.004093,0.046479
2026-01,gcard_v5,9,"(0.303440, 0.527864]","(0.303440, 0.527864]",90706,0.075588,40994,0.451944,0.1,0.006832,0.053311
2026-01,gcard_v5,10,"(0.527864, 0.969347]","(0.527864, +inf)",90733,0.075611,64538,0.711296,0.1,0.006818,0.06013
2025-06,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",115235,0.096029,103,0.000894,0.1,0.000161,0.000161
2025-06,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",116014,0.096678,193,0.001664,0.1,0.000112,0.000273
2025-06,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",115756,0.096463,392,0.003386,0.100002,0.000127,0.000401
2025-06,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",115880,0.096567,720,0.006213,0.099998,0.00012,0.00052
2025-06,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",116370,0.096975,1496,0.012856,0.1,9.3e-05,0.000613
2025-06,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",118238,0.098532,4467,0.03778,0.1,2.2e-05,0.000635
2025-06,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",120968,0.100807,12915,0.106764,0.1,6e-06,0.000642
2025-06,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",124379,0.103649,29280,0.23541,0.1,0.000131,0.000772
2025-06,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",127018,0.105848,57538,0.452991,0.1,0.000332,0.001105
2025-06,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",130141,0.108451,102382,0.786701,0.1,0.000686,0.00179
2025-07,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",110794,0.092328,132,0.001191,0.1,0.000612,0.000612
2025-07,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",127260,0.10605,224,0.00176,0.1,0.000355,0.000968
2025-07,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",128707,0.107256,468,0.003636,0.100002,0.000508,0.001476
2025-07,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",123332,0.102777,830,0.00673,0.099998,7.6e-05,0.001552
2025-07,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",112449,0.093707,1596,0.014193,0.1,0.000409,0.001961
2025-07,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",120045,0.100038,4952,0.041251,0.1,0.0,0.001961
2025-07,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",114553,0.095461,13085,0.114227,0.1,0.000211,0.002172
2025-07,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",116623,0.097186,28935,0.248107,0.1,8e-05,0.002252
2025-07,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",119107,0.099256,55746,0.468033,0.1,6e-06,0.002258
2025-07,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",127130,0.105942,101212,0.79613,0.1,0.000343,0.002601
2025-08,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",109850,0.091542,114,0.001038,0.1,0.000748,0.000748
2025-08,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",134439,0.112032,271,0.002016,0.1,0.001367,0.002115
2025-08,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",137066,0.114222,535,0.003903,0.100002,0.001891,0.004005
2025-08,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",122194,0.101828,894,0.007316,0.099998,3.3e-05,0.004038
2025-08,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",108170,0.090142,1775,0.016409,0.1,0.001023,0.005062
2025-08,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",121518,0.101265,5187,0.042685,0.1,1.6e-05,0.005078
2025-08,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",112393,0.093661,13440,0.11958,0.1,0.000415,0.005493
2025-08,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",111788,0.093157,29036,0.259742,0.1,0.000485,0.005978
2025-08,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",116399,0.096999,56253,0.483277,0.1,9.1e-05,0.006069
2025-08,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",126181,0.105151,101811,0.806865,0.1,0.000259,0.006328
2025-09,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",121892,0.101577,115,0.000943,0.1,2.5e-05,2.5e-05
2025-09,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",143098,0.119248,303,0.002117,0.1,0.003388,0.003413
2025-09,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",144238,0.120198,605,0.004194,0.100002,0.003715,0.007128
2025-09,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",120003,0.100002,1013,0.008441,0.099998,0.0,0.007128
2025-09,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",111003,0.092503,1967,0.01772,0.1,0.000584,0.007713
2025-09,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",123357,0.102797,5442,0.044116,0.1,7.7e-05,0.00779
2025-09,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",109455,0.091213,13488,0.123229,0.1,0.000808,0.008598
2025-09,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",106906,0.089088,28011,0.262015,0.1,0.001261,0.009859
2025-09,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",108016,0.090013,52793,0.488752,0.1,0.001051,0.01091
2025-09,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",112032,0.09336,90031,0.803619,0.1,0.000456,0.011366
2025-10,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",125039,0.104199,117,0.000936,0.1,0.000173,0.000173
2025-10,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",147220,0.122683,324,0.002201,0.1,0.004637,0.00481
2025-10,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",150276,0.12523,672,0.004472,0.100002,0.005675,0.010486
2025-10,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",123791,0.103159,1039,0.008393,0.099998,9.8e-05,0.010584
2025-10,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",112316,0.093597,1991,0.017727,0.1,0.000424,0.011008
2025-10,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",121903,0.101586,5415,0.044421,0.1,2.5e-05,0.011033
2025-10,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",108870,0.090725,13347,0.122596,0.1,0.000903,0.011935
2025-10,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",104253,0.086877,27315,0.262007,0.1,0.001846,0.013781
2025-10,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",103100,0.085917,49842,0.483434,0.1,0.002138,0.015919
2025-10,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",103232,0.086027,81576,0.79022,0.1,0.002103,0.018022
2025-11,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",128199,0.106832,88,0.000686,0.1,0.000452,0.000452
2025-11,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",150585,0.125488,263,0.001747,0.1,0.005787,0.006238
2025-11,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",152136,0.12678,608,0.003996,0.100002,0.006354,0.012592
2025-11,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",126125,0.105104,1030,0.008167,0.099998,0.000254,0.012846
2025-11,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",113620,0.094683,1992,0.017532,0.1,0.00029,0.013136
2025-11,gcard_v6,6,"(0.032066, 0.077445]","(0.032066, 0.077445]",117520,0.097933,4997,0.04252,0.1,4.3e-05,0.01318
2025-11,gcard_v6,7,"(0.077445, 0.172793]","(0.077445, 0.172793]",107035,0.089196,12946,0.120951,0.1,0.001235,0.014415
2025-11,gcard_v6,8,"(0.172793, 0.335114]","(0.172793, 0.335114]",103384,0.086153,26616,0.257448,0.1,0.002064,0.016479
2025-11,gcard_v6,9,"(0.335114, 0.589553]","(0.335114, 0.589553]",102450,0.085375,48328,0.471723,0.1,0.002312,0.018791
2025-11,gcard_v6,10,"(0.589553, 0.976805]","(0.589553, +inf)",98945,0.082454,77257,0.780808,0.1,0.003385,0.022176
2025-12,gcard_v6,1,"(-inf, 0.004760]","(-inf, 0.004760]",123328,0.102773,90,0.00073,0.1,7.6e-05,7.6e-05
2025-12,gcard_v6,2,"(0.004760, 0.006974]","(0.004760, 0.006974]",151468,0.126223,255,0.001684,0.1,0.006107,0.006183
2025-12,gcard_v6,3,"(0.006974, 0.009951]","(0.006974, 0.009951]",157282,0.131068,576,0.003662,0.100002,0.008405,0.014587
2025-12,gcard_v6,4,"(0.009951, 0.015608]","(0.009951, 0.015608]",131591,0.109659,1048,0.007964,0.099998,0.000891,0.015478
2025-12,gcard_v6,5,"(0.015608, 0.032066]","(0.015608, 0.032066]",115477,0.096231,1940,0.0168,0.1,0.000145,0.015623
