segment,final_flag,score_version,intent_level,zc_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
老户次新,DEV-OOS,gcard_v2,中意愿,合计,428787,3.175026e+08,8.850279e+06,0.027874667197465897,4482,0.010452742270637869
老户次新,DEV-OOS,gcard_v2,高意愿,合计,428787,1.03041984e+09,4.6342772e+07,0.04497465118765831,15752,0.03673618836391961
老户次新,DEV-OOS,gcard_v2,合计,1,45726,2.256126e+08,5.743864e+06,0.025458967313170433,631,0.013799588855355815
老户次新,DEV-OOS,gcard_v2,合计,2,175817,4.8691603e+08,1.5636051e+07,0.03211241587996483,3168,0.01801873538963809
老户次新,DEV-OOS,gcard_v2,合计,3,278227,3.5143443e+08,1.5158748e+07,0.0431339293718338,5009,0.018003285087356727
老户次新,DEV-OOS,gcard_v2,合计,4,345534,2.6530898e+08,1.3093373e+07,0.04935141280293465,6482,0.018759369555528545
老户次新,DEV-OOS,gcard_v2,合计,5,63537,3.4213876e+07,1.638384e+06,0.04788653552532196,1104,0.01737570234666415
老户次新,DEV-OOS,gcard_v2,合计,6,298312,1.1291188e+08,6.2684435e+06,0.05551624298095703,4581,0.015356405374239051
老户次新,DEV-OOS,gcard_v2,合计,7,79208,1.8095716e+07,1.0579441e+06,0.05846378952264786,1008,0.012725987274012727
老户次新,DEV-OOS,gcard_v2,合计,合计,1286361,1.4944936e+09,5.859681e+07,0.03920847177505493,21983,0.017089292974522705
老户次新,DEV-OOS,gcard_v4,低意愿,1,9127,8.935451e+06,56509.53,0.006324194837361574,16,0.0017530404294949053
老户次新,DEV-OOS,gcard_v4,低意愿,2,57620,4.1279104e+07,632246.75,0.015316387638449669,189,0.0032801110725442554
老户次新,DEV-OOS,gcard_v4,低意愿,3,111772,3.9540056e+07,1.0736789e+06,0.027154207229614258,470,0.004204988727051498
老户次新,DEV-OOS,gcard_v4,低意愿,4,130443,2.7416028e+07,1.0307996e+06,0.03759843111038208,553,0.0042393995844928435
老户次新,DEV-OOS,gcard_v4,低意愿,5,21512,3.1579295e+06,116261.49,0.03681573271751404,96,0.004462625511342506
老户次新,DEV-OOS,gcard_v4,低意愿,6,86999,8.819379e+06,270077.2,0.03062315285205841,279,0.003206933413027736
老户次新,DEV-OOS,gcard_v4,低意愿,7,11734,476599.16,30432.41,0.06385326385498047,25,0.0021305607635929776
老户次新,DEV-OOS,gcard_v4,中意愿,1,17436,4.926308e+07,820562.2,0.01665673777461052,109,0.0062514338150952056
老户次新,DEV-OOS,gcard_v4,中意愿,2,55183,9.624119e+07,2.2450512e+06,0.02332734316587448,588,0.010655455484478915
老户次新,DEV-OOS,gcard_v4,中意愿,3,84335,7.380924e+07,2.0887734e+06,0.028299618512392044,1042,0.012355487045710559
老户次新,DEV-OOS,gcard_v4,中意愿,4,106149,5.1827536e+07,1.752891e+06,0.03382161632180214,1322,0.012454191749333484
老户次新,DEV-OOS,gcard_v4,中意愿,5,22261,7.570501e+06,296336.03,0.03914351761341095,247,0.011095638111495441
老户次新,DEV-OOS,gcard_v4,中意愿,6,113667,2.8302842e+07,1.3101136e+06,0.046289119869470596,1150,0.010117272383365445
老户次新,DEV-OOS,gcard_v4,中意愿,7,30175,4.1437375e+06,180980.11,0.04367557168006897,198,0.006561723280861641
老户次新,DEV-OOS,gcard_v4,高意愿,1,19166,1.6742237e+08,4.8667925e+06,0.029068950563669205,506,0.026400918292810185
老户次新,DEV-OOS,gcard_v4,高意愿,2,63027,3.494051e+08,1.2758753e+07,0.03651564568281174,2391,0.03793612261411776
老户次新,DEV-OOS,gcard_v4,高意愿,3,82332,2.3814411e+08,1.199758e+07,0.050379496067762375,3499,0.04249866394597483
老户次新,DEV-OOS,gcard_v4,高意愿,4,109178,1.8612059e+08,1.0309682e+07,0.05539248511195183,4607,0.04219714594515379
老户次新,DEV-OOS,gcard_v4,高意愿,5,19859,2.3504628e+07,1.2318894e+06,0.05241050198674202,763,0.03842086711314769
老户次新,DEV-OOS,gcard_v4,高意愿,6,98258,7.584058e+07,4.6892445e+06,0.06183028593659401,3155,0.03210934478617517
老户次新,DEV-OOS,gcard_v4,高意愿,7,37387,1.3481094e+07,848109.75,0.06291104853153229,788,0.02107684489260973
老户次新,DEV-OOS,gcard_v4,低意愿,合计,429207,1.2962454e+08,3.2100058e+06,0.02476387284696102,1628,0.0037930415859946365
老户次新,DEV-OOS,gcard_v4,中意愿,合计,429206,3.1115814e+08,8.694707e+06,0.027943048626184464,4656,0.010847937820067753
老户次新,DEV-OOS,gcard_v4,高意愿,合计,429207,1.05391846e+09,4.6702052e+07,0.04431277513504028,15709,0.03660005545109935
老户次新,DEV-OOS,gcard_v4,合计,1,45729,2.2562091e+08,5.743864e+06,0.02545803040266037,631,0.013798683548732751
老户次新,DEV-OOS,gcard_v4,合计,2,175830,4.8692538e+08,1.5636051e+07,0.03211180120706558,3168,0.018017403173519877
老户次新,DEV-OOS,gcard_v4,合计,3,278439,3.514934e+08,1.5160032e+07,0.04313034564256668,5011,0.01799676051127895
老户次新,DEV-OOS,gcard_v4,合计,4,345770,2.6536416e+08,1.3093373e+07,0.049341149628162384,6482,0.018746565636116493
老户次新,DEV-OOS,gcard_v4,合计,5,63632,3.423306e+07,1.6444869e+06,0.048037976026535034,1106,0.017381191853155644
老户次新,DEV-OOS,gcard_v4,合计,6,298924,1.129628e+08,6.269435e+06,0.05549999698996544,4584,0.015335001538852686
老户次新,DEV-OOS,gcard_v4,合计,7,79296,1.810143e+07,1.0595222e+06,0.05853251740336418,1011,0.012749697336561743
老户次新,DEV-OOS,gcard_v4,合计,合计,1287620,1.494701e+09,5.8606764e+07,0.03920968994498253,21993,0.017080349792640687
老户次新,DEV-OOS,gcard_v5,低意愿,1,12170,1.9087234e+07,197897.11,0.010368035174906254,27,0.002218570254724733
老户次新,DEV-OOS,gcard_v5,低意愿,2,57978,5.5159324e+07,901218.56,0.016338462010025978,206,0.0035530718548414915
老户次新,DEV-OOS,gcard_v5,低意愿,3,110786,5.0105436e+07,1.3488164e+06,0.026919562369585037,527,0.004756918744245663
老户次新,DEV-OOS,gcard_v5,低意愿,4,124935,3.3009554e+07,1.0876251e+06,0.032948799431324005,618,0.004946572217553127
老户次新,DEV-OOS,gcard_v5,低意愿,5,21282,4.489954e+06,136618.84,0.03042767196893692,122,0.005732543933840805
老户次新,DEV-OOS,gcard_v5,低意愿,6,89096,1.4534295e+07,438115.7,0.030143579468131065,387,0.004343629343629344
老户次新,DEV-OOS,gcard_v5,低意愿,7,12960,1.4571304e+06,50873.688,0.03491361439228058,53,0.004089506172839506
老户次新,DEV-OOS,gcard_v5,中意愿,1,16202,5.621636e+07,931236.1,0.016565214842557907,117,0.007221330699913591
老户次新,DEV-OOS,gcard_v5,中意愿,2,56394,1.14729144e+08,2.9244608e+06,0.025490129366517067,731,0.01296237188353371
老户次新,DEV-OOS,gcard_v5,中意愿,3,86777,8.6974e+07,2.5554672e+06,0.029381968080997467,1256,0.01447388132800166
老户次新,DEV-OOS,gcard_v5,中意愿,4,110851,6.326879e+07,2.3726512e+06,0.03750113025307655,1682,0.015173521213160008
老户次新,DEV-OOS,gcard_v5,中意愿,5,22217,9.098234e+06,392173.2,0.043104320764541626,334,0.015033532880226854
老户次新,DEV-OOS,gcard_v5,中意愿,6,109074,3.158714e+07,1.5412998e+06,0.04879516735672951,1358,0.012450263124117572
老户次新,DEV-OOS,gcard_v5,中意愿,7,27691,4.751821e+06,230127.66,0.04842936247587204,258,0.009317106641146943
老户次新,DEV-OOS,gcard_v5,高意愿,1,17357,1.5031731e+08,4.614731e+06,0.03069993108510971,487,0.028057844097482285
老户次新,DEV-OOS,gcard_v5,高意愿,2,61458,3.170369e+08,1.1810371e+07,0.03725235536694527,2231,0.036301213837092
老户次新,DEV-OOS,gcard_v5,高意愿,3,80876,2.1441397e+08,1.1255748e+07,0.052495405077934265,3228,0.03991295316286661
老户次新,DEV-OOS,gcard_v5,高意愿,4,109984,1.6908581e+08,9.633096e+06,0.05697164312005043,4182,0.03802371254000582
老户次新,DEV-OOS,gcard_v5,高意愿,5,20133,2.064487e+07,1.1156948e+06,0.05404222756624222,650,0.032285302736800275
老户次新,DEV-OOS,gcard_v5,高意愿,6,100754,6.6841364e+07,4.2900195e+06,0.0641821026802063,2839,0.02817754133830915
老户次新,DEV-OOS,gcard_v5,高意愿,7,38645,1.1892479e+07,778520.9,0.06546329706907272,700,0.01811359813688705
老户次新,DEV-OOS,gcard_v5,低意愿,合计,429207,1.7784293e+08,4.1611655e+06,0.023397982120513916,1940,0.00451996356070614
老户次新,DEV-OOS,gcard_v5,中意愿,合计,429206,3.666255e+08,1.0947416e+07,0.029859941452741623,5736,0.013364212056681406
老户次新,DEV-OOS,gcard_v5,高意愿,合计,429207,9.502327e+08,4.3498184e+07,0.04577634856104851,14317,0.033356865102386495
老户次新,DEV-OOS,gcard_v5,合计,1,45729,2.2562091e+08,5.743864e+06,0.02545803040266037,631,0.013798683548732751
老户次新,DEV-OOS,gcard_v5,合计,2,175830,4.8692538e+08,1.5636051e+07,0.03211180120706558,3168,0.018017403173519877
老户次新,DEV-OOS,gcard_v5,合计,3,278439,3.514934e+08,1.5160032e+07,0.04313034564256668,5011,0.01799676051127895
老户次新,DEV-OOS,gcard_v5,合计,4,345770,2.6536416e+08,1.3093373e+07,0.049341149628162384,6482,0.018746565636116493
老户次新,DEV-OOS,gcard_v5,合计,5,63632,3.423306e+07,1.6444869e+06,0.048037976026535034,1106,0.017381191853155644
老户次新,DEV-OOS,gcard_v5,合计,6,298924,1.129628e+08,6.269435e+06,0.05549999698996544,4584,0.015335001538852686
老户次新,DEV-OOS,gcard_v5,合计,7,79296,1.810143e+07,1.0595222e+06,0.05853251740336418,1011,0.012749697336561743
老户次新,DEV-OOS,gcard_v5,合计,合计,1287620,1.494701e+09,5.8606764e+07,0.03920968994498253,21993,0.017080349792640687
老户次新,DEV-OOS,gcard_v6,低意愿,1,10572,1.1432853e+07,110620.49,0.009675668552517891,16,0.001513431706394249
老户次新,DEV-OOS,gcard_v6,低意愿,2,55080,4.039509e+07,565563.1,0.014000789262354374,152,0.002759622367465505
老户次新,DEV-OOS,gcard_v6,低意愿,3,111056,3.9450316e+07,1.1008364e+06,0.02790437452495098,447,0.004024996398213514
老户次新,DEV-OOS,gcard_v6,低意愿,4,127080,2.7029856e+07,976612.8,0.03613089397549629,543,0.004272898961284231
老户次新,DEV-OOS,gcard_v6,低意愿,5,22266,3.3875875e+06,111350.2,0.032870057970285416,101,0.004536063954010599
老户次新,DEV-OOS,gcard_v6,低意愿,6,92221,9.698062e+06,287728.2,0.029668627306818962,332,0.003600047711475694
老户次新,DEV-OOS,gcard_v6,低意愿,7,10932,486397.03,27033.88,0.055579863488674164,21,0.0019209659714599342
老户次新,DEV-OOS,gcard_v6,中意愿,1,18886,5.7211268e+07,891064.1,0.015574975870549679,132,0.006989304246531823
老户次新,DEV-OOS,gcard_v6,中意愿,2,61055,1.06516696e+08,2.5822738e+06,0.024242902174592018,690,0.011301285725984768
老户次新,DEV-OOS,gcard_v6,中意愿,3,86902,7.882402e+07,2.1519528e+06,0.027300724759697914,1119,0.012876573611654507
老户次新,DEV-OOS,gcard_v6,中意愿,4,108471,5.4728284e+07,1.933279e+06,0.03532504290342331,1374,0.01266698011450065
老户次新,DEV-OOS,gcard_v6,中意愿,5,21059,7.9566355e+06,310775.75,0.03905868902802467,245,0.011633980720831948
老户次新,DEV-OOS,gcard_v6,中意愿,6,104605,2.834995e+07,1.348483e+06,0.04756562039256096,1091,0.010429711772859805
老户次新,DEV-OOS,gcard_v6,中意愿,7,28228,4.2042115e+06,183965.72,0.04375748336315155,185,0.00655377639223466
老户次新,DEV-OOS,gcard_v6,高意愿,1,16271,1.5697678e+08,4.7421795e+06,0.030209431424736977,483,0.02968471513736095
老户次新,DEV-OOS,gcard_v6,高意愿,2,59695,3.400136e+08,1.2488214e+07,0.036728572100400925,2326,0.0389647374151939
老户次新,DEV-OOS,gcard_v6,高意愿,3,80481,2.3321907e+08,1.1907243e+07,0.051056042313575745,3445,0.04280513413103714
老户次新,DEV-OOS,gcard_v6,高意愿,4,110219,1.8360602e+08,1.0183481e+07,0.0554637648165226,4565,0.041417541440223554
老户次新,DEV-OOS,gcard_v6,高意愿,5,20307,2.2888836e+07,1.2223609e+06,0.05340423807501793,760,0.03742551829418427
老户次新,DEV-OOS,gcard_v6,高意愿,6,102098,7.491478e+07,4.633224e+06,0.06184659153223038,3161,0.03096044976395228
老户次新,DEV-OOS,gcard_v6,高意愿,7,40136,1.3410822e+07,848522.6,0.06327148526906967,805,0.020056806856687263
老户次新,DEV-OOS,gcard_v6,低意愿,合计,429207,1.3188015e+08,3.179745e+06,0.024110868573188782,1612,0.0037557635360094314
老户次新,DEV-OOS,gcard_v6,中意愿,合计,429206,3.3779107e+08,9.401794e+06,0.027833163738250732,4836,0.011267316859503362
老户次新,DEV-OOS,gcard_v6,高意愿,合计,429207,1.0250299e+09,4.6025224e+07,0.044901348650455475,15545,0.036217955438751
老户次新,DEV-OOS,gcard_v6,合计,1,45729,2.2562091e+08,5.743864e+06,0.02545803040266037,631,0.013798683548732751
老户次新,DEV-OOS,gcard_v6,合计,2,175830,4.8692538e+08,1.5636051e+07,0.03211180120706558,3168,0.018017403173519877
老户次新,DEV-OOS,gcard_v6,合计,3,278439,3.514934e+08,1.5160032e+07,0.04313034564256668,5011,0.01799676051127895
老户次新,DEV-OOS,gcard_v6,合计,4,345770,2.6536416e+08,1.3093373e+07,0.049341149628162384,6482,0.018746565636116493
老户次新,DEV-OOS,gcard_v6,合计,5,63632,3.423306e+07,1.6444869e+06,0.048037976026535034,1106,0.017381191853155644
老户次新,DEV-OOS,gcard_v6,合计,6,298924,1.129628e+08,6.269435e+06,0.05549999698996544,4584,0.015335001538852686
老户次新,DEV-OOS,gcard_v6,合计,7,79296,1.810143e+07,1.0595222e+06,0.05853251740336418,1011,0.012749697336561743
老户次新,DEV-OOS,gcard_v6,合计,合计,1287620,1.494701e+09,5.8606764e+07,0.03920968994498253,21993,0.017080349792640687
老户,DEV-OOS,model_score,低意愿,1,13536,1.6650134e+07,121201.37,0.007279302924871445,27,0.0019946808510638296
老户,DEV-OOS,model_score,低意愿,2,62320,4.9950012e+07,722680.44,0.014468072913587093,216,0.003465982028241335
老户,DEV-OOS,model_score,低意愿,3,98993,3.9876396e+07,1.2049284e+06,0.030216582119464874,398,0.0040204862970109
老户,DEV-OOS,model_score,低意愿,4,113658,2.7247364e+07,1.1119639e+06,0.04080996289849281,479,0.004214397578701015
老户,DEV-OOS,model_score,低意愿,5,15494,2.8802028e+06,101745.16,0.03532569110393524,61,0.003937007874015748
老户,DEV-OOS,model_score,低意愿,6,59990,8.0461765e+06,268046.2,0.033313486725091934,179,0.00298383063843974
老户,DEV-OOS,model_score,低意愿,7,12630,661377.4,32266.85,0.048787351697683334,25,0.001979414093428345
老户,DEV-OOS,model_score,中意愿,1,17171,6.2485756e+07,1.0661162e+06,0.017061747610569,145,0.008444470327878399
老户,DEV-OOS,model_score,中意愿,2,56314,1.1090385e+08,2.6774925e+06,0.024142466485500336,701,0.012448059097204959
老户,DEV-OOS,model_score,中意愿,3,72188,7.1936664e+07,2.081188e+06,0.028930839151144028,972,0.013464841801961544
老户,DEV-OOS,model_score,中意愿,4,98673,5.5650228e+07,1.8739535e+06,0.03367377817630768,1295,0.013124157570966728
老户,DEV-OOS,model_score,中意愿,5,17623,7.3541935e+06,332532.94,0.04521678015589714,220,0.012483686092038813
老户,DEV-OOS,model_score,中意愿,6,86081,2.7474446e+07,1.4201329e+06,0.05168922618031502,970,0.011268456453805137
老户,DEV-OOS,model_score,中意愿,7,28571,5.0701065e+06,233331.6,0.04602104425430298,205,0.007175107626614399
老户,DEV-OOS,model_score,高意愿,1,13732,1.4306746e+08,4.499796e+06,0.03145226836204529,445,0.032406058840664144
老户,DEV-OOS,model_score,高意愿,2,52667,3.1685322e+08,1.2012269e+07,0.03791114687919617,2201,0.041790874741299104
老户,DEV-OOS,model_score,高意愿,3,70509,2.1368e+08,1.1265747e+07,0.0527225136756897,3151,0.04468933044008566
老户,DEV-OOS,model_score,高意愿,4,100099,1.7282198e+08,9.806028e+06,0.05674062669277191,4336,0.043317116055105444
老户,DEV-OOS,model_score,高意愿,5,17902,2.1017992e+07,1.1009984e+06,0.05238361284136772,697,0.038934197296391464
老户,DEV-OOS,model_score,高意愿,6,87695,6.770143e+07,4.191613e+06,0.06191321089863777,2871,0.032738468555789955
老户,DEV-OOS,model_score,高意愿,7,34017,1.2135844e+07,778409.9,0.06414138525724411,737,0.02166563776935062
老户,DEV-OOS,model_score,低意愿,合计,376621,1.4531166e+08,3.5628322e+06,0.024518556892871857,1385,0.003677436998998994
老户,DEV-OOS,model_score,中意愿,合计,376621,3.4087523e+08,9.684748e+06,0.028411416336894035,4508,0.011969592773637157
老户,DEV-OOS,model_score,高意愿,合计,376621,9.4727795e+08,4.365486e+07,0.046084530651569366,14438,0.03833562122133392
老户,DEV-OOS,model_score,合计,1,44439,2.2220334e+08,5.6871135e+06,0.025594184175133705,617,0.013884200814599788
老户,DEV-OOS,model_score,合计,2,171301,4.7770707e+08,1.5412442e+07,0.0322633758187294,3118,0.018201878564631846
老户,DEV-OOS,model_score,合计,3,241690,3.2549306e+08,1.4551864e+07,0.04470714181661606,4521,0.018705780131573504
老户,DEV-OOS,model_score,合计,4,312430,2.5571958e+08,1.2791945e+07,0.05002332851290703,6110,0.019556380629260954
老户,DEV-OOS,model_score,合计,5,51019,3.1252388e+07,1.5352765e+06,0.04912509396672249,978,0.019169329073482427
老户,DEV-OOS,model_score,合计,6,233766,1.03222056e+08,5.879792e+06,0.05696255341172218,4020,0.01719668386335053
老户,DEV-OOS,model_score,合计,7,75218,1.7867328e+07,1.0440083e+06,0.05843113735318184,967,0.012855965327448217
老户,DEV-OOS,model_score,合计,合计,1129863,1.4334648e+09,5.690244e+07,0.03969573602080345,20331,0.01799421699799002
老户,DEV-OOS,gcard_v2,低意愿,1,11912,1.7694036e+07,168789.62,0.009539350867271423,25,0.0020987239758227
老户,DEV-OOS,gcard_v2,低意愿,2,59470,5.3407228e+07,757867.9,0.014190361835062504,216,0.0036320834033966706
老户,DEV-OOS,gcard_v2,低意愿,3,99154,4.256143e+07,1.161071e+06,0.027279885485768318,416,0.004195493878209654
老户,DEV-OOS,gcard_v2,低意愿,4,115578,3.0057462e+07,1.114272e+06,0.03707139194011688,523,0.0045250826281818335
老户,DEV-OOS,gcard_v2,低意愿,5,15943,3.3456928e+06,109891.5,0.03284566476941109,76,0.004766982374709904
老户,DEV-OOS,gcard_v2,低意愿,6,61417,9.408964e+06,295056.28,0.03135906159877777,212,0.003451813015940212
老户,DEV-OOS,gcard_v2,低意愿,7,13134,1.1907032e+06,50148.18,0.0421164371073246,32,0.0024364245469773106
老户,DEV-OOS,gcard_v2,中意愿,1,15335,5.0698492e+07,866029.3,0.017081953585147858,116,0.007564395174437561
老户,DEV-OOS,gcard_v2,中意愿,2,51746,9.806731e+07,2.3266812e+06,0.023725349456071854,592,0.011440497816256329
老户,DEV-OOS,gcard_v2,中意愿,3,67828,6.5801972e+07,1.9144601e+06,0.029094267636537552,855,0.012605413693459928
老户,DEV-OOS,gcard_v2,中意愿,4,96379,5.148176e+07,1.678712e+06,0.032607898116111755,1177,0.012212203903339939
老户,DEV-OOS,gcard_v2,中意愿,5,17864,7.253099e+06,299795.7,0.04133346304297447,202,0.011307657859381997
老户,DEV-OOS,gcard_v2,中意愿,6,92303,2.7352606e+07,1.3330964e+06,0.048737455159425735,961,0.010411362577597694
老户,DEV-OOS,gcard_v2,中意愿,7,35152,5.888671e+06,277518.94,0.04712760075926781,249,0.00708352298588985
老户,DEV-OOS,gcard_v2,高意愿,1,17192,1.5381082e+08,4.652295e+06,0.03024686500430107,476,0.02768729641693811
老户,DEV-OOS,gcard_v2,高意愿,2,60084,3.2623254e+08,1.2327893e+07,0.037788666784763336,2310,0.038446175354503696
老户,DEV-OOS,gcard_v2,高意愿,3,74704,2.1712814e+08,1.1475331e+07,0.052850499749183655,3249,0.04349164703362604
老户,DEV-OOS,gcard_v2,高意愿,4,100460,1.7417936e+08,9.998961e+06,0.057406120002269745,4410,0.04389806888313757
老户,DEV-OOS,gcard_v2,高意愿,5,17211,2.0653596e+07,1.1255892e+06,0.05449846386909485,700,0.040671663471035964
老户,DEV-OOS,gcard_v2,高意愿,6,80032,6.6459116e+07,4.2511805e+06,0.06396685540676117,2846,0.03556077568972411
老户,DEV-OOS,gcard_v2,高意愿,7,26925,1.0787407e+07,715794.4,0.06635462492704391,685,0.02544103992571959
老户,DEV-OOS,gcard_v2,低意愿,合计,376608,1.5766552e+08,3.6570965e+06,0.023195283487439156,1500,0.0039829212337496814
老户,DEV-OOS,gcard_v2,中意愿,合计,376607,3.065439e+08,8.696294e+06,0.028368836268782616,4152,0.011024755248840303
老户,DEV-OOS,gcard_v2,高意愿,合计,376608,9.69251e+08,4.4547044e+07,0.04596027731895447,14676,0.038968901351006884
老户,DEV-OOS,gcard_v2,合计,1,44439,2.2220334e+08,5.6871135e+06,0.025594184175133705,617,0.013884200814599788
老户,DEV-OOS,gcard_v2,合计,2,171300,4.7770707e+08,1.5412442e+07,0.0322633758187294,3118,0.018201984821949797
老户,DEV-OOS,gcard_v2,合计,3,241686,3.2549155e+08,1.4550862e+07,0.044704269617795944,4520,0.018701952119692493
老户,DEV-OOS,gcard_v2,合计,4,312417,2.5571858e+08,1.2791945e+07,0.05002352595329285,6110,0.019557194390830205
老户,DEV-OOS,gcard_v2,合计,5,51018,3.1252388e+07,1.5352765e+06,0.04912509396672249,978,0.019169704810067034
老户,DEV-OOS,gcard_v2,合计,6,233752,1.0322069e+08,5.879333e+06,0.05695886164903641,4019,0.0171934357780896
老户,DEV-OOS,gcard_v2,合计,7,75211,1.7866782e+07,1.0434615e+06,0.05840231850743294,966,0.01284386592386752
老户,DEV-OOS,gcard_v2,合计,合计,1129823,1.4334604e+09,5.690043e+07,0.03969445824623108,20328,0.017992198778038683
老户,DEV-OOS,gcard_v4,低意愿,1,9910,1.0198434e+07,81157.484,0.007957837544381618,19,0.001917255297679112
老户,DEV-OOS,gcard_v4,低意愿,2,59923,4.456159e+07,732458.9,0.016436999663710594,207,0.0034544331892595497
老户,DEV-OOS,gcard_v4,低意愿,3,102935,3.916255e+07,1.1176529e+06,0.028538815677165985,426,0.004138534026327294
老户,DEV-OOS,gcard_v4,低意愿,4,118369,2.7384894e+07,1.0398492e+06,0.03797163441777229,494,0.0041733899923121764
老户,DEV-OOS,gcard_v4,低意愿,5,16028,2.8224205e+06,103324.46,0.03660845756530762,72,0.004492138757174944
老户,DEV-OOS,gcard_v4,低意愿,6,58662,7.6354505e+06,241998.19,0.03169402852654457,179,0.0030513790869728273
老户,DEV-OOS,gcard_v4,低意愿,7,10794,502780.12,32435.43,0.06451215595006943,18,0.0016675931072818232
老户,DEV-OOS,gcard_v4,中意愿,1,17329,5.345653e+07,956588.75,0.017894703894853592,121,0.0069825148594841015
老户,DEV-OOS,gcard_v4,中意愿,2,54344,1.0050295e+08,2.3702515e+06,0.023583900183439255,643,0.011832032975121448
老户,DEV-OOS,gcard_v4,中意愿,3,68270,6.764966e+07,1.9028342e+06,0.028127770870923996,913,0.01337337044089644
老户,DEV-OOS,gcard_v4,中意愿,4,97049,5.2478412e+07,1.8628818e+06,0.035498060286045074,1331,0.013714721429381035
老户,DEV-OOS,gcard_v4,中意愿,5,17849,6.87846e+06,271548.34,0.03947807103395462,210,0.011765365006442938
老户,DEV-OOS,gcard_v4,中意愿,6,90588,2.5903038e+07,1.2653014e+06,0.04884760454297066,982,0.01084028789685168
老户,DEV-OOS,gcard_v4,中意愿,7,31192,4.873751e+06,204948.31,0.04205145314335823,209,0.0067004360092331365
老户,DEV-OOS,gcard_v4,高意愿,1,17200,1.5854838e+08,4.6493675e+06,0.029324596747756004,477,0.027732558139534885
老户,DEV-OOS,gcard_v4,高意愿,2,57034,3.3264253e+08,1.2309732e+07,0.03700588643550873,2268,0.03976575376091454
老户,DEV-OOS,gcard_v4,高意愿,3,70485,2.1868085e+08,1.1531377e+07,0.05273153632879257,3182,0.04514435695538058
老户,DEV-OOS,gcard_v4,高意愿,4,97012,1.7585627e+08,9.889214e+06,0.05623463913798332,4285,0.044169793427617204
老户,DEV-OOS,gcard_v4,高意愿,5,17142,2.1551508e+07,1.1604036e+06,0.053843267261981964,696,0.04060203010150507
老户,DEV-OOS,gcard_v4,高意愿,6,84516,6.968357e+07,4.3724925e+06,0.06274782866239548,2859,0.03382791424109045
老户,DEV-OOS,gcard_v4,高意愿,7,33232,1.2490797e+07,806624.6,0.06457751244306564,740,0.02226769378911892
老户,DEV-OOS,gcard_v4,低意愿,合计,376621,1.3226812e+08,3.3488765e+06,0.025318847969174385,1415,0.003757092674067564
老户,DEV-OOS,gcard_v4,中意愿,合计,376621,3.1174282e+08,8.834354e+06,0.02833859622478485,4409,0.011706729045910877
老户,DEV-OOS,gcard_v4,高意愿,合计,376621,9.894539e+08,4.4719212e+07,0.04519585147500038,14507,0.038518829273991625
老户,DEV-OOS,gcard_v4,合计,1,44439,2.2220334e+08,5.6871135e+06,0.025594184175133705,617,0.013884200814599788
老户,DEV-OOS,gcard_v4,合计,2,171301,4.7770707e+08,1.5412442e+07,0.0322633758187294,3118,0.018201878564631846
老户,DEV-OOS,gcard_v4,合计,3,241690,3.2549306e+08,1.4551864e+07,0.04470714181661606,4521,0.018705780131573504
老户,DEV-OOS,gcard_v4,合计,4,312430,2.5571958e+08,1.2791945e+07,0.05002332851290703,6110,0.019556380629260954
老户,DEV-OOS,gcard_v4,合计,5,51019,3.1252388e+07,1.5352765e+06,0.04912509396672249,978,0.019169329073482427
老户,DEV-OOS,gcard_v4,合计,6,233766,1.03222056e+08,5.879792e+06,0.05696255341172218,4020,0.01719668386335053
老户,DEV-OOS,gcard_v4,合计,7,75218,1.7867328e+07,1.0440083e+06,0.05843113735318184,967,0.012855965327448217
老户,DEV-OOS,gcard_v4,合计,合计,1129863,1.4334648e+09,5.690244e+07,0.03969573602080345,20331,0.01799421699799002
老户,DEV-OOS,gcard_v5,低意愿,1,12896,2.1048686e+07,255294.53,0.012128762900829315,33,0.0025589330024813894
老户,DEV-OOS,gcard_v5,低意愿,2,60520,5.8903484e+07,933348.3,0.01584538444876671,227,0.0037508261731658958
老户,DEV-OOS,gcard_v5,低意愿,3,99528,4.8271344e+07,1.3107455e+06,0.027153698727488518,445,0.004471103609034644
老户,DEV-OOS,gcard_v5,低意愿,4,114758,3.3853908e+07,1.1871044e+06,0.035065505653619766,602,0.0052458216420641695
老户,DEV-OOS,gcard_v5,低意愿,5,15707,4.0599465e+06,135757.34,0.03343820944428444,99,0.0063029222639587445
老户,DEV-OOS,gcard_v5,低意愿,6,60311,1.2636367e+07,403578.3,0.031937845051288605,266,0.004410472384805425
老户,DEV-OOS,gcard_v5,低意愿,7,12901,1.645285e+06,58272.15,0.03541766107082367,47,0.0036431284396558406
老户,DEV-OOS,gcard_v5,中意愿,1,16066,5.972999e+07,1.0428219e+06,0.017458932474255562,123,0.0076559193327523966
老户,DEV-OOS,gcard_v5,中意愿,2,55476,1.2087701e+08,3.156063e+06,0.02610970474779606,793,0.014294469680582594
老户,DEV-OOS,gcard_v5,中意愿,3,72827,8.0484504e+07,2.6544918e+06,0.032981403172016144,1165,0.01599681436829747
老户,DEV-OOS,gcard_v5,中意愿,4,100221,6.3701804e+07,2.45344e+06,0.03851445019245148,1669,0.016653196435876712
老户,DEV-OOS,gcard_v5,中意愿,5,17991,8.489106e+06,338697.5,0.03989790007472038,300,0.01667500416875104
