segment,final_flag,score_version,intent_level,zc_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
老户,DEV-OOS,gcard_v5,中意愿,6,86699,2.9913276e+07,1.5323114e+06,0.051225125789642334,1236,0.014256219794922663
老户,DEV-OOS,gcard_v5,中意愿,7,27341,5.1604155e+06,272649.44,0.052834782749414444,281,0.010277605061994806
老户,DEV-OOS,gcard_v5,高意愿,1,15477,1.4142466e+08,4.388997e+06,0.03103417158126831,461,0.029786134263746204
老户,DEV-OOS,gcard_v5,高意愿,2,55305,2.979266e+08,1.1323031e+07,0.03800611197948456,2098,0.037935087243468044
老户,DEV-OOS,gcard_v5,高意愿,3,69335,1.967372e+08,1.0586626e+07,0.053811002522706985,2911,0.04198456767866157
老户,DEV-OOS,gcard_v5,高意愿,4,97451,1.5816387e+08,9.1514e+06,0.05786024406552315,3839,0.03939415706354989
老户,DEV-OOS,gcard_v5,高意愿,5,17321,1.8703336e+07,1.0608216e+06,0.056718312203884125,579,0.033427631199122454
老户,DEV-OOS,gcard_v5,高意愿,6,86756,6.0672412e+07,3.9439025e+06,0.06500322371721268,2518,0.02902392918069067
老户,DEV-OOS,gcard_v5,高意愿,7,34976,1.1061628e+07,713086.75,0.06446490436792374,639,0.01826967063129003
老户,DEV-OOS,gcard_v5,低意愿,合计,376621,1.8041902e+08,4.2841005e+06,0.023745281621813774,1719,0.004564270181429076
老户,DEV-OOS,gcard_v5,中意愿,合计,376621,3.683561e+08,1.1450475e+07,0.031085342168807983,5567,0.014781438103557688
老户,DEV-OOS,gcard_v5,高意愿,合计,376621,8.846897e+08,4.1167864e+07,0.046533674001693726,13045,0.0346369427089833
老户,DEV-OOS,gcard_v5,合计,1,44439,2.2220334e+08,5.6871135e+06,0.025594184175133705,617,0.013884200814599788
老户,DEV-OOS,gcard_v5,合计,2,171301,4.7770707e+08,1.5412442e+07,0.0322633758187294,3118,0.018201878564631846
老户,DEV-OOS,gcard_v5,合计,3,241690,3.2549306e+08,1.4551864e+07,0.04470714181661606,4521,0.018705780131573504
老户,DEV-OOS,gcard_v5,合计,4,312430,2.5571958e+08,1.2791945e+07,0.05002332851290703,6110,0.019556380629260954
老户,DEV-OOS,gcard_v5,合计,5,51019,3.1252388e+07,1.5352765e+06,0.04912509396672249,978,0.019169329073482427
老户,DEV-OOS,gcard_v5,合计,6,233766,1.03222056e+08,5.879792e+06,0.05696255341172218,4020,0.01719668386335053
老户,DEV-OOS,gcard_v5,合计,7,75218,1.7867328e+07,1.0440083e+06,0.05843113735318184,967,0.012855965327448217
老户,DEV-OOS,gcard_v5,合计,合计,1129863,1.4334648e+09,5.690244e+07,0.03969573602080345,20331,0.01799421699799002
老户,DEV-OOS,gcard_v6,低意愿,1,12150,1.4335553e+07,146461.8,0.010216683149337769,22,0.0018106995884773663
老户,DEV-OOS,gcard_v6,低意愿,2,60330,4.722577e+07,698568.8,0.01479211077094078,185,0.0030664677606497596
老户,DEV-OOS,gcard_v6,低意愿,3,101029,4.0400356e+07,1.216993e+06,0.03012332320213318,413,0.004087935147333934
老户,DEV-OOS,gcard_v6,低意愿,4,117003,2.8494884e+07,1.101461e+06,0.038654692471027374,516,0.004410143329658214
老户,DEV-OOS,gcard_v6,低意愿,5,15872,3.0238768e+06,129257.08,0.04274548590183258,68,0.004284274193548387
老户,DEV-OOS,gcard_v6,低意愿,6,59301,8.635023e+06,244918.06,0.028363335877656937,195,0.0032883087974907676
老户,DEV-OOS,gcard_v6,低意愿,7,10936,682673.4,26516.201,0.03884170949459076,16,0.001463057790782736
老户,DEV-OOS,gcard_v6,中意愿,1,17960,6.0961988e+07,938891.44,0.015401259995996952,138,0.007683741648106904
老户,DEV-OOS,gcard_v6,中意愿,2,57378,1.097594e+08,2.5850745e+06,0.023552192375063896,712,0.012408937223326014
老户,DEV-OOS,gcard_v6,中意愿,3,71482,7.027394e+07,1.9897662e+06,0.02831442654132843,979,0.013695755574830028
老户,DEV-OOS,gcard_v6,中意愿,4,97425,5.3870036e+07,1.8561945e+06,0.034456901252269745,1339,0.013743905568385938
老户,DEV-OOS,gcard_v6,中意愿,5,17526,7.1204625e+06,259380.11,0.03642742335796356,221,0.012609836813876526
老户,DEV-OOS,gcard_v6,中意愿,6,86622,2.6111336e+07,1.3316316e+06,0.05099821835756302,971,0.011209623421301747
老户,DEV-OOS,gcard_v6,中意愿,7,28228,4.6037605e+06,230566.27,0.05008215829730034,201,0.007120589485617118
老户,DEV-OOS,gcard_v6,高意愿,1,14329,1.469058e+08,4.6017605e+06,0.03132456913590431,457,0.031893363109777376
老户,DEV-OOS,gcard_v6,高意愿,2,53593,3.2072192e+08,1.2128799e+07,0.037817180156707764,2221,0.04144197936297651
老户,DEV-OOS,gcard_v6,高意愿,3,69179,2.1481877e+08,1.1345105e+07,0.052812449634075165,3129,0.04523048902123477
老户,DEV-OOS,gcard_v6,高意愿,4,98002,1.7335466e+08,9.834289e+06,0.056729305535554886,4255,0.04341748127589233
老户,DEV-OOS,gcard_v6,高意愿,5,17621,2.110805e+07,1.1466392e+06,0.054322365671396255,689,0.03910107258384882
老户,DEV-OOS,gcard_v6,高意愿,6,87843,6.84757e+07,4.3032425e+06,0.06284335255622864,2854,0.03248978290814294
老户,DEV-OOS,gcard_v6,高意愿,7,36054,1.2580894e+07,786925.9,0.06254927814006805,750,0.020802130138126144
老户,DEV-OOS,gcard_v6,低意愿,合计,376621,1.4279813e+08,3.5641758e+06,0.024959541857242584,1415,0.003757092674067564
老户,DEV-OOS,gcard_v6,中意愿,合计,376621,3.3270093e+08,9.191505e+06,0.02762692980468273,4561,0.012110317799591631
老户,DEV-OOS,gcard_v6,高意愿,合计,376621,9.5796576e+08,4.414676e+07,0.04608386009931564,14355,0.03811524052031087
老户,DEV-OOS,gcard_v6,合计,1,44439,2.2220334e+08,5.6871135e+06,0.025594184175133705,617,0.013884200814599788
老户,DEV-OOS,gcard_v6,合计,2,171301,4.7770707e+08,1.5412442e+07,0.0322633758187294,3118,0.018201878564631846
老户,DEV-OOS,gcard_v6,合计,3,241690,3.2549306e+08,1.4551864e+07,0.04470714181661606,4521,0.018705780131573504
老户,DEV-OOS,gcard_v6,合计,4,312430,2.5571958e+08,1.2791945e+07,0.05002332851290703,6110,0.019556380629260954
老户,DEV-OOS,gcard_v6,合计,5,51019,3.1252388e+07,1.5352765e+06,0.04912509396672249,978,0.019169329073482427
老户,DEV-OOS,gcard_v6,合计,6,233766,1.03222056e+08,5.879792e+06,0.05696255341172218,4020,0.01719668386335053
老户,DEV-OOS,gcard_v6,合计,7,75218,1.7867328e+07,1.0440083e+06,0.05843113735318184,967,0.012855965327448217
老户,DEV-OOS,gcard_v6,合计,合计,1129863,1.4334648e+09,5.690244e+07,0.03969573602080345,20331,0.01799421699799002
次新,DEV-OOS,model_score,低意愿,1,268,280989.5,0.0,0.0,0,0.0
次新,DEV-OOS,model_score,低意愿,2,950,531180.8,32345.82,0.060894180089235306,3,0.003157894736842105
次新,DEV-OOS,model_score,低意愿,3,9688,2.2165838e+06,46920.8,0.021168069913983345,34,0.003509496284062758
次新,DEV-OOS,model_score,低意愿,4,11652,1.1333571e+06,25164.78,0.022203750908374786,38,0.0032612427051150017
次新,DEV-OOS,model_score,低意愿,5,4598,340729.4,14000.13,0.04108870401978493,21,0.004567203131796433
次新,DEV-OOS,model_score,低意愿,6,24232,1.1699134e+06,31070.371,0.026557838544249535,61,0.0025173324529547706
次新,DEV-OOS,model_score,低意愿,7,1198,25437.89,2071.7,0.0814414992928505,6,0.005008347245409015
次新,DEV-OOS,model_score,中意愿,1,382,599020.4,8248.311,0.013769665732979774,2,0.005235602094240838
次新,DEV-OOS,model_score,中意愿,2,1377,1.8709585e+06,24510.53,0.0131005197763443,7,0.005083514887436456
次新,DEV-OOS,model_score,中意愿,3,12211,5.5258515e+06,105088.79,0.019017664715647697,101,0.008271230857423635
次新,DEV-OOS,model_score,中意愿,4,11401,2.4850235e+06,64581.39,0.025988241657614708,90,0.007894044382071749
次新,DEV-OOS,model_score,中意愿,5,4288,785050.6,19683.59,0.025073019787669182,27,0.006296641791044776
次新,DEV-OOS,model_score,中意愿,6,21635,2.7536305e+06,80652.71,0.029289590194821358,157,0.007256759879824359
次新,DEV-OOS,model_score,中意愿,7,1291,49871.7,1908.61,0.03827040269970894,9,0.006971340046475601
次新,DEV-OOS,model_score,高意愿,1,640,2.537555e+06,48502.152,0.019113734364509583,12,0.01875
次新,DEV-OOS,model_score,高意愿,2,2202,6.816151e+06,166752.34,0.02446429803967476,40,0.018165304268846504
次新,DEV-OOS,model_score,高意愿,3,14850,1.8257914e+07,456158.6,0.02498415671288967,355,0.023905723905723906
次新,DEV-OOS,model_score,高意愿,4,10287,6.0261975e+06,211681.77,0.03512692078948021,244,0.02371925731505784
次新,DEV-OOS,model_score,高意愿,5,3727,1.8548902e+06,75526.68,0.04071760177612305,80,0.021464985242822646
次新,DEV-OOS,model_score,高意愿,6,19291,5.817199e+06,277919.78,0.04777553305029869,346,0.01793582499611218
次新,DEV-OOS,model_score,高意愿,7,1589,158793.06,11533.59,0.07263283431529999,29,0.01825047199496539
次新,DEV-OOS,model_score,低意愿,合计,52586,5.698192e+06,151573.6,0.026600295677781105,163,0.003099684326626859
次新,DEV-OOS,model_score,中意愿,合计,52585,1.4069407e+07,304673.94,0.021655065938830376,393,0.007473614148521442
次新,DEV-OOS,model_score,高意愿,合计,52586,4.14687e+07,1.2480749e+06,0.030096793547272682,1106,0.021032213897235006
次新,DEV-OOS,model_score,合计,1,1290,3.4175648e+06,56750.46,0.016605526208877563,14,0.010852713178294573
次新,DEV-OOS,model_score,合计,2,4529,9.218291e+06,223608.7,0.02425706759095192,50,0.011039964672113049
次新,DEV-OOS,model_score,合计,3,36749,2.600035e+07,608168.2,0.023390769958496094,490,0.013333696154997415
次新,DEV-OOS,model_score,合计,4,33340,9.644578e+06,301427.94,0.031253617256879807,372,0.011157768446310739
次新,DEV-OOS,model_score,合计,5,12613,2.9806702e+06,109210.4,0.03663954511284828,128,0.010148259732022517
次新,DEV-OOS,model_score,合计,6,65158,9.740743e+06,389642.88,0.04000135138630867,564,0.008655882623776052
次新,DEV-OOS,model_score,合计,7,4078,234102.66,15513.9,0.0662696436047554,44,0.010789602746444336
次新,DEV-OOS,model_score,合计,合计,157757,6.12363e+07,1.7043225e+06,0.027831899002194405,1662,0.010535190197582358
次新,DEV-OOS,gcard_v2,低意愿,1,202,248816.33,0.0,0.0,0,0.0
次新,DEV-OOS,gcard_v2,低意愿,2,724,488939.75,41498.89,0.08487526327371597,4,0.0055248618784530384
次新,DEV-OOS,gcard_v2,低意愿,3,9426,1.6515505e+06,30317.51,0.01835699751973152,42,0.004455760661998727
次新,DEV-OOS,gcard_v2,低意愿,4,12622,742377.4,28357.74,0.038198553025722504,73,0.005783552527333227
次新,DEV-OOS,gcard_v2,低意愿,5,4835,204717.08,14627.37,0.07145163416862488,24,0.004963805584281282
次新,DEV-OOS,gcard_v2,低意愿,6,23313,691597.06,20759.209,0.030016334727406502,73,0.0031313001329730194
次新,DEV-OOS,gcard_v2,低意愿,7,1058,19267.15,909.16,0.04718704894185066,4,0.003780718336483932
次新,DEV-OOS,gcard_v2,中意愿,1,423,611661.0,3078.27,0.005032640881836414,3,0.0070921985815602835
次新,DEV-OOS,gcard_v2,中意愿,2,1485,1.9982028e+06,18804.549,0.009410731494426727,9,0.006060606060606061
次新,DEV-OOS,gcard_v2,中意愿,3,12180,5.285126e+06,144850.72,0.027407240122556686,116,0.009523809523809525
次新,DEV-OOS,gcard_v2,中意愿,4,10501,2.3343355e+06,49127.52,0.021045612171292305,78,0.007427864012951147
次新,DEV-OOS,gcard_v2,中意愿,5,4042,733385.1,20185.209,0.0275233406573534,31,0.007669470559129144
次新,DEV-OOS,gcard_v2,中意愿,6,22171,2.5551675e+06,83096.83,0.0325210876762867,157,0.0070813224482432005
次新,DEV-OOS,gcard_v2,中意愿,7,1377,38634.81,1637.44,0.04238250479102135,8,0.005809731299927378
次新,DEV-OOS,gcard_v2,高意愿,1,662,2.5487968e+06,53672.19,0.0210578553378582,11,0.01661631419939577
次新,DEV-OOS,gcard_v2,高意愿,2,2308,6.721816e+06,163305.27,0.024294814094901085,37,0.016031195840554593
次新,DEV-OOS,gcard_v2,高意愿,3,14935,1.9006202e+07,432718.0,0.022767199203372,331,0.02216270505523937
次新,DEV-OOS,gcard_v2,高意愿,4,9994,6.513693e+06,223942.67,0.034380294382572174,221,0.022113267960776464
次新,DEV-OOS,gcard_v2,高意愿,5,3642,2.0233858e+06,68294.94,0.03375280275940895,71,0.019494783086216366
次新,DEV-OOS,gcard_v2,高意愿,6,19076,6.4444295e+06,285254.47,0.044263727962970734,332,0.01740406793877123
次新,DEV-OOS,gcard_v2,高意愿,7,1562,171033.47,11936.04,0.06978774815797806,30,0.019206145966709345
次新,DEV-OOS,gcard_v2,低意愿,合计,52180,4.0472652e+06,136469.88,0.033719033002853394,220,0.004216174779609045
次新,DEV-OOS,gcard_v2,中意愿,合计,52179,1.3556513e+07,320780.53,0.023662466555833817,402,0.007704248835738515
次新,DEV-OOS,gcard_v2,高意愿,合计,52179,4.3429356e+07,1.2391235e+06,0.028531933203339577,1033,0.019797236436114144
次新,DEV-OOS,gcard_v2,合计,1,1287,3.409274e+06,56750.46,0.01664590835571289,14,0.010878010878010878
次新,DEV-OOS,gcard_v2,合计,2,4517,9.208959e+06,223608.7,0.02428164891898632,50,0.011069293779056896
次新,DEV-OOS,gcard_v2,合计,3,36541,2.594288e+07,607886.25,0.023431718349456787,489,0.01338222818204209
次新,DEV-OOS,gcard_v2,合计,4,33117,9.590406e+06,301427.94,0.03143015503883362,372,0.011232901530935773
次新,DEV-OOS,gcard_v2,合计,5,12519,2.961488e+06,103107.52,0.03481611981987953,126,0.010064701653486701
次新,DEV-OOS,gcard_v2,合计,6,64560,9.691194e+06,389110.5,0.04015093669295311,562,0.008705080545229244
次新,DEV-OOS,gcard_v2,合计,7,3997,228935.42,14482.64,0.06326080858707428,42,0.010507880910683012
次新,DEV-OOS,gcard_v2,合计,合计,156538,6.1033136e+07,1.696374e+06,0.027794310823082924,1655,0.01057251274450932
次新,DEV-OOS,gcard_v4,低意愿,1,53,17445.691,0.0,0.0,0,0.0
次新,DEV-OOS,gcard_v4,低意愿,2,346,185624.1,859.06,0.0046279551461339,1,0.002890173410404624
次新,DEV-OOS,gcard_v4,低意愿,3,9129,1.587313e+06,28145.2,0.017731348052620888,48,0.0052579691094314825
次新,DEV-OOS,gcard_v4,低意愿,4,12549,1.0140207e+06,31877.24,0.031436480581760406,65,0.005179695593274364
次新,DEV-OOS,gcard_v4,低意愿,5,4911,348989.7,21898.45,0.06274812668561935,21,0.004276114844227245
次新,DEV-OOS,gcard_v4,低意愿,6,24394,1.2652402e+06,27109.01,0.02142597734928131,79,0.003238501270804296
次新,DEV-OOS,gcard_v4,低意愿,7,1218,27873.88,1525.52,0.05472937226295471,6,0.0049261083743842365
次新,DEV-OOS,gcard_v4,中意愿,1,348,429481.12,149.77,0.0003487231442704797,1,0.0028735632183908046
次新,DEV-OOS,gcard_v4,中意愿,2,1325,1.4031244e+06,12099.67,0.008623376488685608,4,0.0030188679245283017
次新,DEV-OOS,gcard_v4,中意愿,3,11344,4.461442e+06,125375.87,0.028102094307541847,99,0.008727080394922426
次新,DEV-OOS,gcard_v4,中意愿,4,10821,2.0631944e+06,35437.29,0.017175933346152306,78,0.007208206265594677
次新,DEV-OOS,gcard_v4,中意愿,5,4176,662610.0,11499.61,0.017355021089315414,32,0.007662835249042145
次新,DEV-OOS,gcard_v4,中意愿,6,23121,2.4789615e+06,103997.41,0.04195200651884079,166,0.0071796202586393324
次新,DEV-OOS,gcard_v4,中意愿,7,1436,49484.332,3243.28,0.06554155051708221,12,0.008356545961002786
次新,DEV-OOS,gcard_v4,高意愿,1,889,2.970638e+06,56600.69,0.019053379073739052,13,0.014623172103487065
次新,DEV-OOS,gcard_v4,高意愿,2,2858,7.629542e+06,210649.97,0.027609778568148613,45,0.015745276417074877
次新,DEV-OOS,gcard_v4,高意愿,3,16276,1.9951596e+07,454647.12,0.022787505760788918,343,0.021073973949373312
次新,DEV-OOS,gcard_v4,高意愿,4,9970,6.567363e+06,234113.4,0.035648006945848465,229,0.02296890672016048
次新,DEV-OOS,gcard_v4,高意愿,5,3526,1.9690706e+06,75812.34,0.03850158676505089,75,0.02127056154282473
次新,DEV-OOS,gcard_v4,高意愿,6,17643,5.996541e+06,258536.44,0.04311425983905792,319,0.018080825256475655
次新,DEV-OOS,gcard_v4,高意愿,7,1424,156744.45,10745.1,0.06855170428752899,26,0.018258426966292134
次新,DEV-OOS,gcard_v4,低意愿,合计,52600,4.4465075e+06,111414.48,0.0250566266477108,220,0.004182509505703422
次新,DEV-OOS,gcard_v4,中意愿,合计,52571,1.1548298e+07,291802.9,0.02526804432272911,392,0.0074565825264879875
次新,DEV-OOS,gcard_v4,高意愿,合计,52586,4.5241496e+07,1.301105e+06,0.028759106993675232,1050,0.019967291674590194
次新,DEV-OOS,gcard_v4,合计,1,1290,3.4175648e+06,56750.46,0.016605526208877563,14,0.010852713178294573
次新,DEV-OOS,gcard_v4,合计,2,4529,9.218291e+06,223608.7,0.02425706759095192,50,0.011039964672113049
次新,DEV-OOS,gcard_v4,合计,3,36749,2.600035e+07,608168.2,0.023390769958496094,490,0.013333696154997415
次新,DEV-OOS,gcard_v4,合计,4,33340,9.644578e+06,301427.94,0.031253617256879807,372,0.011157768446310739
次新,DEV-OOS,gcard_v4,合计,5,12613,2.9806702e+06,109210.4,0.03663954511284828,128,0.010148259732022517
次新,DEV-OOS,gcard_v4,合计,6,65158,9.740743e+06,389642.88,0.04000135138630867,564,0.008655882623776052
次新,DEV-OOS,gcard_v4,合计,7,4078,234102.66,15513.9,0.0662696436047554,44,0.010789602746444336
次新,DEV-OOS,gcard_v4,合计,合计,157757,6.12363e+07,1.7043225e+06,0.027831899002194405,1662,0.010535190197582358
次新,DEV-OOS,gcard_v5,低意愿,1,387,591448.44,659.64,0.0011152959195896983,1,0.002583979328165375
次新,DEV-OOS,gcard_v5,低意愿,2,1405,1.3166061e+06,27923.299,0.021208543330430984,9,0.006405693950177936
次新,DEV-OOS,gcard_v5,低意愿,3,11707,4.354476e+06,89945.55,0.020655883476138115,71,0.006064747586913812
次新,DEV-OOS,gcard_v5,低意愿,4,12547,1.9900891e+06,36382.84,0.01828201487660408,59,0.004702319279509046
次新,DEV-OOS,gcard_v5,低意愿,5,4552,609148.06,19911.38,0.03268725797533989,26,0.0057117750439367315
次新,DEV-OOS,gcard_v5,低意愿,6,21058,1.735931e+06,54618.16,0.03146332502365112,83,0.003941494918795707
次新,DEV-OOS,gcard_v5,低意愿,7,930,31537.9,1743.92,0.05529601126909256,4,0.004301075268817204
次新,DEV-OOS,gcard_v5,中意愿,1,328,686250.94,8098.54,0.011801134794950485,1,0.003048780487804878
次新,DEV-OOS,gcard_v5,中意愿,2,1151,2.183702e+06,53170.168,0.024348637089133263,11,0.009556907037358819
次新,DEV-OOS,gcard_v5,中意愿,3,10699,6.065564e+06,110930.25,0.01828853040933609,115,0.010748668099822414
次新,DEV-OOS,gcard_v5,中意愿,4,10545,2.382669e+06,51138.77,0.021462809294462204,107,0.010146989094357515
次新,DEV-OOS,gcard_v5,中意愿,5,4253,796130.75,25342.59,0.031832195818424225,26,0.006113331765812368
次新,DEV-OOS,gcard_v5,中意愿,6,24017,2.9502405e+06,89264.17,0.030256574973464012,178,0.007411416913019944
次新,DEV-OOS,gcard_v5,中意愿,7,1592,58664.26,4241.29,0.07229767739772797,16,0.010050251256281407
次新,DEV-OOS,gcard_v5,高意愿,1,575,2.1398655e+06,47992.28,0.02242770977318287,12,0.020869565217391306
次新,DEV-OOS,gcard_v5,高意愿,2,1973,5.7179825e+06,142515.23,0.02492404170334339,30,0.015205271160669031
次新,DEV-OOS,gcard_v5,高意愿,3,14343,1.558031e+07,407292.38,0.02614148147404194,304,0.02119500801784843
次新,DEV-OOS,gcard_v5,高意愿,4,10248,5.27182e+06,213906.31,0.04057541862130165,206,0.020101483216237316
次新,DEV-OOS,gcard_v5,高意愿,5,3808,1.5753915e+06,63956.43,0.04059716686606407,76,0.01995798319327731
次新,DEV-OOS,gcard_v5,高意愿,6,20083,5.0545715e+06,245760.53,0.048621438443660736,303,0.015087387342528506
次新,DEV-OOS,gcard_v5,高意愿,7,1556,143900.5,9528.69,0.06621721386909485,24,0.015424164524421594
次新,DEV-OOS,gcard_v5,低意愿,合计,52586,1.0629237e+07,231184.8,0.021749895066022873,253,0.004811166470163161
次新,DEV-OOS,gcard_v5,中意愿,合计,52585,1.5123221e+07,342185.78,0.022626515477895737,454,0.008633640772083293
次新,DEV-OOS,gcard_v5,高意愿,合计,52586,3.548384e+07,1.1309519e+06,0.03187230974435806,955,0.01816072718974632
次新,DEV-OOS,gcard_v5,合计,1,1290,3.4175648e+06,56750.46,0.016605526208877563,14,0.010852713178294573
次新,DEV-OOS,gcard_v5,合计,2,4529,9.218291e+06,223608.7,0.02425706759095192,50,0.011039964672113049
次新,DEV-OOS,gcard_v5,合计,3,36749,2.600035e+07,608168.2,0.023390769958496094,490,0.013333696154997415
次新,DEV-OOS,gcard_v5,合计,4,33340,9.644578e+06,301427.94,0.031253617256879807,372,0.011157768446310739
次新,DEV-OOS,gcard_v5,合计,5,12613,2.9806702e+06,109210.4,0.03663954511284828,128,0.010148259732022517
次新,DEV-OOS,gcard_v5,合计,6,65158,9.740743e+06,389642.88,0.04000135138630867,564,0.008655882623776052
次新,DEV-OOS,gcard_v5,合计,7,4078,234102.66,15513.9,0.0662696436047554,44,0.010789602746444336
次新,DEV-OOS,gcard_v5,合计,合计,157757,6.12363e+07,1.7043225e+06,0.027831899002194405,1662,0.010535190197582358
次新,DEV-OOS,gcard_v6,低意愿,1,204,189523.94,0.0,0.0,0,0.0
次新,DEV-OOS,gcard_v6,低意愿,2,847,355835.47,8314.85,0.02336711809039116,4,0.004722550177095631
次新,DEV-OOS,gcard_v6,低意愿,3,10259,1.9492662e+06,46487.26,0.02384859509766102,46,0.0044838678233745976
次新,DEV-OOS,gcard_v6,低意愿,4,12198,1.1237852e+06,14236.75,0.012668567709624767,45,0.0036891293654697493
次新,DEV-OOS,gcard_v6,低意愿,5,4635,364524.0,8676.51,0.023802300915122032,17,0.003667745415318231
次新,DEV-OOS,gcard_v6,低意愿,6,23485,1.1739245e+06,35527.34,0.030263734981417656,72,0.0030657866723440494
次新,DEV-OOS,gcard_v6,低意愿,7,958,19154.67,712.71,0.037208158522844315,3,0.003131524008350731
次新,DEV-OOS,gcard_v6,中意愿,1,367,440986.84,0.0,0.0,0,0.0
次新,DEV-OOS,gcard_v6,中意愿,2,1240,1.4748424e+06,46450.61,0.03149530291557312,8,0.0064516129032258064
次新,DEV-OOS,gcard_v6,中意愿,3,11360,4.43119e+06,73041.89,0.01648358441889286,88,0.007746478873239437
次新,DEV-OOS,gcard_v6,中意愿,4,11127,2.2009385e+06,60644.72,0.02755402773618698,90,0.008088433540037746
次新,DEV-OOS,gcard_v6,中意愿,5,4408,702440.0,26804.42,0.03815901651978493,35,0.00794010889292196
次新,DEV-OOS,gcard_v6,中意愿,6,22733,2.5722482e+06,68697.61,0.026707224547863007,155,0.006818281792988167
次新,DEV-OOS,gcard_v6,中意愿,7,1350,44209.49,2869.29,0.06490213423967361,11,0.008148148148148147
次新,DEV-OOS,gcard_v6,高意愿,1,719,2.787054e+06,56750.46,0.020362168550491333,14,0.019471488178025034
次新,DEV-OOS,gcard_v6,高意愿,2,2442,7.3876125e+06,168843.23,0.022854913026094437,38,0.015561015561015561
次新,DEV-OOS,gcard_v6,高意愿,3,15130,1.9619894e+07,488639.03,0.024905284866690636,356,0.023529411764705882
次新,DEV-OOS,gcard_v6,高意愿,4,10015,6.3198545e+06,226546.47,0.035846784710884094,237,0.023664503245132303
次新,DEV-OOS,gcard_v6,高意愿,5,3570,1.9137062e+06,73729.47,0.03852705657482147,76,0.021288515406162466
次新,DEV-OOS,gcard_v6,高意愿,6,18940,5.99457e+06,285417.9,0.047612741589546204,337,0.017793030623020064
次新,DEV-OOS,gcard_v6,高意愿,7,1770,170738.5,11931.9,0.06988406181335449,30,0.01694915254237288
次新,DEV-OOS,gcard_v6,低意愿,合计,52586,5.176014e+06,113955.42,0.02201605774462223,187,0.003556079564903206
次新,DEV-OOS,gcard_v6,中意愿,合计,52585,1.1866855e+07,278508.53,0.02346944808959961,387,0.007359513169154702
次新,DEV-OOS,gcard_v6,高意愿,合计,52586,4.4193428e+07,1.3118585e+06,0.02968447096645832,1088,0.020689917468527746
次新,DEV-OOS,gcard_v6,合计,1,1290,3.4175648e+06,56750.46,0.016605526208877563,14,0.010852713178294573
次新,DEV-OOS,gcard_v6,合计,2,4529,9.218291e+06,223608.7,0.02425706759095192,50,0.011039964672113049
次新,DEV-OOS,gcard_v6,合计,3,36749,2.600035e+07,608168.2,0.023390769958496094,490,0.013333696154997415
次新,DEV-OOS,gcard_v6,合计,4,33340,9.644578e+06,301427.94,0.031253617256879807,372,0.011157768446310739
次新,DEV-OOS,gcard_v6,合计,5,12613,2.9806702e+06,109210.4,0.03663954511284828,128,0.010148259732022517
次新,DEV-OOS,gcard_v6,合计,6,65158,9.740743e+06,389642.88,0.04000135138630867,564,0.008655882623776052
次新,DEV-OOS,gcard_v6,合计,7,4078,234102.66,15513.9,0.0662696436047554,44,0.010789602746444336
次新,DEV-OOS,gcard_v6,合计,合计,157757,6.12363e+07,1.7043225e+06,0.027831899002194405,1662,0.010535190197582358
流失户,DEV-OOS,model_score,低意愿,1,146,0.0,0.0,0.0,0,0.0
流失户,DEV-OOS,model_score,低意愿,2,1090,0.0,0.0,0.0,0,0.0
流失户,DEV-OOS,model_score,低意愿,3,5959,34381.64,0.0,0.0,0,0.0
流失户,DEV-OOS,model_score,低意愿,4,15014,43018.39,2756.01,0.0640658587217331,1,6.66045024643666e-05
流失户,DEV-OOS,model_score,低意愿,5,31928,458791.53,0.0,0.0,0,0.0
流失户,DEV-OOS,model_score,低意愿,6,335037,1.1226028e+06,38926.92,0.03467559814453125,5,1.4923724842330847e-05
流失户,DEV-OOS,model_score,低意愿,7,381621,859589.7,29161.45,0.03392484784126282,8,2.0963206951399427e-05
流失户,DEV-OOS,model_score,中意愿,1,2476,199888.33,0.0,0.0,0,0.0
流失户,DEV-OOS,model_score,中意愿,2,11014,289392.22,25162.76,0.08695036917924881,4,0.0003631741420010895
流失户,DEV-OOS,model_score,中意愿,3,36460,755672.3,3101.9502,0.004104888066649437,3,8.228195282501371e-05
流失户,DEV-OOS,model_score,中意愿,4,40987,627963.44,15573.76,0.02480042353272438,2,4.8795959694537296e-05
流失户,DEV-OOS,model_score,中意愿,5,118487,1.919835e+06,37829.07,0.019704334437847137,9,7.595770000084397e-05
流失户,DEV-OOS,model_score,中意愿,6,425909,3.7171842e+06,117193.55,0.031527504324913025,23,5.400214599832359e-05
流失户,DEV-OOS,model_score,中意愿,7,135459,989692.6,7423.11,0.007500419393181801,7,5.167615293188345e-05
流失户,DEV-OOS,model_score,高意愿,1,34239,2.1785814e+07,410480.5,0.018841641023755074,58,0.0016939747072052338
流失户,DEV-OOS,model_score,高意愿,2,80188,2.09625e+07,584629.4,0.027889296412467957,107,0.0013343642440265377
流失户,DEV-OOS,model_score,高意愿,3,120336,1.6633965e+07,586860.7,0.03528086468577385,129,0.001071998404467491
流失户,DEV-OOS,model_score,高意愿,4,77713,6.67025e+06,149588.67,0.022426247596740723,53,0.0006819965771492543
流失户,DEV-OOS,model_score,高意愿,5,175558,1.1862596e+07,336332.44,0.028352346271276474,115,0.0006550541701318082
