mdl_month,n_samples,positive,bad_rate,final_flag,model_score_auc,model_score_ks,gcard_v2_auc,gcard_v2_ks,gcard_v4_auc,gcard_v4_ks,gcard_v5_auc,gcard_v5_ks,gcard_v6_auc,gcard_v6_ks
2025-06,600000,96797,0.161328,DEV,0.9370296397060877,0.7265491781379528,0.9257383986116254,0.6996480553830536,0.9221499784200445,0.6926802710118403,0.9211167973500461,0.6947676668083005,0.9334080595861471,0.717137998649597
2025-07,600000,96561,0.160935,DEV,0.939693704030549,0.7341558960100817,0.9283354425590926,0.7091659892399301,0.9244775255624283,0.701994560660362,0.9248192121609248,0.7032997150300887,0.9356480665085181,0.7238998188602761
2025-08,600000,97603,0.162672,DEV,0.9407867972559684,0.7379164347795102,0.9302529173198772,0.7143230950166204,0.9260611221054629,0.7089869702969198,0.9262398547149214,0.707996794139466,0.9370014657278879,0.7296819569712633
2025-09,600000,91254,0.15209,DEV,0.9399219261266923,0.738108048017115,0.9308679062100889,0.7164737332085378,0.9246751944627623,0.7090779786728041,0.9280290032467554,0.7114762327127324,0.9374432504437193,0.7312057615741502
2025-10,600000,85945,0.143242,DEV,0.9395899123223137,0.7385239029660353,0.9299206133940485,0.7173509630717405,0.9239827584301139,0.7078905630330184,0.928297102703293,0.7118917046919024,0.936799275942754,0.730855389709332
2025-11,600000,82457,0.137428,DEV,0.9408723298516248,0.7428852672233821,0.9310204188022836,0.7204155260975342,0.9261696251332473,0.714536808053714,0.9291438569891839,0.7164439658518202,0.9377902790371803,0.735657462440418
2025-06,600000,112690,0.187817,DEV-OOS,0.9298650507079728,0.7077857174007903,0.9198845023939293,0.686417310129233,0.9163019742010703,0.6774363208018397,0.9149047014214645,0.6790344804360329,0.9279361429025723,0.7019189815036918
2025-07,600000,110619,0.184365,DEV-OOS,0.9337664190498329,0.7198346686975964,0.9241510036991364,0.7001442794637193,0.9195345940411898,0.6901370554992107,0.9208083134849032,0.694502339756096,0.9317902078012764,0.7144116716379931
2025-08,600000,111715,0.186192,DEV-OOS,0.9358417496182523,0.7245254307805283,0.926619559626077,0.7047219017534039,0.9224062855806371,0.6971583507025726,0.923536203349661,0.7000469776500428,0.9342799698561977,0.7204309483392091
2025-09,600000,102514,0.170857,DEV-OOS,0.935493175214565,0.725498715789669,0.9276626201662395,0.7082027580479076,0.9216756421701686,0.6975769547092514,0.924884737329182,0.7033954789139282,0.9345573183616167,0.7236773403436433
2025-10,600000,95693,0.159488,DEV-OOS,0.934590909582285,0.7260027052305582,0.926294512785493,0.7065613259892116,0.9197584152338325,0.6934432922532017,0.9240693456943629,0.7016272961988202,0.9332320833337607,0.7231470747951636
2025-11,600000,91669,0.152782,DEV-OOS,0.934467468702087,0.7260724760546339,0.9258442631451189,0.7064367582029998,0.919871896522603,0.6937406571820912,0.9240998864101932,0.7024160870406123,0.9328520939884051,0.7206149162272266
2025-12,600000,79033,0.131722,OOT,0.9374512197549268,0.7361199623378599,0.9290709932987915,0.7174554883190197,0.9234378325112865,0.7094295677518646,0.9277666081559628,0.7144996681632283,0.9361000107426377,0.7330833284797623
2026-01,600000,75039,0.125065,OOT,0.9364415543123662,0.7376823031262201,0.9282659482896592,0.7191181510979315,0.9223958713830052,0.7072160092192945,0.9270138185136025,0.7130354466397051,0.9352626980491124,0.7339815589340104
2025-12,600000,87903,0.146505,OOT-OOS,0.9324611765424371,0.7208810698111057,0.9227158422165499,0.7003892517354644,0.9170467951747612,0.6871113979334759,0.9212925810150453,0.6977158360198892,0.930377011311224,0.7158740517280368
2026-01,600000,83575,0.139292,OOT-OOS,0.9306631897072001,0.7192014880716765,0.9210085861379828,0.6977785651469441,0.9155068536960669,0.6840942467045408,0.9200382864597059,0.6934914727828582,0.9289140161605122,0.7153670734788753
