decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
1,317872,0.10000028313363499,27538,0.08663235516182614,27538,0.08663235516182614,0.20490318100760113,1316410,0.4601482292432395,1.0883443689235053
2,317871,0.09999996854070722,45713,0.14380991030952808,73251,0.11522108776659751,0.2725213617756408,1270697,0.49969051910995343,1.1818699456307231
3,317871,0.09999996854070722,62697,0.19724038996951593,135948,0.1425608264979331,0.3371854174105482,1208000,0.5428976804157302,1.2840636904195444
4,317871,0.09999996854070722,85314,0.2683918948252593,221262,0.17401856883879874,0.4115893910866691,1122686,0.5886486446808087,1.3922740477920112
5,317871,0.09999996854070722,110027,0.34613726952128376,331289,0.20844228731637215,0.4930085029760918,1012659,0.6371509197127136,1.5069918160158873
6,317871,0.09999996854070722,137205,0.4316373623262267,468494,0.2456414469803542,0.5809920990785125,875454,0.6885293090593354,1.6285121809246406
7,317871,0.09999996854070722,167147,0.5258328063900135,635641,0.28566876604985486,0.6756648687293706,708307,0.742761476615776,1.7567823130767035
8,317871,0.09999996854070722,198201,0.6235265249110489,833842,0.3279009693000583,0.7755526389598091,510106,0.8023789524681396,1.8977897972086364
9,317871,0.09999996854070722,232310,0.7308310603987151,1066152,0.3726709637728779,0.8814428027910666,277796,0.873926844537564,2.0670151478530747
10,317871,0.09999996854070722,277796,0.873926844537564,1343948,0.422796536080191,1.0,0,0.0,0.0
