segment,final_flag,score_version,intent_level,zc_level,n_samples,sample_pct,row_pct,col_pct
老户次新,DEV-OOS,gcard_v5,高意愿,2,61458,0.04772992031810627,0.1431896497494216,0.34953079679235627
老户次新,DEV-OOS,gcard_v5,高意愿,3,80876,0.06281045650114164,0.18843122316271635,0.2904621838176405
老户次新,DEV-OOS,gcard_v5,高意愿,4,109984,0.08541650486944906,0.25624931559830105,0.31808427567458136
老户次新,DEV-OOS,gcard_v5,高意愿,5,20133,0.015635824233857815,0.046907436272008614,0.3163974101081217
老户次新,DEV-OOS,gcard_v5,高意愿,6,100754,0.0782482409406502,0.23474454051308577,0.3370555726539187
老户次新,DEV-OOS,gcard_v5,高意愿,7,38645,0.030012736676969912,0.09003814010489111,0.48735119047619047
老户次新,DEV-OOS,gcard_v5,低意愿,合计,429207,0.3333335922088815,1.0,
老户次新,DEV-OOS,gcard_v5,中意愿,合计,429206,0.333332815582237,1.0,
老户次新,DEV-OOS,gcard_v5,高意愿,合计,429207,0.3333335922088815,1.0,
老户次新,DEV-OOS,gcard_v5,合计,1,45729,0.03551435982665693,,1.0
老户次新,DEV-OOS,gcard_v5,合计,2,175830,0.1365542629036517,,1.0
老户次新,DEV-OOS,gcard_v5,合计,3,278439,0.2162431462698622,,1.0
老户次新,DEV-OOS,gcard_v5,合计,4,345770,0.26853419487115765,,1.0
老户次新,DEV-OOS,gcard_v5,合计,5,63632,0.04941830664326432,,1.0
老户次新,DEV-OOS,gcard_v5,合计,6,298924,0.23215234308258648,,1.0
老户次新,DEV-OOS,gcard_v5,合计,7,79296,0.06158338640282071,,1.0
老户次新,DEV-OOS,gcard_v5,合计,合计,1287620,1.0,,
老户次新,DEV-OOS,gcard_v6,低意愿,1,10572,0.008210496885727156,0.024631471527724384,0.23118808633471102
老户次新,DEV-OOS,gcard_v6,低意愿,2,55080,0.04277659557944114,0.12832968707406917,0.31325712335778877
老户次新,DEV-OOS,gcard_v6,低意愿,3,111056,0.08624904863236048,0.2587469449473098,0.39885217228908304
老户次新,DEV-OOS,gcard_v6,低意愿,4,127080,0.09869371398393936,0.29608091200749287,0.3675275472134656
老户次新,DEV-OOS,gcard_v6,低意愿,5,22266,0.017292368866591076,0.05187706631066129,0.34991828011063614
老户次新,DEV-OOS,gcard_v6,低意愿,6,92221,0.07162128578307264,0.21486369048035098,0.30850985534784764
老户次新,DEV-OOS,gcard_v6,低意愿,7,10932,0.008490082477749647,0.025470227652391503,0.137863196125908
老户次新,DEV-OOS,gcard_v6,中意愿,1,18886,0.014667370808157686,0.04400218077100507,0.41299831616698374
老户次新,DEV-OOS,gcard_v6,中意愿,2,61055,0.04741693978036998,0.14225104029300614,0.34723881021441166
老户次新,DEV-OOS,gcard_v6,中意愿,3,86902,0.06749040866094035,0.2024715404724072,0.31210426700282645
老户次新,DEV-OOS,gcard_v6,中意愿,4,108471,0.0842414687563101,0.25272479881455523,0.3137085345750065
老户次新,DEV-OOS,gcard_v6,中意愿,5,21059,0.016354980506671224,0.049065017730413836,0.33094983656022126
老户次新,DEV-OOS,gcard_v6,中意愿,6,104605,0.08123903014864634,0.24371746900089933,0.3499384458926015
老户次新,DEV-OOS,gcard_v6,中意愿,7,28228,0.02192261692114133,0.06576795291771317,0.3559826472962066
老户次新,DEV-OOS,gcard_v6,高意愿,1,16271,0.012636492132772091,0.03790944695682969,0.3558135974983052
老户次新,DEV-OOS,gcard_v6,高意愿,2,59695,0.046360727543840574,0.1390820746166768,0.33950406642779957
老户次新,DEV-OOS,gcard_v6,高意愿,3,80481,0.0625036889765614,0.1875109213037066,0.28904356070809045
老户次新,DEV-OOS,gcard_v6,高意愿,4,110219,0.08559901213090819,0.25679683695745875,0.3187639182115279
老户次新,DEV-OOS,gcard_v6,高意愿,5,20307,0.01577095727000202,0.04731283506559772,0.31913188332914255
老户次新,DEV-OOS,gcard_v6,高意愿,6,102098,0.07929202715086749,0.237875896711843,0.34155169875955094
老户次新,DEV-OOS,gcard_v6,高意愿,7,40136,0.03117068700392973,0.09351198838788743,0.5061541565778854
老户次新,DEV-OOS,gcard_v6,低意愿,合计,429207,0.3333335922088815,1.0,
老户次新,DEV-OOS,gcard_v6,中意愿,合计,429206,0.333332815582237,1.0,
老户次新,DEV-OOS,gcard_v6,高意愿,合计,429207,0.3333335922088815,1.0,
老户次新,DEV-OOS,gcard_v6,合计,1,45729,0.03551435982665693,,1.0
老户次新,DEV-OOS,gcard_v6,合计,2,175830,0.1365542629036517,,1.0
老户次新,DEV-OOS,gcard_v6,合计,3,278439,0.2162431462698622,,1.0
老户次新,DEV-OOS,gcard_v6,合计,4,345770,0.26853419487115765,,1.0
老户次新,DEV-OOS,gcard_v6,合计,5,63632,0.04941830664326432,,1.0
老户次新,DEV-OOS,gcard_v6,合计,6,298924,0.23215234308258648,,1.0
老户次新,DEV-OOS,gcard_v6,合计,7,79296,0.06158338640282071,,1.0
老户次新,DEV-OOS,gcard_v6,合计,合计,1287620,1.0,,
老户,DEV-OOS,model_score,低意愿,1,13536,0.011980213530312967,0.035940640590938905,0.3045973131708634
老户,DEV-OOS,model_score,低意愿,2,62320,0.05515712966970332,0.16547138900910996,0.3638040641911022
老户,DEV-OOS,model_score,低意愿,3,98993,0.08761504713403306,0.2628451414020992,0.4095866605982871
老户,DEV-OOS,model_score,低意愿,4,113658,0.10059449685492843,0.30178349056478526,0.36378708830778095
老户,DEV-OOS,model_score,低意愿,5,15494,0.01371316699458253,0.041139500983747586,0.3036907818655795
老户,DEV-OOS,model_score,低意愿,6,59990,0.05309493274848367,0.159284798245451,0.2566241455130344
老户,DEV-OOS,model_score,低意愿,7,12630,0.01117834640128936,0.03353503920386808,0.16791193597277249
老户,DEV-OOS,model_score,中意愿,1,17171,0.015197417740026888,0.04559225322008066,0.38639483336708746
老户,DEV-OOS,model_score,中意愿,2,56314,0.04984144095346073,0.1495243228603822,0.3287429728956632
老户,DEV-OOS,model_score,中意愿,3,72188,0.0638909319094439,0.19167279572833165,0.2986801274359717
老户,DEV-OOS,model_score,中意愿,4,98673,0.08733182695601148,0.2619954808680344,0.3158243446532023
老户,DEV-OOS,model_score,中意愿,5,17623,0.015597466241482375,0.046792398724447126,0.3454203336012074
老户,DEV-OOS,model_score,中意愿,6,86081,0.07618711295086218,0.22856133885258656,0.368235757124646
老户,DEV-OOS,model_score,中意愿,7,28571,0.02528713658204579,0.07586140974613736,0.37984259086920685
老户,DEV-OOS,model_score,高意愿,1,13732,0.012153685889351187,0.03646105766805356,0.3090078534620491
老户,DEV-OOS,model_score,高意愿,2,52667,0.046613615987071,0.139840847961213,0.3074529629132346
老户,DEV-OOS,model_score,高意愿,3,70509,0.062404911037886895,0.1872147331136607,0.29173321196574126
老户,DEV-OOS,model_score,高意愿,4,100099,0.08859392687432016,0.2657817806229605,0.32038856703901675
老户,DEV-OOS,model_score,高意愿,5,17902,0.01584439883419494,0.04753319650258483,0.3508888845332131
老户,DEV-OOS,model_score,高意愿,6,87695,0.07761560472375854,0.23284681417127565,0.37514009736231957
老户,DEV-OOS,model_score,高意愿,7,34017,0.030107189986750604,0.09032156996025181,0.45224547315802066
老户,DEV-OOS,model_score,低意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,model_score,中意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,model_score,高意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,model_score,合计,1,44439,0.03933131715969104,,1.0
老户,DEV-OOS,model_score,合计,2,171301,0.15161218661023504,,1.0
老户,DEV-OOS,model_score,合计,3,241690,0.21391089008136385,,1.0
老户,DEV-OOS,model_score,合计,4,312430,0.2765202506852601,,1.0
老户,DEV-OOS,model_score,合计,5,51019,0.045155032070259844,,1.0
老户,DEV-OOS,model_score,合计,6,233766,0.2068976504231044,,1.0
老户,DEV-OOS,model_score,合计,7,75218,0.06657267297008575,,1.0
老户,DEV-OOS,model_score,合计,合计,1129863,1.0,,
老户,DEV-OOS,gcard_v2,低意愿,1,11912,0.010543244384297363,0.03162970515761747,0.26805283647246786
老户,DEV-OOS,gcard_v2,低意愿,2,59470,0.0526365634263066,0.15790955051406236,0.3471687098657326
老户,DEV-OOS,gcard_v2,低意愿,3,99154,0.0877606492344376,0.26328171467414396,0.4102595930256614
老户,DEV-OOS,gcard_v2,低意愿,4,115578,0.10229743951043659,0.30689204690288047,0.36994785815112496
老户,DEV-OOS,gcard_v2,低意愿,5,15943,0.01411105987398026,0.042333142153114116,0.3124975498843545
老户,DEV-OOS,gcard_v2,低意愿,6,61417,0.05435984220537199,0.16307938227546945,0.26274427598480443
老户,DEV-OOS,gcard_v2,低意愿,7,13134,0.011624829729966552,0.03487445832271221,0.17462871122575155
老户,DEV-OOS,gcard_v2,中意愿,1,15335,0.01357292248431834,0.040718839532987966,0.34507977227210335
老户,DEV-OOS,gcard_v2,中意愿,2,51746,0.04580009435106207,0.13740052627805643,0.3020782253356684
老户,DEV-OOS,gcard_v2,中意愿,3,67828,0.060034182345376226,0.18010286585220137,0.2806451345961289
老户,DEV-OOS,gcard_v2,中意愿,4,96379,0.0853045122997142,0.25591398991521663,0.30849473620193524
老户,DEV-OOS,gcard_v2,中意愿,5,17864,0.01581132619888248,0.04743406256389286,0.3501509271237602
老户,DEV-OOS,gcard_v2,中意愿,6,92303,0.0816968675624412,0.245091036544727,0.39487576576884903
老户,DEV-OOS,gcard_v2,中意愿,7,35152,0.03111283802861156,0.09333867931291771,0.46737844198322054
老户,DEV-OOS,gcard_v2,高意愿,1,17192,0.015216542768203514,0.04564958790041635,0.3868673912554288
老户,DEV-OOS,gcard_v2,高意愿,2,60084,0.05318001138231387,0.15953989293907725,0.35075306479859897
老户,DEV-OOS,gcard_v2,高意愿,3,74704,0.06612009137714492,0.19836009856402412,0.3090952723782097
老户,DEV-OOS,gcard_v2,高意愿,4,100460,0.08891658250894166,0.26674951142832865,0.32155740564693985
老户,DEV-OOS,gcard_v2,高意愿,5,17211,0.01523335956163045,0.04570003823604384,0.3373515229918852
老户,DEV-OOS,gcard_v2,高意愿,6,80032,0.07083587429181384,0.212507434786303,0.34237995824634654
老户,DEV-OOS,gcard_v2,高意愿,7,26925,0.0238311664747487,0.07149343614580678,0.3579928467910279
老户,DEV-OOS,gcard_v2,低意愿,合计,376608,0.33333362836479696,1.0,
老户,DEV-OOS,gcard_v2,中意愿,合计,376607,0.3333327432704061,1.0,
老户,DEV-OOS,gcard_v2,高意愿,合计,376608,0.33333362836479696,1.0,
老户,DEV-OOS,gcard_v2,合计,1,44439,0.039332709636819216,,1.0
老户,DEV-OOS,gcard_v2,合计,2,171300,0.15161666915968253,,1.0
老户,DEV-OOS,gcard_v2,合计,3,241686,0.21391492295695874,,1.0
老户,DEV-OOS,gcard_v2,合计,4,312417,0.27651853431909246,,1.0
老户,DEV-OOS,gcard_v2,合计,5,51018,0.04515574563449319,,1.0
老户,DEV-OOS,gcard_v2,合计,6,233752,0.20689258405962704,,1.0
老户,DEV-OOS,gcard_v2,合计,7,75211,0.06656883423332681,,1.0
老户,DEV-OOS,gcard_v2,合计,合计,1129823,1.0,,
老户,DEV-OOS,gcard_v4,低意愿,1,9910,0.008770974888105904,0.02631292466431771,0.22300231778392854
老户,DEV-OOS,gcard_v4,低意愿,2,59923,0.0530356335237104,0.1591069005711312,0.3498111511316338
老户,DEV-OOS,gcard_v4,低意愿,3,102935,0.09110396570203644,0.2733118971061093,0.42589680996317597
老户,DEV-OOS,gcard_v4,低意愿,4,118369,0.10476402891323992,0.31429208673971976,0.37886566590916365
老户,DEV-OOS,gcard_v4,低意愿,5,16028,0.014185790666656047,0.04255737199996814,0.3141574707461926
老户,DEV-OOS,gcard_v4,低意愿,6,58662,0.0519195690096941,0.1557587070290823,0.25094325094325093
老户,DEV-OOS,gcard_v4,低意愿,7,10794,0.009553370629890527,0.028660111889671578,0.14350288494775187
老户,DEV-OOS,gcard_v4,中意愿,1,17329,0.015337257702925045,0.046011773108775134,0.3899502689079412
老户,DEV-OOS,gcard_v4,中意愿,2,54344,0.04809786673251536,0.14429360019754608,0.31724274814507797
老户,DEV-OOS,gcard_v4,中意愿,3,68270,0.06042325485479213,0.18126976456437638,0.28246927882825107
老户,DEV-OOS,gcard_v4,中意愿,4,97049,0.08589448455255194,0.2576834536576558,0.31062638030918927
老户,DEV-OOS,gcard_v4,中意愿,5,17849,0.015797490492210117,0.04739247147663035,0.3498500558615418
老户,DEV-OOS,gcard_v4,中意愿,6,90588,0.08017609214568491,0.24052827643705477,0.38751572084905417
老户,DEV-OOS,gcard_v4,中意愿,7,31192,0.027606886852653816,0.08282066055796145,0.4146879736233348
老户,DEV-OOS,gcard_v4,高意愿,1,17200,0.015223084568660094,0.04566925370598028,0.38704741330813025
老户,DEV-OOS,gcard_v4,高意愿,2,57034,0.05047868635400929,0.15143605906202787,0.33294610072328823
老户,DEV-OOS,gcard_v4,高意愿,3,70485,0.06238366952453527,0.18715100857360584,0.29163391120857296
老户,DEV-OOS,gcard_v4,高意愿,4,97012,0.0858617372194682,0.2575852116584046,0.3105079537816471
老户,DEV-OOS,gcard_v4,高意愿,5,17142,0.015171750911393682,0.04551525273418105,0.3359924733922656
老户,DEV-OOS,gcard_v4,高意愿,6,84516,0.07480198926772538,0.22440596780317615,0.36154102820769485
老户,DEV-OOS,gcard_v4,高意愿,7,33232,0.02941241548754141,0.08823724646262424,0.4418091414289133
老户,DEV-OOS,gcard_v4,低意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v4,中意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v4,高意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v4,合计,1,44439,0.03933131715969104,,1.0
老户,DEV-OOS,gcard_v4,合计,2,171301,0.15161218661023504,,1.0
老户,DEV-OOS,gcard_v4,合计,3,241690,0.21391089008136385,,1.0
老户,DEV-OOS,gcard_v4,合计,4,312430,0.2765202506852601,,1.0
老户,DEV-OOS,gcard_v4,合计,5,51019,0.045155032070259844,,1.0
老户,DEV-OOS,gcard_v4,合计,6,233766,0.2068976504231044,,1.0
老户,DEV-OOS,gcard_v4,合计,7,75218,0.06657267297008575,,1.0
老户,DEV-OOS,gcard_v4,合计,合计,1129863,1.0,,
老户,DEV-OOS,gcard_v5,低意愿,1,12896,0.0114137731742698,0.0342413195228094,0.290195548954747
老户,DEV-OOS,gcard_v5,低意愿,2,60520,0.05356401616833191,0.16069204850499574,0.35329624462203957
老户,DEV-OOS,gcard_v5,低意愿,3,99528,0.0880885558691629,0.2642656676074887,0.4118002399768298
老户,DEV-OOS,gcard_v5,低意愿,4,114758,0.10156806621687763,0.30470419865063286,0.36730787696444006
老户,DEV-OOS,gcard_v5,低意愿,5,15707,0.013901685425578146,0.04170505627673444,0.3078656970932398
老户,DEV-OOS,gcard_v5,低意愿,6,60311,0.05337903798956157,0.16013711396868469,0.2579973135528691
老户,DEV-OOS,gcard_v5,低意愿,7,12901,0.011418198489551388,0.03425459546865416,0.17151479699008215
老户,DEV-OOS,gcard_v5,中意愿,1,16066,0.014219423062796109,0.042658269188388324,0.36152928733769885
老户,DEV-OOS,gcard_v5,中意愿,2,55476,0.04909975811226671,0.14729927433680012,0.3238509991185107
老户,DEV-OOS,gcard_v5,中意愿,3,72827,0.06445648720243073,0.1933694616072922,0.30132401009557697
老户,DEV-OOS,gcard_v5,中意愿,4,100221,0.08870190456719089,0.26610571370157265,0.3207790545082098
老户,DEV-OOS,gcard_v5,中意愿,5,17991,0.015923169446207194,0.047769508338621584,0.352633332679982
老户,DEV-OOS,gcard_v5,中意愿,6,86699,0.07673408191966637,0.2302022457589991,0.370879426434982
老户,DEV-OOS,gcard_v5,中意愿,7,27341,0.024198509022775327,0.07259552706832598,0.3634901220452551
老户,DEV-OOS,gcard_v5,高意愿,1,15477,0.013698120922625132,0.0410943627678754,0.3482751637075542
老户,DEV-OOS,gcard_v5,高意愿,2,55305,0.048948412329636426,0.14684523698890928,0.32285275625944976
老户,DEV-OOS,gcard_v5,高意愿,3,69335,0.061365847009770214,0.18409754102931064,0.2868757499275932
老户,DEV-OOS,gcard_v5,高意愿,4,97451,0.08625027990119156,0.2587508397035747,0.3119130685273501
老户,DEV-OOS,gcard_v5,高意愿,5,17321,0.015330177198474505,0.04599053159542352,0.3395009702267783
老户,DEV-OOS,gcard_v5,高意愿,6,86756,0.07678453051387646,0.23035359154162938,0.3711232600121489
老户,DEV-OOS,gcard_v5,高意愿,7,34976,0.030955965457759037,0.09286789637327711,0.4649950809646627
老户,DEV-OOS,gcard_v5,低意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v5,中意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v5,高意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v5,合计,1,44439,0.03933131715969104,,1.0
老户,DEV-OOS,gcard_v5,合计,2,171301,0.15161218661023504,,1.0
老户,DEV-OOS,gcard_v5,合计,3,241690,0.21391089008136385,,1.0
老户,DEV-OOS,gcard_v5,合计,4,312430,0.2765202506852601,,1.0
老户,DEV-OOS,gcard_v5,合计,5,51019,0.045155032070259844,,1.0
老户,DEV-OOS,gcard_v5,合计,6,233766,0.2068976504231044,,1.0
老户,DEV-OOS,gcard_v5,合计,7,75218,0.06657267297008575,,1.0
老户,DEV-OOS,gcard_v5,合计,合计,1129863,1.0,,
老户,DEV-OOS,gcard_v6,低意愿,1,12150,0.010753516134256985,0.032260548402770955,0.27340849254033617
老户,DEV-OOS,gcard_v6,低意愿,2,60330,0.0533958541876316,0.1601875625628948,0.3521870858897496
老户,DEV-OOS,gcard_v6,低意愿,3,101029,0.08941703551669539,0.26825110655008616,0.4180106748313956
老户,DEV-OOS,gcard_v6,低意愿,4,117003,0.1035550327783103,0.3106650983349309,0.3744934865409852
老户,DEV-OOS,gcard_v6,低意愿,5,15872,0.014047720829870524,0.04214316248961157,0.31109978635410335
老户,DEV-OOS,gcard_v6,低意愿,6,59301,0.052485124302680944,0.15745537290804285,0.2536767536767537
老户,DEV-OOS,gcard_v6,低意愿,7,10936,0.009679049583887604,0.02903714875166281,0.14539073094206173
老户,DEV-OOS,gcard_v6,中意愿,1,17960,0.015895732491461353,0.04768719747438406,0.40414950831476854
老户,DEV-OOS,gcard_v6,中意愿,2,57378,0.0507831480453825,0.15234944413614748,0.3349542617964869
老户,DEV-OOS,gcard_v6,中意愿,3,71482,0.06326607739168377,0.18979823217505132,0.29575903016260496
老户,DEV-OOS,gcard_v6,中意愿,4,97425,0.0862272682617273,0.25868180478518193,0.3118298498863745
老户,DEV-OOS,gcard_v6,中意愿,5,17526,0.015511615125019583,0.046534845375058746,0.3435190811266391
老户,DEV-OOS,gcard_v6,中意愿,6,86622,0.07666593206432992,0.22999779619298977,0.3705500372167039
老户,DEV-OOS,gcard_v6,中意愿,7,28228,0.024983559953728904,0.07495067986118671,0.3752825121646414
老户,DEV-OOS,gcard_v6,高意愿,1,14329,0.012682068533972702,0.038046205601918105,0.32244199914489524
老户,DEV-OOS,gcard_v6,高意愿,2,53593,0.04743318437722095,0.14229955313166287,0.3128586523137635
老户,DEV-OOS,gcard_v6,高意愿,3,69179,0.061227777172984686,0.18368333151895408,0.28623029500599945
老户,DEV-OOS,gcard_v6,高意愿,4,98002,0.08673794964522247,0.2602138489356674,0.3136766635726403
老户,DEV-OOS,gcard_v6,高意愿,5,17621,0.015595696115369739,0.046787088346109215,0.3453811325192575
老户,DEV-OOS,gcard_v6,高意愿,6,87843,0.07774659405609352,0.2332397821682806,0.37577320910654244
老户,DEV-OOS,gcard_v6,高意愿,7,36054,0.03191006343246924,0.09573019029740774,0.4793267568932968
老户,DEV-OOS,gcard_v6,低意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v6,中意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v6,高意愿,合计,376621,0.3333333333333333,1.0,
老户,DEV-OOS,gcard_v6,合计,1,44439,0.03933131715969104,,1.0
老户,DEV-OOS,gcard_v6,合计,2,171301,0.15161218661023504,,1.0
老户,DEV-OOS,gcard_v6,合计,3,241690,0.21391089008136385,,1.0
老户,DEV-OOS,gcard_v6,合计,4,312430,0.2765202506852601,,1.0
老户,DEV-OOS,gcard_v6,合计,5,51019,0.045155032070259844,,1.0
老户,DEV-OOS,gcard_v6,合计,6,233766,0.2068976504231044,,1.0
老户,DEV-OOS,gcard_v6,合计,7,75218,0.06657267297008575,,1.0
老户,DEV-OOS,gcard_v6,合计,合计,1129863,1.0,,
次新,DEV-OOS,model_score,低意愿,1,268,0.001698815266517492,0.005096413494085878,0.20775193798449612
次新,DEV-OOS,model_score,低意愿,2,950,0.0060219197880284235,0.01806564484843875,0.20975932877014794
次新,DEV-OOS,model_score,低意愿,3,9688,0.06141090411202039,0.1842315445175522,0.2636262211216632
次新,DEV-OOS,model_score,低意愿,4,11652,0.0738604309159023,0.22157988818316662,0.34949010197960406
次新,DEV-OOS,model_score,低意愿,5,4598,0.02914609177405757,0.08743772106644354,0.36454451756124634
次新,DEV-OOS,model_score,低意愿,6,24232,0.15360332663526816,0.46080705891301865,0.37189600663003775
次新,DEV-OOS,model_score,低意愿,7,1198,0.00759395779585058,0.022781728977294337,0.2937714565963708
次新,DEV-OOS,model_score,中意愿,1,382,0.0024214456410809027,0.007264429019682419,0.2961240310077519
次新,DEV-OOS,model_score,中意愿,2,1377,0.00872861426117383,0.02618617476466673,0.30404062706999335
次新,DEV-OOS,model_score,中意愿,3,12211,0.07740385529643692,0.23221450984120948,0.3322811505074968
次新,DEV-OOS,model_score,中意愿,4,11401,0.07226937631927585,0.21681087762669962,0.3419616076784643
次新,DEV-OOS,model_score,中意愿,5,4288,0.027181044264279874,0.08154416658742987,0.3399667010227543
次新,DEV-OOS,model_score,中意愿,6,21635,0.13714129959367888,0.4114291147665684,0.3320390435556647
次新,DEV-OOS,model_score,中意愿,7,1291,0.008183472048783889,0.024550727393743463,0.3165767533104463
次新,DEV-OOS,model_score,高意愿,1,640,0.004056872278250728,0.012170539687369262,0.49612403100775193
次新,DEV-OOS,model_score,高意愿,2,2202,0.013958176182356409,0.04187426311185487,0.4862000441598587
次新,DEV-OOS,model_score,高意愿,3,14850,0.09413211458128641,0.2823945536834899,0.40409262837084003
次新,DEV-OOS,model_score,高意愿,4,10287,0.06520788300994568,0.19562240900619937,0.3085482903419316
次新,DEV-OOS,model_score,高意愿,5,3727,0.02362494215787572,0.07087437721066443,0.2954887814159994
次新,DEV-OOS,model_score,高意愿,6,19291,0.1222830048745856,0.36684668923287567,0.29606494981429754
次新,DEV-OOS,model_score,高意愿,7,1589,0.010072453203344383,0.030217168067546495,0.38965179009318296
次新,DEV-OOS,model_score,低意愿,合计,52586,0.33333544628764494,1.0,
次新,DEV-OOS,model_score,中意愿,合计,52585,0.33332910742471017,1.0,
次新,DEV-OOS,model_score,高意愿,合计,52586,0.33333544628764494,1.0,
次新,DEV-OOS,model_score,合计,1,1290,0.008177133185849122,,1.0
次新,DEV-OOS,model_score,合计,2,4529,0.028708710231558663,,1.0
次新,DEV-OOS,model_score,合计,3,36749,0.23294687398974373,,1.0
次新,DEV-OOS,model_score,合计,4,33340,0.21133769024512383,,1.0
次新,DEV-OOS,model_score,合计,5,12613,0.07995207819621317,,1.0
次新,DEV-OOS,model_score,合计,6,65158,0.41302763110353263,,1.0
次新,DEV-OOS,model_score,合计,7,4078,0.025849883047978854,,1.0
次新,DEV-OOS,model_score,合计,合计,157757,1.0,,
次新,DEV-OOS,gcard_v2,低意愿,1,202,0.0012904214951002314,0.00387121502491376,0.15695415695415696
次新,DEV-OOS,gcard_v2,低意愿,2,724,0.004625075061646373,0.013875047911077042,0.16028337392074385
次新,DEV-OOS,gcard_v2,低意愿,3,9426,0.06021541095452861,0.1806439248754312,0.2579568156317561
次新,DEV-OOS,gcard_v2,低意愿,4,12622,0.08063217876809464,0.2418934457646608,0.38113355678352506
次新,DEV-OOS,gcard_v2,低意愿,5,4835,0.03088706895450306,0.09266002299731697,0.3862129563064142
次新,DEV-OOS,gcard_v2,低意愿,6,23313,0.14892869463005787,0.446780375622844,0.36110594795539036
次新,DEV-OOS,gcard_v2,低意愿,7,1058,0.006758742286218043,0.020275967803756227,0.2646985238929197
次新,DEV-OOS,gcard_v2,中意愿,1,423,0.0027022192694425634,0.008106709595814408,0.32867132867132864
次新,DEV-OOS,gcard_v2,中意愿,2,1485,0.00948651445655368,0.028459725176795264,0.3287580252379898
次新,DEV-OOS,gcard_v2,中意愿,3,12180,0.07780858321940998,0.2334272408440177,0.3333242111600668
次新,DEV-OOS,gcard_v2,中意愿,4,10501,0.06708275306954221,0.20124954483604515,0.31708790047407676
次新,DEV-OOS,gcard_v2,中意愿,5,4042,0.02582120635245116,0.07746411391555989,0.3228692387570892
次新,DEV-OOS,gcard_v2,中意愿,6,22171,0.1416333414250853,0.42490273864964834,0.34341697645600994
次新,DEV-OOS,gcard_v2,中意愿,7,1377,0.008796586132440685,0.026389926982119245,0.34450838128596445
次新,DEV-OOS,gcard_v2,高意愿,1,662,0.004229005097803728,0.012687096341440043,0.5143745143745144
次新,DEV-OOS,gcard_v2,高意愿,2,2308,0.014744023815303632,0.044232354012150484,0.5109586008412663
次新,DEV-OOS,gcard_v2,高意愿,3,14935,0.09540814370951463,0.28622625960635506,0.4087189732081771
次新,DEV-OOS,gcard_v2,高意愿,4,9994,0.0638439228813451,0.19153299219992717,0.3017785427423982
次新,DEV-OOS,gcard_v2,高意愿,5,3642,0.02326591626314377,0.06979819467601908,0.29091780493649655
次新,DEV-OOS,gcard_v2,高意愿,6,19076,0.12186178435906936,0.36558768853370127,0.29547707558859976
次新,DEV-OOS,gcard_v2,高意愿,7,1562,0.009978407798745353,0.02993541463040687,0.39079309482111585
次新,DEV-OOS,gcard_v2,低意愿,合计,52180,0.33333759215014885,1.0,
次新,DEV-OOS,gcard_v2,中意愿,合计,52179,0.3333312039249256,1.0,
次新,DEV-OOS,gcard_v2,高意愿,合计,52179,0.3333312039249256,1.0,
次新,DEV-OOS,gcard_v2,合计,1,1287,0.008221645862346524,,1.0
次新,DEV-OOS,gcard_v2,合计,2,4517,0.028855613333503685,,1.0
次新,DEV-OOS,gcard_v2,合计,3,36541,0.2334321378834532,,1.0
次新,DEV-OOS,gcard_v2,合计,4,33117,0.21155885471898198,,1.0
次新,DEV-OOS,gcard_v2,合计,5,12519,0.079974191570098,,1.0
次新,DEV-OOS,gcard_v2,合计,6,64560,0.41242382041421255,,1.0
次新,DEV-OOS,gcard_v2,合计,7,3997,0.025533736217404082,,1.0
次新,DEV-OOS,gcard_v2,合计,合计,156538,1.0,,
次新,DEV-OOS,gcard_v4,低意愿,1,53,0.00033595973554263834,0.0010076045627376426,0.04108527131782946
次新,DEV-OOS,gcard_v4,低意愿,2,346,0.0021932465754292995,0.006577946768060837,0.0763965555310223
次新,DEV-OOS,gcard_v4,低意愿,3,9129,0.05786747973148577,0.1735551330798479,0.24841492285504368
次新,DEV-OOS,gcard_v4,低意愿,4,12549,0.07954639096838809,0.238574144486692,0.37639472105578886
次新,DEV-OOS,gcard_v4,低意愿,5,4911,0.031130155872639564,0.09336501901140684,0.3893601839372076
次新,DEV-OOS,gcard_v4,低意愿,6,24394,0.15463022243070038,0.4637642585551331,0.37438227078793085
次新,DEV-OOS,gcard_v4,低意愿,7,1218,0.007720735054545916,0.02315589353612167,0.2986758214811182
次新,DEV-OOS,gcard_v4,中意愿,1,348,0.002205924301298833,0.006619619181678111,0.26976744186046514
次新,DEV-OOS,gcard_v4,中意愿,2,1325,0.00839899338856596,0.02520400981529741,0.2925590638109958
