model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,19009,24,0.0012625598400757537
1,gcard_v4,2,6601,15,0.0022723829722769277
1,gcard_v4,3,11889,9,0.000757002271006813
1,gcard_v4,4,4135,1,0.0002418379685610641
1,gcard_v4,5,6515,8,0.0012279355333844973
1,gcard_v4,6,822,1,0.0012165450121654502
1,gcard_v4,7,3,0,0.0
2,gcard_v4,1,14248,45,0.003158338012352611
2,gcard_v4,2,5299,11,0.0020758633704472543
2,gcard_v4,3,8900,22,0.0024719101123595504
2,gcard_v4,4,7759,11,0.001417708467586029
2,gcard_v4,5,9383,15,0.0015986358307577533
2,gcard_v4,6,3381,10,0.0029577048210588583
2,gcard_v4,7,3,0,0.0
3,gcard_v4,1,11415,32,0.002803328953131844
3,gcard_v4,2,4769,28,0.005871251834766198
3,gcard_v4,3,9030,29,0.003211517165005537
3,gcard_v4,4,9752,31,0.0031788351107465136
3,gcard_v4,5,8939,31,0.0034679494350598502
3,gcard_v4,6,5035,16,0.0031777557100297915
3,gcard_v4,7,33,0,0.0
4,gcard_v4,1,10151,54,0.005319672938626736
4,gcard_v4,2,3884,18,0.004634397528321318
4,gcard_v4,3,8945,46,0.0051425377305757405
4,gcard_v4,4,10549,75,0.007109678642525358
4,gcard_v4,5,8212,56,0.006819288845591817
4,gcard_v4,6,6269,50,0.007975753708725474
4,gcard_v4,7,964,7,0.007261410788381743
5,gcard_v4,1,6205,53,0.008541498791297342
5,gcard_v4,2,6010,60,0.009983361064891847
5,gcard_v4,3,7512,92,0.012247071352502662
5,gcard_v4,4,9771,89,0.009108586633916692
5,gcard_v4,5,8496,94,0.011064030131826741
5,gcard_v4,6,6682,71,0.010625561209218797
5,gcard_v4,7,4275,37,0.008654970760233919
5,gcard_v4,8,22,0,0.0
6,gcard_v4,1,3431,87,0.025357038764208684
6,gcard_v4,2,5635,136,0.024134871339840283
6,gcard_v4,3,2345,58,0.024733475479744138
6,gcard_v4,4,6110,159,0.02602291325695581
6,gcard_v4,5,5766,178,0.030870620881026708
6,gcard_v4,6,13204,362,0.027415934565283247
6,gcard_v4,7,11703,319,0.027257968042382296
6,gcard_v4,8,769,14,0.018205461638491547
6,gcard_v4,9,10,0,0.0
7,gcard_v4,1,876,53,0.06050228310502283
7,gcard_v4,2,463,30,0.06479481641468683
7,gcard_v4,3,252,23,0.09126984126984126
7,gcard_v4,4,990,74,0.07474747474747474
7,gcard_v4,5,1533,123,0.08023483365949119
7,gcard_v4,6,11595,923,0.07960327727468737
7,gcard_v4,7,21696,1793,0.08264196165191741
7,gcard_v4,8,10951,1026,0.09369007396584787
7,gcard_v4,9,600,44,0.07333333333333333
7,gcard_v4,10,18,1,0.05555555555555555
8,gcard_v4,1,47,6,0.1276595744680851
8,gcard_v4,2,17,5,0.29411764705882354
8,gcard_v4,4,27,6,0.2222222222222222
8,gcard_v4,5,52,12,0.23076923076923078
8,gcard_v4,6,1815,419,0.23085399449035812
8,gcard_v4,7,8435,1703,0.2018968583283936
8,gcard_v4,8,29825,6112,0.20492875104777872
8,gcard_v4,9,8611,1869,0.21704796190918593
8,gcard_v4,10,144,24,0.16666666666666666
9,gcard_v4,2,1,0,0.0
9,gcard_v4,4,1,0,0.0
9,gcard_v4,5,3,1,0.3333333333333333
9,gcard_v4,6,110,47,0.42727272727272725
9,gcard_v4,7,1775,760,0.428169014084507
9,gcard_v4,8,7006,2824,0.403083071652869
9,gcard_v4,9,33763,14809,0.43861623670882327
9,gcard_v4,10,6314,3042,0.48178650617675006
10,gcard_v4,7,87,62,0.7126436781609196
10,gcard_v4,8,400,266,0.665
10,gcard_v4,9,5989,4092,0.6832526298213392
10,gcard_v4,10,42498,34156,0.8037084098075203
