model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v6,1,26240,7,0.00026676829268292685
1,gcard_v6,2,10743,10,0.0009308386856557759
1,gcard_v6,3,5045,6,0.0011892963330029733
1,gcard_v6,4,3107,7,0.002252977148374638
1,gcard_v6,5,2487,11,0.004422999597909127
1,gcard_v6,6,1297,16,0.01233616037008481
1,gcard_v6,7,56,1,0.017857142857142856
2,gcard_v6,1,12635,13,0.0010288880094974277
2,gcard_v6,2,15088,9,0.0005965005302226936
2,gcard_v6,3,8769,24,0.0027369141293191925
2,gcard_v6,4,5877,12,0.002041858090862685
2,gcard_v6,5,4171,23,0.005514265164229201
2,gcard_v6,6,2107,28,0.013289036544850499
2,gcard_v6,7,327,5,0.01529051987767584
3,gcard_v6,1,6032,7,0.0011604774535809018
3,gcard_v6,2,12218,24,0.0019643149451628746
3,gcard_v6,3,11907,16,0.0013437473754934072
3,gcard_v6,4,8999,27,0.003000333370374486
3,gcard_v6,5,6333,41,0.006474024948681509
3,gcard_v6,6,2907,41,0.01410388716890265
3,gcard_v6,7,579,11,0.018998272884283247
4,gcard_v6,1,3107,6,0.0019311232700354038
4,gcard_v6,2,6878,17,0.002471648735097412
4,gcard_v6,3,11666,35,0.003000171438367907
4,gcard_v6,4,13150,62,0.004714828897338403
4,gcard_v6,5,9195,65,0.0070690592713431215
4,gcard_v6,6,4164,86,0.020653218059558116
4,gcard_v6,7,813,35,0.04305043050430504
5,gcard_v6,1,922,1,0.0010845986984815619
5,gcard_v6,2,3775,15,0.003973509933774834
5,gcard_v6,3,9738,49,0.005031834052166769
5,gcard_v6,4,13412,97,0.0072323292573814495
5,gcard_v6,5,12924,142,0.010987310430207366
5,gcard_v6,6,6918,146,0.021104365423532813
5,gcard_v6,7,1286,46,0.03576982892690513
6,gcard_v6,1,39,1,0.02564102564102564
6,gcard_v6,2,271,2,0.007380073800738007
6,gcard_v6,3,1838,38,0.020674646354733407
6,gcard_v6,4,4410,71,0.016099773242630386
6,gcard_v6,5,13532,268,0.019804906887378067
6,gcard_v6,6,22619,627,0.027720058358017597
6,gcard_v6,7,6236,301,0.04826812059012187
6,gcard_v6,8,29,4,0.13793103448275862
7,gcard_v6,2,1,0,0.0
7,gcard_v6,3,11,1,0.09090909090909091
7,gcard_v6,4,19,4,0.21052631578947367
7,gcard_v6,5,325,23,0.07076923076923076
7,gcard_v6,6,8847,463,0.052334124561998416
7,gcard_v6,7,31541,2559,0.08113249421388034
7,gcard_v6,8,8117,1022,0.1259085869163484
7,gcard_v6,9,113,18,0.1592920353982301
8,gcard_v6,5,6,0,0.0
8,gcard_v6,6,111,14,0.12612612612612611
8,gcard_v6,7,7949,1287,0.1619071581330985
8,gcard_v6,8,33231,6851,0.20616292016490625
8,gcard_v6,9,7640,1996,0.2612565445026178
8,gcard_v6,10,37,9,0.24324324324324326
9,gcard_v6,5,2,0,0.0
9,gcard_v6,6,4,1,0.25
9,gcard_v6,7,182,54,0.2967032967032967
9,gcard_v6,8,7522,2745,0.3649295400159532
9,gcard_v6,9,36054,16050,0.4451655849558995
9,gcard_v6,10,5210,2632,0.5051823416506718
10,gcard_v6,7,5,1,0.2
10,gcard_v6,8,75,32,0.4266666666666667
10,gcard_v6,9,5167,3361,0.6504741629572286
10,gcard_v6,10,43728,35183,0.8045874496889864
