feature,real_importance,null_p75,null_mean,score
ai_call_cnt_10d,132.35113906860352,37.93369698524475,25.022858381271362,3.489012397607456
ord_apl_fal_cnt_his,339.5078010559082,98.8358724117279,76.87720625400543,3.43506656815448
d720_due_repay_amt_larger_than_rsk_avl_lmt_cash_his_t_day_count_sum,217.49810314178467,63.36713719367981,43.58059720993042,3.4323485764712403
stg_pln_avg_prc_amt_his_ftr_light,158.27218055725098,46.12419319152832,29.985912084579468,3.43143521015173
ord_apl_sum_prc_amt_30_day,191.0085973739624,56.72966384887695,38.95804109573364,3.3669968128630767
f54__percent_true_call_mode_is_manual_called_phone_social_relations_is_friend_180d,73.80879974365234,21.974674940109253,14.963436007499695,3.358811902556652
ord_apl_suc_cnt_90_day_13_18,39.14155960083008,12.041325092315674,7.255399584770203,3.2506023465647287
d15_d30_suc_ord_prc_amt_avg_rat_all,59.612900733947754,18.430467128753662,10.816541528701782,3.23447584467052
his_360_day_bt_apl_ord_cnt_his_rto_bjq_12m,122.05020141601562,37.9958598613739,26.749590492248537,3.2121973778540616
stg_pln_pay_off_cnt_14d,97.67440032958984,30.90840768814087,18.476489329338072,3.1601239803455217
m1_stg_pln_normal_batch_rep_apl_fal_cnt_equal_2_cnt,46.74449825286865,15.414759755134583,10.264403033256531,3.032450650896345
m6_manual_rep_apl_suc_cnt_in_manual_rep_rat,255.53179740905762,84.62485480308533,62.04984793663025,3.019583289137191
d15_suc_ord_prc_amt_per_stg_max_all,87.77420043945312,30.127225399017334,23.57252597808838,2.91345118167822
d7_apl_ord_prc_amt_sum_all,124.05609798431396,43.15123224258423,28.885305404663086,2.8749143775757102
d1095_aplord_fal_month_cnt,208.93439865112305,72.98165011405945,51.73641109466553,2.8628346759026373
min_rsk_avl_lmt_12m_bt_ch,455.62890338897705,161.4740732908249,144.2844858646393,2.821684584424652
rsk_avl_lmt_ch_1m_les_5000_rate_3m,153.9920997619629,55.163174867630005,38.691941905021665,2.791574272718776
d15_suc_ord_prc_amt_per_stg_avg_all,81.03229904174805,29.391192317008972,20.350645089149474,2.7570266006137443
ai_call_cnt_21d,119.47734928131104,43.73046791553497,37.14244906902313,2.7321305939849654
m6_stg_pln_his_ovd_manual_deduct_rep_apl_fal_cnt_rat,118.66500091552734,43.66607093811035,35.58938362598419,2.71755617957283
d180_adv_repay_fee_sum,121.43489837646484,45.438424825668335,34.54169611930847,2.6725155821833377
18m_repay_ftr_amt_first_der_mean_diff,289.8641004562378,109.7167888879776,98.56629152297974,2.641930222294358
ai_call_cnt_60d,156.35060024261475,60.059199810028076,40.08663280010224,2.6032747811686447
ord_apl_min_prc_amt_360_day_bjq_12m,152.72780227661133,58.89957523345947,48.27177965641022,2.593020436416496
