segment_column,segment_value,count,ratio
blue_customer_flag,B2,650963,0.6685354544194143
blue_customer_flag,E3,286621,0.2943582054297202
blue_customer_flag,E2,36131,0.0371063401508655
zc_level,6,354098,0.3636567168011174
zc_level,7,170914,0.1755277468253031
zc_level,4,125142,0.12852015220059257
zc_level,3,119052,0.1222657553801677
zc_level,5,107691,0.11059807027723718
zc_level,2,74089,0.07608899934785845
zc_level,1,22729,0.023342559167723615
