score_column,non_null_count,null_count,mean,available
model_score,489743,0,0.15576901840211205,True
gcard_v2,489578,165,0.16513662719127997,True
gcard_v4,489734,9,0.13154884721367782,True
gcard_v5,489743,0,0.14338359236717224,True
gcard_v6,489743,0,0.1559345789654037,True
