trial_id,round,candidate_name,advisor_type,reason,train_auc,valid_auc,train_ks,valid_ks,train_samples,valid_samples,train_bad_rate,valid_bad_rate,best_iteration,train_time_seconds,auc_gap,param_objective,param_metric,param_learning_rate,param_num_leaves,param_max_depth,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_num_boost_round,param_early_stopping_rounds,param_bagging_freq
0,0,baseline,baseline,configured baseline parameters,0.947094117296759,0.9325815699862787,0.75267784197023,0.717901625087545,183739,183480,0.153195565448816,0.17346304774362328,358,26.4,0.01451254731048024,binary,auc,0.05,31,5,100,0.7,0.7,0.1,1.0,1000,50,
1,1,heuristic_r1_1,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9547375315373832,0.9329431837085607,0.7690440179897363,0.719264041739591,183739,183480,0.153195565448816,0.17346304774362328,421,42.9,0.021794347828822502,binary,auc,0.03,63,7,100,0.82,0.75,0.1,2.0,1200,80,3.0
2,1,heuristic_r1_2,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9532161557673607,0.932862712016437,0.7661530014762609,0.7186964225200058,183739,183480,0.153195565448816,0.17346304774362328,501,48.2,0.02035344375092374,binary,auc,0.025,63,7,150,0.86,0.72,0.1,2.0,1000,80,3.0
3,1,heuristic_r1_3,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9489209731320926,0.9327141997956889,0.7556289519795072,0.7178215057094416,183739,183480,0.153195565448816,0.17346304774362328,368,53.8,0.016206773336403635,binary,auc,0.04,31,6,80,0.8,0.8,0.05,1.0,800,60,2.0
4,1,heuristic_r1_4,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9541686364428233,0.9329681322235226,0.7684542204125799,0.7188835568932989,183739,183480,0.153195565448816,0.17346304774362328,498,64.3,0.021200504219300753,binary,auc,0.02,95,8,180,0.78,0.68,0.3,4.0,1600,100,4.0
5,2,heuristic_r2_1,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9547375315373832,0.9329431837085607,0.7690440179897363,0.719264041739591,183739,183480,0.153195565448816,0.17346304774362328,421,44.0,0.021794347828822502,binary,auc,0.03,63,7,100,0.82,0.75,0.1,2.0,1200,80,3.0
6,2,heuristic_r2_2,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9532161557673607,0.932862712016437,0.7661530014762609,0.7186964225200058,183739,183480,0.153195565448816,0.17346304774362328,501,46.1,0.02035344375092374,binary,auc,0.025,63,7,150,0.86,0.72,0.1,2.0,1000,80,3.0
7,2,heuristic_r2_3,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9489209731320926,0.9327141997956889,0.7556289519795072,0.7178215057094416,183739,183480,0.153195565448816,0.17346304774362328,368,27.4,0.016206773336403635,binary,auc,0.04,31,6,80,0.8,0.8,0.05,1.0,800,60,2.0
8,2,heuristic_r2_4,host_agent_unavailable_local_heuristic_fallback,baseline is within overfit guardrail; explore moderate capacity and learning-rate tradeoffs,0.9541686364428233,0.9329681322235226,0.7684542204125799,0.7188835568932989,183739,183480,0.153195565448816,0.17346304774362328,498,54.3,0.021200504219300753,binary,auc,0.02,95,8,180,0.78,0.68,0.3,4.0,1600,100,4.0
