feature,gain,split
d720_due_repay_amt_sum_divide_d720_faqi_trade_amt_sum,675.0693610776216,54
his_due_repay_amt_sum_divide_his_faqi_trade_amt_sum,671.2494500875473,55
ai_call_cnt_21d,665.8773257732391,49
stg_pln_sum_rep_prc_his_d0_mrn_pk_rto_v2,665.6928493976593,74
stg_pln_sum_prc_amt_6m_12m_ftr_cash,661.6864478588104,42
day_diff_shift1_n_unique_all,661.2834904193878,64
d90_apl_ord_prc_amt_avg,660.714421749115,54
3m_repay_amt_first_der_mean_rto,657.2975420951843,57
stg_pln_sum_prc_amt_2m_ftr_his_rep_rto_all,655.806474685669,54
ai_call_cnt_60d,648.6943979263306,43
6m_used_lmt_first_der_min,645.499951839447,55
stg_pln_pay_off_sum_prc_amt_1m_3m_rto,640.7827715873718,48
18m_repay_amt_first_der_avg,638.0417332649231,56
d30_suc_ord_prc_amt_sum_all,636.8467493057251,39
d360_faqi_trade_amt_larger_than_unpaid_principal_tot_amt_t_day_count_sum,635.9919767379761,18
36stg_pln_repay_amt_second_der_mean_diff,629.0042104721069,64
stg_pln_sum_rep_prc_his_ovd_0d_pls_3d_zd_v2,628.7468041777611,57
d1080_sum_repaid_interest_fee_sum_divide_d1080_principal_sum,626.3759191036224,61
std_amt_channel_hb,623.3647585511208,73
stddev_day_diff_shift1_event_type_repay_all,621.4711481332779,65
12m_used_lmt_first_der_mean_rto,619.8015298843384,59
his_max_faqi_prc_amt_divide_unpaid_principal_tot,607.6410279273987,53
m3_manual_rep_apl_cnt_rat,607.610757112503,53
his_max_ovd_repay_amt_divide_his_max_suc_prc_amt,606.6299998760223,66
ord_apl_sum_prc_amt_07_12,606.5553197860718,68
his_trade_fail_amt_sum_mon_divide_his_trade_success_amt_sum_mon,605.2245397567749,60
d90_avg_due_pay_amt_sum_by_mon_divide_rsk_adt_lmt_cash,604.3619675636292,54
stg_pln_min_prc_amt_3m_6m_ftr_rto_cash,603.6531004905701,62
ord_apl_sum_prc_amt_30_90_day_rto,603.2481713294983,33
6m_used_lmt_first_der_sum,603.0884010791779,60
d30_d90_suc_ord_prc_amt_avg_rat_all,597.8205704689026,34
3stg_pln_repay_amt_first_der_median,595.6421489715576,57
m1_stg_pln_d0_rep_apl_cnt,595.2024612426758,24
stg_pln_sum_prc_amt_3m_6m_rto_ftr,594.4884967803955,42
abf_1y_inter_1m_count_up,592.7059297561646,34
6m_repay_amt_second_der_mean_diff,587.8404400348663,57
3stg_pln_repay_amt_first_der_mean_rto,586.1038498878479,64
12m_repay_amt_second_der_median,583.117018699646,54
m6_manual_rep_apl_suc_amt_avg,581.5282678604126,49
m1_manual_rep_apl_suc_cnt_rat,579.2749300003052,35
18m_repay_amt_second_der_mean_diff,578.3031115531921,57
d30_d60_his_rep_amt_sum_rat_btch,576.561491727829,44
rsk_lmt_rate_ch_1m_grt_0p95_rate_3m,576.0113530158997,42
f54__percent_true_call_mode_is_ai_called_phone_social_relations_is_self_180d,569.7483534812927,41
rsk_avl_lmt_ch_1m_les_1000_rate_6m,568.0019497871399,41
6stg_pln_repay_amt_second_der_median,566.2994713783264,54
3m_used_lmt_first_der_mean_diff,562.1342687606812,52
stg_pln_avg_prc_amt_adv_3d,560.3262004852295,72
d60_d360_apl_ord_prc_amt_avg_rat,559.801728412509,41
ord_apl_cnt_07_12,559.6042151451111,40
6m_used_lmt_second_der_mean_diff,559.6016300916672,61
6stg_pln_repay_amt_first_der_mean_diff,556.8713743686676,57
percent_true_followup_code_wfjt_called_phone_social_relations_family_180d,555.5680193901062,37
avg_ddf_rep_dte_ord_crt_tim_neg_7,554.4690439105034,57
ddf_36m_rep_dte_neg_5_crt_dt_rep_prc_amt_rto,551.4736793041229,53
