segment_column,segment_value,count,ratio
credit_limit,26100.0,742,0.0004486623271788391
credit_limit,36900.0,740,0.0004474529947605673
credit_limit,31100.0,739,0.0004468483285514314
credit_limit,41500.0,739,0.0004468483285514314
credit_limit,35000.0,737,0.0004456389961331596
credit_limit,47100.0,730,0.0004414063326692083
credit_limit,67200.0,730,0.0004414063326692083
credit_limit,33200.0,728,0.00044019700025093645
credit_limit,35600.0,727,0.00043959233404180056
credit_limit,37200.0,722,0.0004365690029961211
credit_limit,28100.0,721,0.0004359643367869852
credit_limit,67700.0,721,0.0004359643367869852
credit_limit,35800.0,720,0.0004353596705778493
credit_limit,42500.0,716,0.00043294100574130565
credit_limit,42800.0,713,0.00043112700711389797
credit_limit,30500.0,712,0.00043052234090476207
credit_limit,28400.0,710,0.0004293130084864902
credit_limit,41400.0,708,0.00042810367606821843
credit_limit,37400.0,707,0.00042749900985908254
credit_limit,30900.0,698,0.0004220570139768594
credit_limit,33300.0,697,0.00042145234776772353
credit_limit,31000.0,695,0.00042024301534945174
credit_limit,36400.0,695,0.00042024301534945174
credit_limit,38500.0,691,0.0004178243505129081
credit_limit,40000.0,688,0.0004160103518855004
credit_limit,31400.0,684,0.0004135916870489568
credit_limit,31600.0,682,0.000412382354630685
credit_limit,33800.0,679,0.0004105683560032773
credit_limit,29600.0,670,0.0004051263601210542
credit_limit,40200.0,667,0.00040331236149364645
credit_limit,43200.0,666,0.00040270769528451055
credit_limit,36600.0,665,0.00040210302907537466
credit_limit,39100.0,665,0.00040210302907537466
credit_limit,35300.0,662,0.00040028903044796697
credit_limit,44200.0,661,0.0003996843642388311
credit_limit,34300.0,659,0.00039847503182055923
credit_limit,29300.0,658,0.00039787036561142334
credit_limit,32500.0,657,0.00039726569940228744
credit_limit,31700.0,657,0.00039726569940228744
credit_limit,37600.0,652,0.00039424236835660796
credit_limit,34800.0,651,0.00039363770214747207
credit_limit,37300.0,647,0.00039121903731092843
credit_limit,32000.0,645,0.00039000970489265664
credit_limit,46200.0,644,0.00038940503868352074
credit_limit,45000.0,644,0.00038940503868352074
credit_limit,39400.0,641,0.000387591040056113
credit_limit,36100.0,637,0.0003851723752195694
credit_limit,38600.0,630,0.0003809397117556181
credit_limit,33900.0,629,0.0003803350455464822
credit_limit,35700.0,617,0.0003730790510368514
credit_limit,38400.0,615,0.00037186971861857956
credit_limit,28700.0,608,0.0003676370551546283
credit_limit,51800.0,605,0.00036582305652722055
credit_limit,34900.0,605,0.00036582305652722055
credit_limit,37700.0,604,0.00036521839031808466
credit_limit,36700.0,601,0.00036340439169067697
credit_limit,37000.0,601,0.00036340439169067697
credit_limit,34400.0,600,0.0003627997254815411
credit_limit,31900.0,599,0.0003621950592724051
credit_limit,35100.0,598,0.00036159039306326923
credit_limit,50500.0,597,0.00036098572685413333
credit_limit,36200.0,595,0.00035977639443586154
credit_limit,48600.0,595,0.00035977639443586154
credit_limit,38800.0,583,0.00035252039992623074
credit_limit,34100.0,583,0.00035252039992623074
credit_limit,35200.0,582,0.00035191573371709485
credit_limit,45800.0,576,0.0003482877364622794
credit_limit,47000.0,575,0.0003476830702531435
credit_limit,43400.0,574,0.00034707840404400763
credit_limit,38000.0,569,0.0003440550729983281
credit_limit,39900.0,566,0.0003422410743709204
credit_limit,36500.0,562,0.0003398224095343768
credit_limit,50800.0,559,0.0003380084109069691
credit_limit,39700.0,558,0.0003374037446978332
credit_limit,52000.0,557,0.0003367990784886973
credit_limit,32300.0,552,0.00033377574744301777
credit_limit,42700.0,550,0.000332566415024746
credit_limit,45300.0,545,0.00032954308397906644
credit_limit,55400.0,544,0.00032893841776993055
credit_limit,40800.0,543,0.00032833375156079465
credit_limit,84700.0,540,0.00032651975293338697
credit_limit,33400.0,539,0.00032591508672425107
credit_limit,49800.0,537,0.0003247057543059792
credit_limit,45100.0,537,0.0003247057543059792
credit_limit,45600.0,537,0.0003247057543059792
credit_limit,33700.0,536,0.00032410108809684333
credit_limit,40300.0,536,0.00032410108809684333
credit_limit,47200.0,535,0.00032349642188770743
credit_limit,34600.0,535,0.00032349642188770743
credit_limit,44800.0,531,0.00032107775705116385
credit_limit,130000.0,530,0.0003204730908420279
credit_limit,47500.0,527,0.0003186590922146202
credit_limit,35500.0,524,0.00031684509358721253
credit_limit,61200.0,521,0.0003150310949598048
credit_limit,46000.0,519,0.000313821762541533
credit_limit,34700.0,518,0.0003132170963323971
credit_limit,40900.0,515,0.0003114030977049894
credit_limit,51700.0,515,0.0003114030977049894
credit_limit,38100.0,513,0.0003101937652867176
credit_limit,42000.0,512,0.0003095890990775817
credit_limit,56500.0,511,0.0003089844328684458
credit_limit,41000.0,507,0.0003065657680319022
credit_limit,48900.0,506,0.0003059611018227663
credit_limit,35900.0,505,0.0003053564356136304
credit_limit,38200.0,502,0.00030354243698622267
credit_limit,37900.0,500,0.0003023331045679509
credit_limit,43800.0,500,0.0003023331045679509
credit_limit,37500.0,499,0.000301728438358815
credit_limit,41800.0,496,0.0002999144397314073
credit_limit,52200.0,495,0.00029930977352227134
credit_limit,43100.0,494,0.00029870510731313545
credit_limit,88000.0,492,0.00029749577489486366
credit_limit,51400.0,491,0.00029689110868572776
credit_limit,39000.0,488,0.0002950771100583201
credit_limit,54200.0,488,0.0002950771100583201
credit_limit,60400.0,486,0.00029386777764004823
credit_limit,51000.0,482,0.00029144911280350465
credit_limit,42600.0,482,0.00029144911280350465
credit_limit,59500.0,479,0.00028963511417609696
credit_limit,49300.0,478,0.000289030447966961
credit_limit,42200.0,476,0.0002878211155486892
credit_limit,49500.0,476,0.0002878211155486892
credit_limit,60800.0,476,0.0002878211155486892
credit_limit,38900.0,476,0.0002878211155486892
credit_limit,43600.0,474,0.00028661178313041743
credit_limit,54700.0,474,0.00028661178313041743
credit_limit,42900.0,469,0.0002835884520847379
credit_limit,42400.0,468,0.000282983785875602
credit_limit,49600.0,468,0.000282983785875602
credit_limit,44300.0,467,0.0002823791196664661
credit_limit,65000.0,467,0.0002823791196664661
credit_limit,55000.0,465,0.0002811697872481943
credit_limit,40600.0,464,0.0002805651210390584
credit_limit,45700.0,464,0.0002805651210390584
credit_limit,41200.0,463,0.00027996045482992253
credit_limit,45200.0,463,0.00027996045482992253
credit_limit,160000.0,463,0.00027996045482992253
credit_limit,59100.0,461,0.0002787511224116507
credit_limit,38700.0,459,0.0002775417899933789
credit_limit,49700.0,455,0.0002751231251568353
credit_limit,44500.0,454,0.0002745184589476994
credit_limit,44600.0,453,0.0002739137927385635
credit_limit,46600.0,452,0.00027330912652942757
credit_limit,41100.0,451,0.0002727044603202917
credit_limit,46800.0,451,0.0002727044603202917
credit_limit,40400.0,451,0.0002727044603202917
credit_limit,43700.0,450,0.0002720997941111558
credit_limit,49000.0,448,0.000270890461692884
credit_limit,41300.0,446,0.0002696811292746122
credit_limit,39800.0,445,0.0002690764630654763
credit_limit,48300.0,442,0.00026726246443806856
credit_limit,40700.0,440,0.00026605313201979677
credit_limit,49200.0,440,0.00026605313201979677
credit_limit,44700.0,438,0.000264843799601525
credit_limit,41900.0,437,0.0002642391333923891
credit_limit,40100.0,435,0.00026302980097411724
credit_limit,32900.0,435,0.00026302980097411724
credit_limit,53800.0,434,0.00026242513476498134
credit_limit,45500.0,434,0.00026242513476498134
credit_limit,42300.0,432,0.00026121580234670955
credit_limit,61600.0,432,0.00026121580234670955
credit_limit,105600.0,430,0.00026000646992843776
credit_limit,50400.0,425,0.00025698313888275823
credit_limit,60500.0,423,0.00025577380646448644
credit_limit,46900.0,416,0.0002515411430005351
credit_limit,37100.0,415,0.0002509364767913992
credit_limit,47800.0,414,0.0002503318105822633
credit_limit,44000.0,414,0.0002503318105822633
credit_limit,44100.0,412,0.00024912247816399153
credit_limit,43000.0,410,0.00024791314574571974
credit_limit,47400.0,410,0.00024791314574571974
credit_limit,43300.0,408,0.0002467038133274479
credit_limit,38300.0,407,0.000246099147118312
credit_limit,47300.0,406,0.0002454944809091761
credit_limit,55800.0,405,0.0002448898147000402
credit_limit,48000.0,405,0.0002448898147000402
credit_limit,51200.0,404,0.0002442851484909043
credit_limit,48400.0,399,0.0002412618174452248
credit_limit,43900.0,398,0.0002406571512360889
credit_limit,48700.0,397,0.000240052485026953
credit_limit,39500.0,390,0.00023581982156300167
credit_limit,47900.0,388,0.00023461048914472988
credit_limit,46500.0,388,0.00023461048914472988
credit_limit,41600.0,387,0.00023400582293559398
credit_limit,73100.0,386,0.0002334011567264581
credit_limit,41700.0,385,0.00023279649051732217
credit_limit,45900.0,385,0.00023279649051732217
credit_limit,47700.0,384,0.00023219182430818627
credit_limit,67300.0,381,0.00023037782568077856
credit_limit,56800.0,380,0.00022977315947164266
credit_limit,5060.0,378,0.00022856382705337087
credit_limit,52500.0,376,0.00022735449463509905
credit_limit,47600.0,376,0.00022735449463509905
credit_limit,56700.0,374,0.00022614516221682726
credit_limit,57300.0,373,0.00022554049600769137
credit_limit,53100.0,372,0.00022493582979855544
credit_limit,65800.0,370,0.00022372649738028365
credit_limit,53500.0,365,0.00022070316633460415
credit_limit,55100.0,365,0.00022070316633460415
credit_limit,140000.0,364,0.00022009850012546823
credit_limit,56100.0,363,0.00021949383391633233
credit_limit,138000.0,363,0.00021949383391633233
credit_limit,53000.0,362,0.00021888916770719644
credit_limit,56400.0,361,0.00021828450149806054
credit_limit,53400.0,361,0.00021828450149806054
credit_limit,61500.0,357,0.00021586583666151693
credit_limit,58500.0,356,0.00021526117045238104
credit_limit,54000.0,356,0.00021526117045238104
credit_limit,42100.0,356,0.00021526117045238104
credit_limit,53200.0,355,0.0002146565042432451
credit_limit,49900.0,353,0.00021344717182497332
credit_limit,54800.0,353,0.00021344717182497332
credit_limit,46700.0,353,0.00021344717182497332
credit_limit,48200.0,353,0.00021344717182497332
credit_limit,57200.0,352,0.00021284250561583743
credit_limit,52900.0,352,0.00021284250561583743
