feature,gain,split
credit_ratio_12m,102.24166059494019,10
stg_pln_sum_rep_prc_his_ovd_0d_pls_3d_zd_v2,99.75512051582336,9
3m_repay_ftr_amt_first_der_mean_rto,99.53670930862427,9
his_lend_light_to_repay_heavy_inner7d_order_stg_sum,98.81640958786011,9
ord_apl_suc_sum_prc_amt_180_day_19_23,98.49634075164795,8
ord_apl_cnt_720_day_19_23,97.47962093353271,11
d90_d360_apl_ord_prc_amt_avg_rat,97.24582076072693,10
stg_pln_sum_rep_prc_12m_his_d0_afn_zd_rto,95.9231104850769,10
ddf_3m_rep_dte_7_crt_dt_rep_prc_amt_rto,95.61132001876831,8
rsk_avl_lmt_ch_1m_les_10000_cnt_bjq_12m,95.5634400844574,10
percent_true_call_mode_is_manual_called_phone_social_relations_is_family_90d,95.48380899429321,5
sum_day_diff_shift1_event_type_loan_all,94.92387056350708,10
m3_manual_rep_apl_suc_amt_avg,94.43664073944092,9
36stg_pln_repay_amt_second_der_mean_rto,94.1853609085083,8
stg_pln_pay_off_max_prc_amt_pday_12m,93.63428831100464,8
3ord_apply_amt_first_der_mean_rto,93.25976037979126,10
stg_pln_min_prc_amt_d0_rep_24m,93.07619047164917,7
cnt_event_type_loan_type_heavy_all,92.8140811920166,9
light_his_max_faqi_prc_amt_divide_heavy_his_max_faqi_prc_amt,92.39250922203064,11
median_amt_other_info_auto_deduct_all,92.20464992523193,9
6m_repay_ftr_amt_second_der_mean_rto,92.15423917770386,9
m6_rep_apl_suc_amt_min,91.87532997131348,7
payment_balancenotenough_day_rate_3m,91.11720085144043,6
d360_repaid_exclude_principal_fee_max,90.95916032791138,10
stg_pln_cnt_adv_rep_bjq_12m_rto,90.8147406578064,8
ddf_24m_rep_dte_neg_7_crt_dt_avg_prc_amt,90.57178974151611,7
stg_pln_min_prc_amt_6m_ftr,90.34253978729248,8
credit_loan_avg_days_24m,90.07696151733398,7
stg_pln_cnt_adv_rct,89.86539006233215,10
stg_pln_sum_prc_amt_ftr_fst_ord,89.66465759277344,6
18stg_pln_repay_amt_second_der_mean_diff,89.61885023117065,9
ddf_3m_rep_dte_5_crt_dt_sum_prc_amt,89.57064819335938,4
stg_pln_sum_rep_prc_6m_his_adv_rto,87.59304094314575,7
ord_apl_suc_sum_prc_amt_360_day_13_18_bjq_12m,87.43771171569824,5
3m_used_lmt_second_der_mean_diff,87.41497135162354,8
ddf_bjq_12m_rep_dte_7_crt_dt_rep_prc_amt,86.62327861785889,5
3m_repay_amt_first_der_sum,84.59732007980347,9
af_3m_inter_1m_sum_up,83.93656921386719,4
his_30_day_csh_apl_ord_cnt_his_rto,83.41382122039795,9
ddf_mdl_max_con_dau_dt_30d,81.9552993774414,6
3m_used_lmt_first_der_mean_diff,81.91135883331299,8
m1_rep_apl_suc_amt_max,81.54955911636353,7
d730_avl_lmt_con_drp_month_max,80.29864048957825,6
min_avl_lmt_lft_rep_prc_2m_cash_36m,80.19299983978271,6
stg_pln_cnt_3m_ftr_his_rep_rto_cash,80.13313102722168,7
rsk_avl_lmt_ch_1m_les_1000_rate_1m,79.45320129394531,4
d60_apl_ord_stg_num_sum_all,78.10443925857544,6
credit_unique_scene_cnt_24m,76.48689937591553,5
m3_stg_pln_normal_batch_rep_apl_suc_cnt_avg,74.78349876403809,6
30stg_pln_repay_amt_second_der_mean_rto,74.69338941574097,8
d1080_repaid_interest_fee_stddev,73.89753007888794,7
used_rate_ch_grt_0p5_rate_3m,73.67292881011963,5
credit_unique_fund_cnt_36m,73.62633991241455,7
ord_apl_suc_sum_prc_amt_180_day_07_12,73.17563056945801,6
m6_stg_pln_d0_normal_batch_rep_apl_fal_cnt_equal_2_cnt_rat,72.90042018890381,7
percent_true_followup_code_wfjt_called_phone_social_relations_friend_90d,72.38899898529053,4
stg_pln_sum_prc_amt_7d_ftr_cash,71.66860103607178,4
d90_apl_ord_ddf_mdl_ord_crt_dte_max,70.0173807144165,7
stg_pln_sum_rep_prc_12m_his_d0_non_zd_rto_v2,69.1875991821289,5
m6_manual_tim_6_12_rep_apl_cnt_rat,68.38988018035889,6
d1080_trade_fail_stgnum_avg_mon_divide_his_trade_success_stgnum_avg_mon,68.32283926010132,7
m6_stg_pln_d0_normal_batch_rep_apl_cnt_equal_2_cnt_rat,68.0526990890503,6
m6_stg_pln_rep_apl_amt_ovd_1d_3d_min,67.56524085998535,6
d720_max_ovd_repay_amt_divide_d720_max_suc_prc_amt,67.22595071792603,7
18m_repay_ftr_amt_second_der_mean_diff,66.59990119934082,6
m1_rep_apl_suc_stg_pln_cnt_max,65.91882038116455,4
avg_ddf_rep_dte_ord_crt_tim_1,65.84585952758789,8
m6_normal_batch_rep_apl_fal_cnt_rat,65.81283020973206,6
