score_column,score_band,n_samples,bad,bad_rate,blue_customer_flag,zc_level,prc_amt_xz_30d_3m_sum,ovd_amt_xz_30d_3m_sum
model_score,5,1852,1003,0.5415766738660908,E2,3,2297103.2299999995,29912.36
model_score,5,1334,737,0.5524737631184408,E2,4,993638.8200000001,40946.21000000001
model_score,5,451,236,0.5232815964523282,E2,5,222109.35000000003,3354.66
model_score,5,2238,1173,0.5241286863270778,E2,6,623903.5599999999,44885.34
model_score,5,172,97,0.563953488372093,E2,7,21497.17,3367.34
model_score,5,3918,2276,0.5809086268504339,E3,1,24254283.020000003,450822.9
model_score,5,13620,8458,0.6209985315712188,E3,2,50448400.4,1743960.9700000002
model_score,5,17496,10893,0.622599451303155,E3,3,31004645.18,1149397.9500000002
model_score,5,23187,14599,0.6296200457152715,E3,4,24881338.89,1024313.8400000001
model_score,5,3953,2462,0.622818112825702,E3,5,2571302.58,153291.26
model_score,5,19165,11956,0.6238455517871119,E3,6,10399419.71,608110.5
model_score,5,6439,4046,0.6283584407516695,E3,7,1633257.8,77215.56999999999
gcard_v2,1,141,0,0.0,B2,1,0.0,0.0
gcard_v2,1,437,1,0.002288329519450801,B2,2,0.0,0.0
gcard_v2,1,1954,7,0.0035823950870010235,B2,3,35739.159999999996,0.0
gcard_v2,1,3038,8,0.0026333113890717576,B2,4,14832.26,0.0
gcard_v2,1,7927,13,0.0016399646776838652,B2,5,47359.619999999995,1267.63
gcard_v2,1,48807,82,0.0016800868727846416,B2,6,185820.62999999998,4071.4300000000003
gcard_v2,1,35549,32,0.0009001659681003685,B2,7,40587.79000000001,0.0
gcard_v2,1,2,0,0.0,E3,2,0.0,0.0
gcard_v2,1,4,0,0.0,E3,3,0.0,0.0
gcard_v2,1,25,0,0.0,E3,4,0.0,0.0
gcard_v2,1,5,0,0.0,E3,5,0.0,0.0
gcard_v2,1,27,1,0.037037037037037035,E3,6,0.0,0.0
gcard_v2,2,269,1,0.0037174721189591076,B2,1,0.0,0.0
gcard_v2,2,1821,15,0.008237232289950576,B2,2,53553.33,0.0
gcard_v2,2,5219,42,0.008047518681739797,B2,3,155073.41,41.160000000000004
gcard_v2,2,5492,37,0.0067370721048798255,B2,4,178875.32,0.0
gcard_v2,2,15220,111,0.007293035479632063,B2,5,227967.75999999998,4791.83
gcard_v2,2,47904,235,0.00490564462257849,B2,6,420521.18,26341.420000000002
gcard_v2,2,21787,55,0.002524441180520494,B2,7,54449.05,0.0
gcard_v2,2,6,0,0.0,E2,3,0.0,0.0
gcard_v2,2,4,0,0.0,E2,4,0.0,0.0
gcard_v2,2,1,0,0.0,E2,5,0.0,0.0
gcard_v2,2,6,0,0.0,E2,6,0.0,0.0
gcard_v2,2,4,0,0.0,E3,2,0.0,0.0
gcard_v2,2,46,1,0.021739130434782608,E3,3,0.0,0.0
gcard_v2,2,64,0,0.0,E3,4,0.0,0.0
gcard_v2,2,19,0,0.0,E3,5,0.0,0.0
gcard_v2,2,49,2,0.04081632653061224,E3,6,0.0,0.0
gcard_v2,2,4,0,0.0,E3,7,0.0,0.0
gcard_v2,3,1724,54,0.031322505800464036,B2,1,720203.75,0.0
gcard_v2,3,5783,181,0.031298633927027496,B2,2,783233.4000000001,38265.490000000005
gcard_v2,3,9503,245,0.025781332210880775,B2,3,619065.5599999999,9727.6
gcard_v2,3,7123,162,0.022743226168749124,B2,4,229817.01,15057.04
gcard_v2,3,15884,351,0.022097708385797027,B2,5,556226.14,42187.880000000005
gcard_v2,3,34861,751,0.02154269814405783,B2,6,441417.74000000005,9425.61
gcard_v2,3,15992,250,0.015632816408204103,B2,7,178204.49,610.34
gcard_v2,3,7,0,0.0,E2,1,0.0,0.0
gcard_v2,3,20,2,0.1,E2,2,28707.56,0.0
gcard_v2,3,174,16,0.09195402298850575,E2,3,2051.07,0.0
gcard_v2,3,249,25,0.10040160642570281,E2,4,7696.83,54.300000000000004
gcard_v2,3,96,8,0.08333333333333333,E2,5,197.3,0.0
gcard_v2,3,550,24,0.04363636363636364,E2,6,5811.660000000001,0.0
gcard_v2,3,33,0,0.0,E2,7,0.0,0.0
gcard_v2,3,63,1,0.015873015873015872,E3,1,0.0,0.0
gcard_v2,3,827,53,0.06408706166868199,E3,2,356624.98,2275.89
gcard_v2,3,2056,155,0.07538910505836575,E3,3,487038.81000000006,0.0
gcard_v2,3,1957,138,0.07051609606540624,E3,4,336513.65,11886.0
gcard_v2,3,178,18,0.10112359550561797,E3,5,16265.619999999999,935.47
gcard_v2,3,709,37,0.05218617771509168,E3,6,22389.23,317.91
gcard_v2,3,127,9,0.07086614173228346,E3,7,244.59,0.0
gcard_v2,4,2635,242,0.09184060721062619,B2,1,1622115.26,5277.55
gcard_v2,4,4700,451,0.09595744680851064,B2,2,1162381.48,54061.22
gcard_v2,4,5577,518,0.09288147749686211,B2,3,897190.29,38412.94
gcard_v2,4,3037,275,0.09054988475469213,B2,4,310813.60000000003,0.0
gcard_v2,4,6538,586,0.0896298562251453,B2,5,549664.27,22681.48
gcard_v2,4,10062,986,0.09799244682965613,B2,6,508946.50000000006,6505.880000000001
gcard_v2,4,3293,277,0.0841178256908594,B2,7,73841.92,0.0
gcard_v2,4,86,17,0.19767441860465115,E2,1,54494.61,0.0
gcard_v2,4,325,65,0.2,E2,2,378376.44999999995,2169.98
gcard_v2,4,2650,559,0.2109433962264151,E2,3,1085230.04,16587.33
gcard_v2,4,2719,603,0.22177271055535122,E2,4,529787.8800000001,5146.570000000001
gcard_v2,4,1014,202,0.1992110453648915,E2,5,109785.99,5854.21
gcard_v2,4,4880,1017,0.20840163934426228,E2,6,435253.57000000007,14372.800000000001
gcard_v2,4,259,67,0.25868725868725867,E2,7,8564.29,266.66
gcard_v2,4,1862,352,0.18904403866809882,E3,1,2815277.5700000003,22342.28
gcard_v2,4,8366,1502,0.17953621802534067,E3,2,7240334.15,69072.86000000002
gcard_v2,4,12824,2258,0.17607610729881473,E3,3,5215799.09,179857.66
gcard_v2,4,14955,2865,0.19157472417251756,E3,4,4117552.3000000003,111934.0
gcard_v2,4,2184,471,0.21565934065934067,E3,5,585185.8300000001,18097.96
gcard_v2,4,8157,1868,0.22900576192227534,E3,6,1459519.4100000001,85873.87000000001
gcard_v2,4,1792,443,0.24720982142857142,E3,7,181019.90000000002,485.97
gcard_v2,5,441,137,0.31065759637188206,B2,1,478555.12,59879.66
gcard_v2,5,636,196,0.3081761006289308,B2,2,246886.56,8709.52
gcard_v2,5,769,257,0.3342002600780234,B2,3,150061.38,370.12
gcard_v2,5,356,121,0.3398876404494382,B2,4,27991.73,492.3
gcard_v2,5,915,345,0.3770491803278688,B2,5,72555.75,539.14
gcard_v2,5,1368,623,0.4554093567251462,B2,6,166029.59,20709.160000000003
gcard_v2,5,434,190,0.4377880184331797,B2,7,31181.6,12237.130000000001
gcard_v2,5,75,41,0.5466666666666666,E2,1,439903.06000000006,14099.630000000001
gcard_v2,5,262,148,0.5648854961832062,E2,2,830752.16,51577.55
gcard_v2,5,1457,811,0.5566231983527797,E2,3,1949726.9999999998,26892.320000000003
gcard_v2,5,968,557,0.5754132231404959,E2,4,879107.36,39263.869999999995
gcard_v2,5,324,185,0.5709876543209876,E2,5,224139.14,4807.82
gcard_v2,5,1736,929,0.5351382488479263,E2,6,594231.84,36670.26
gcard_v2,5,130,77,0.5923076923076923,E2,7,18145.280000000002,3100.68
gcard_v2,5,4165,2275,0.5462184873949579,E3,1,23580469.689999998,455210.16000000003
gcard_v2,5,14210,8371,0.5890921885995778,E3,2,49503580.019999996,1726262.2700000003
gcard_v2,5,17817,10732,0.6023460739742942,E3,3,30455431.08,1129318.6
gcard_v2,5,23147,14239,0.6151553117034605,E3,4,24395996.020000003,1008599.26
gcard_v2,5,3863,2367,0.6127362153766502,E3,5,2454556.1100000003,146198.02
gcard_v2,5,18665,11480,0.6150549156174658,E3,6,10103557.030000001,556844.28
gcard_v2,5,6178,3850,0.623179022337326,E3,7,1566936.3900000001,78152.39
gcard_v4,1,174,2,0.011494252873563218,B2,1,18483.920000000002,2792.56
gcard_v4,1,1316,29,0.022036474164133738,B2,2,7469.4400000000005,0.0
gcard_v4,1,4013,68,0.01694492898081236,B2,3,153506.07,41.160000000000004
gcard_v4,1,4981,48,0.009636619152780567,B2,4,37924.22,0.0
gcard_v4,1,11623,111,0.009550030112707563,B2,5,156667.13999999998,9340.08
gcard_v4,1,45172,281,0.006220667670238201,B2,6,318725.2700000001,10937.29
gcard_v4,1,30722,118,0.0038408957750146475,B2,7,69895.36000000002,0.0
gcard_v4,1,1,0,0.0,E2,6,0.0,0.0
gcard_v4,1,1,0,0.0,E3,2,0.0,0.0
gcard_v4,1,21,0,0.0,E3,3,0.0,0.0
gcard_v4,1,22,0,0.0,E3,4,0.0,0.0
gcard_v4,1,2,0,0.0,E3,5,0.0,0.0
gcard_v4,1,13,0,0.0,E3,6,0.0,0.0
gcard_v4,2,263,1,0.0038022813688212928,B2,1,0.0,0.0
gcard_v4,2,1210,23,0.019008264462809916,B2,2,80048.69,0.0
gcard_v4,2,3588,60,0.016722408026755852,B2,3,133151.15000000002,0.0
gcard_v4,2,3713,42,0.011311607864260706,B2,4,150310.55000000002,0.0
gcard_v4,2,12665,125,0.00986971969996052,B2,5,212824.26,12659.510000000002
gcard_v4,2,48587,357,0.007347644431638093,B2,6,492201.67000000004,24465.210000000003
gcard_v4,2,27869,116,0.004162330905306972,B2,7,101309.22,610.34
gcard_v4,2,2,0,0.0,E3,2,0.0,0.0
gcard_v4,2,4,0,0.0,E3,3,0.0,0.0
gcard_v4,2,27,0,0.0,E3,4,0.0,0.0
gcard_v4,2,6,0,0.0,E3,5,0.0,0.0
gcard_v4,2,33,1,0.030303030303030304,E3,6,0.0,0.0
gcard_v4,3,991,62,0.06256306760847628,B2,1,266451.38,0.0
gcard_v4,3,3996,189,0.0472972972972973,B2,2,310104.76,1203.14
gcard_v4,3,8151,322,0.03950435529382898,B2,3,523612.78,11644.759999999998
gcard_v4,3,6243,204,0.03267659778952427,B2,4,302299.95999999996,3365.6
gcard_v4,3,17525,563,0.032125534950071324,B2,5,761886.0900000001,21700.36
gcard_v4,3,43453,829,0.019078084367017238,B2,6,592886.5900000001,2450.76
gcard_v4,3,16778,182,0.010847538443199427,B2,7,120359.09999999999,0.0
gcard_v4,3,3,0,0.0,E2,3,0.0,0.0
gcard_v4,3,7,2,0.2857142857142857,E2,4,0.0,0.0
gcard_v4,3,3,0,0.0,E2,5,0.0,0.0
gcard_v4,3,6,0,0.0,E2,6,0.0,0.0
gcard_v4,3,1,0,0.0,E3,1,0.0,0.0
gcard_v4,3,29,5,0.1724137931034483,E3,2,979.0400000000001,0.0
gcard_v4,3,185,24,0.12972972972972974,E3,3,853.86,0.0
gcard_v4,3,303,19,0.0627062706270627,E3,4,4940.9800000000005,0.0
gcard_v4,3,43,7,0.16279069767441862,E3,5,0.0,0.0
gcard_v4,3,92,9,0.09782608695652174,E3,6,0.0,0.0
gcard_v4,3,3,0,0.0,E3,7,0.0,0.0
gcard_v4,4,3500,290,0.08285714285714285,B2,1,2182339.43,62364.65000000001
gcard_v4,4,6559,497,0.07577374599786553,B2,2,1724731.4500000002,89137.68000000001
gcard_v4,4,7000,515,0.07357142857142857,B2,3,1016014.2300000001,36865.9
gcard_v4,4,3984,255,0.06400602409638555,B2,4,263388.51,11691.44
gcard_v4,4,4441,502,0.11303760414321098,B2,5,300960.89,27768.010000000002
gcard_v4,4,5324,925,0.17374154770848985,B2,6,249548.62000000002,3390.86
gcard_v4,4,1512,279,0.18452380952380953,B2,7,73259.15000000001,12237.130000000001
gcard_v4,4,30,4,0.13333333333333333,E2,1,9237.449999999999,0.0
gcard_v4,4,150,24,0.16,E2,2,179346.66999999998,0.0
gcard_v4,4,1941,342,0.17619783616692428,E2,3,543050.46,10018.07
gcard_v4,4,2315,419,0.18099352051835854,E2,4,369059.18000000005,1915.1
gcard_v4,4,908,155,0.17070484581497797,E2,5,105222.12000000002,5510.63
gcard_v4,4,4607,833,0.18081180811808117,E2,6,345466.57,2962.38
gcard_v4,4,260,63,0.2423076923076923,E2,7,7753.070000000001,266.66
gcard_v4,4,1795,318,0.17715877437325905,E3,1,2069981.4300000002,14482.47
gcard_v4,4,9440,1571,0.16641949152542374,E3,2,6644471.869999999,70588.37999999999
gcard_v4,4,15291,2538,0.16597998822836962,E3,3,5141431.16,158236.7
gcard_v4,4,16879,2978,0.17643225309556254,E3,4,3910361.1500000004,99975.28
gcard_v4,4,2319,461,0.19879258300991806,E3,5,496226.69,13614.259999999998
gcard_v4,4,8192,1642,0.200439453125,E3,6,1061760.29,51198.91
gcard_v4,4,1500,312,0.208,E3,7,108113.61,2136.36
gcard_v4,5,282,79,0.2801418439716312,B2,1,353599.4,0.0
gcard_v4,5,296,106,0.3581081081081081,B2,2,123700.43000000002,10695.41
gcard_v4,5,270,104,0.3851851851851852,B2,3,30845.57,0.0
gcard_v4,5,125,54,0.432,B2,4,8406.68,492.3
gcard_v4,5,230,105,0.45652173913043476,B2,5,21435.16,0.0
gcard_v4,5,466,285,0.6115879828326181,B2,6,69373.49,25809.38
gcard_v4,5,174,109,0.6264367816091954,B2,7,13442.02,0.0
gcard_v4,5,140,55,0.39285714285714285,E2,1,485160.22000000003,14099.630000000001
gcard_v4,5,458,192,0.4192139737991266,E2,2,1060189.5,53747.530000000006
gcard_v4,5,2373,1057,0.44542772861356933,E2,3,2498902.2,33461.58
gcard_v4,5,1640,771,0.47012195121951217,E2,4,1049832.8900000001,42549.64
gcard_v4,5,535,244,0.45607476635514016,E2,5,229148.32,5151.4
gcard_v4,5,2630,1182,0.4494296577946768,E2,6,693968.77,48080.67999999999
gcard_v4,5,174,88,0.5057471264367817,E2,7,20225.36,3100.68
gcard_v4,5,4294,2310,0.5379599441080578,E3,1,24325765.83,463069.97000000003
gcard_v4,5,13938,8351,0.5991533936002296,E3,2,50457788.24,1727022.64
gcard_v4,5,17246,10584,0.6137075263829294,E3,3,31015983.96,1150939.56
gcard_v4,5,22917,14245,0.6215909586769647,E3,4,24934759.84,1032443.98
gcard_v4,5,3880,2389,0.6157216494845361,E3,5,2559780.87,151617.19
gcard_v4,5,19280,11736,0.608713692946058,E3,6,10523705.380000003,591837.15
gcard_v4,5,6599,3991,0.60478860433399,E3,7,1640087.27,76502.0
gcard_v5,1,19,0,0.0,B2,1,0.0,0.0
gcard_v5,1,290,0,0.0,B2,2,0.0,0.0
gcard_v5,1,1361,4,0.0029390154298310064,B2,3,8264.970000000001,0.0
gcard_v5,1,2416,5,0.0020695364238410598,B2,4,2789.27,0.0
gcard_v5,1,6526,8,0.001225865767698437,B2,5,3096.28,1267.63
gcard_v5,1,49591,84,0.001693855739952814,B2,6,92649.62,0.0
gcard_v5,1,37875,36,0.0009504950495049505,B2,7,36023.98,0.0
gcard_v5,1,4,0,0.0,E3,3,0.0,0.0
gcard_v5,1,14,0,0.0,E3,4,0.0,0.0
gcard_v5,1,4,0,0.0,E3,5,0.0,0.0
gcard_v5,1,9,0,0.0,E3,6,0.0,0.0
gcard_v5,2,359,3,0.008356545961002786,B2,1,4184.54,0.0
gcard_v5,2,1813,14,0.007722007722007722,B2,2,94687.57,0.0
gcard_v5,2,5319,50,0.009400263207369806,B2,3,212848.37,1440.92
gcard_v5,2,5188,34,0.0065535851966075555,B2,4,175463.46000000002,0.0
gcard_v5,2,16318,100,0.006128201985537443,B2,5,293020.11,13561.64
gcard_v5,2,47010,203,0.004318230163794937,B2,6,374246.73,33316.62
gcard_v5,2,21327,54,0.002532001688001125,B2,7,53620.05,0.0
gcard_v5,2,43,3,0.06976744186046512,E3,2,40078.92,0.0
gcard_v5,2,196,13,0.0663265306122449,E3,3,69396.52,0.0
gcard_v5,2,165,3,0.01818181818181818,E3,4,1298.46,0.0
gcard_v5,2,6,0,0.0,E3,5,0.0,0.0
gcard_v5,2,43,3,0.06976744186046512,E3,6,0.0,0.0
gcard_v5,2,1,0,0.0,E3,7,0.0,0.0
gcard_v5,3,1963,66,0.033622007131940905,B2,1,664717.8799999999,0.0
gcard_v5,3,6219,191,0.03071233317253578,B2,2,989071.23,73498.87
gcard_v5,3,10412,264,0.025355359200922013,B2,3,701836.8200000001,8327.84
gcard_v5,3,8030,155,0.019302615193026153,B2,4,267620.47,15057.04
gcard_v5,3,16362,339,0.02071873854052072,B2,5,436404.91000000003,25298.900000000005
gcard_v5,3,31196,537,0.0172137453519682,B2,6,528991.74,3279.6099999999997
gcard_v5,3,12191,150,0.012304158805676318,B2,7,94908.2,610.34
gcard_v5,3,11,0,0.0,E2,1,0.0,0.0
gcard_v5,3,32,3,0.09375,E2,2,8688.18,0.0
gcard_v5,3,195,30,0.15384615384615385,E2,3,129934.89000000001,57.260000000000005
gcard_v5,3,146,20,0.136986301369863,E2,4,39324.95999999999,0.0
gcard_v5,3,60,8,0.13333333333333333,E2,5,0.0,0.0
gcard_v5,3,162,20,0.12345679012345678,E2,6,18252.989999999998,0.0
gcard_v5,3,1,0,0.0,E2,7,0.0,0.0
gcard_v5,3,265,35,0.1320754716981132,E3,1,376017.28,0.0
gcard_v5,3,1808,176,0.09734513274336283,E3,2,938092.52,8146.47
gcard_v5,3,3885,313,0.08056628056628057,E3,3,864187.62,9924.91
gcard_v5,3,3761,300,0.07976601967561818,E3,4,631450.9199999999,21692.29
gcard_v5,3,340,32,0.09411764705882353,E3,5,77609.76,0.0
gcard_v5,3,837,65,0.07765830346475508,E3,6,145450.78,0.0
gcard_v5,3,73,2,0.0273972602739726,E3,7,10089.04,3362.9900000000002
gcard_v5,4,2459,240,0.09760065067100447,B2,1,1775632.31,63157.21000000001
gcard_v5,4,4429,437,0.09866787085120794,B2,2,897298.19,21989.690000000002
gcard_v5,4,5157,482,0.09346519294163273,B2,3,802106.8400000001,38783.060000000005
gcard_v5,4,3032,270,0.08905013192612138,B2,4,268304.12,0.0
gcard_v5,4,6354,591,0.09301227573182247,B2,5,639996.05,30800.65
gcard_v5,4,13314,1056,0.07931500675980171,B2,6,522953.88,4055.18
gcard_v5,4,5020,296,0.05896414342629482,B2,7,134065.04,0.0
gcard_v5,4,74,11,0.14864864864864866,E2,1,122147.09999999999,0.0
gcard_v5,4,307,66,0.21498371335504887,E2,2,381488.29,0.0
gcard_v5,4,2499,566,0.2264905962384954,E2,3,1234950.96,20741.740000000005
gcard_v5,4,2607,569,0.21825853471423093,E2,4,563788.75,7601.08
gcard_v5,4,934,179,0.19164882226980728,E2,5,154837.43,7190.880000000001
gcard_v5,4,4875,965,0.19794871794871796,E2,6,462857.62000000005,6892.3099999999995
gcard_v5,4,268,65,0.24253731343283583,E2,7,11409.63,0.0
gcard_v5,4,1899,429,0.2259083728278041,E3,1,3373187.99,16273.35
gcard_v5,4,7750,1599,0.2063225806451613,E3,2,8465919.99,157493.3
gcard_v5,4,11363,2316,0.20381941388717767,E3,3,5545448.52,148549.43
gcard_v5,4,13570,2985,0.21997052321296978,E3,4,4438042.51,100158.05000000002
gcard_v5,4,2021,476,0.23552696684809502,E3,5,562132.38,13470.31
gcard_v5,4,8198,1948,0.23761893144669433,E3,6,1635559.23,72922.62000000001
gcard_v5,4,1818,407,0.22387238723872388,E3,7,251584.48000000004,338.05
gcard_v5,5,411,125,0.30413625304136255,B2,1,376339.4,2000.0
gcard_v5,5,628,202,0.321656050955414,B2,2,264997.77999999997,5547.67
gcard_v5,5,775,269,0.3470967741935484,B2,3,132072.8,0.0
gcard_v5,5,384,139,0.3619791666666667,B2,4,48152.600000000006,492.3
gcard_v5,5,924,368,0.39826839826839827,B2,5,81256.19,539.14
gcard_v5,5,1891,797,0.42147012162876785,B2,6,203893.66999999998,26402.09
gcard_v5,5,642,268,0.4174454828660436,B2,7,59647.58,12237.130000000001
gcard_v5,5,85,48,0.5647058823529412,E2,1,372250.57,14099.630000000001
gcard_v5,5,269,147,0.5464684014869888,E2,2,849359.7000000001,53747.530000000006
gcard_v5,5,1623,803,0.49476278496611215,E2,3,1677066.81,22680.65
gcard_v5,5,1209,603,0.4987593052109181,E2,4,815778.3600000001,36863.66
gcard_v5,5,452,212,0.4690265486725664,E2,5,179533.01,3471.1499999999996
gcard_v5,5,2207,1030,0.46669687358405076,E2,6,558324.73,44150.75
gcard_v5,5,165,86,0.5212121212121212,E2,7,16568.800000000003,3367.34
gcard_v5,5,3926,2164,0.5511971472236373,E3,1,22646541.990000002,461279.0900000001
gcard_v5,5,13809,8149,0.5901223839524947,E3,2,47659147.72,1631971.25
gcard_v5,5,17299,10504,0.6072027284814151,E3,3,29679236.320000004,1150701.92
gcard_v5,5,22638,13954,0.616397208233943,E3,4,23779270.080000002,1010568.92
gcard_v5,5,3879,2349,0.605568445475638,E3,5,2416265.42,151761.13999999998
gcard_v5,5,18523,11372,0.6139394266587486,E3,6,9804455.66,570113.4400000001
gcard_v5,5,6210,3894,0.6270531400966184,E3,7,1486527.3599999999,74937.32
gcard_v6,1,135,0,0.0,B2,1,0.0,0.0
gcard_v6,1,235,0,0.0,B2,2,0.0,0.0
gcard_v6,1,1442,5,0.0034674063800277394,B2,3,34233.67,0.0
gcard_v6,1,2472,2,0.0008090614886731392,B2,4,0.0,0.0
gcard_v6,1,6585,5,0.0007593014426727411,B2,5,3858.38,0.0
gcard_v6,1,46740,66,0.0014120667522464698,B2,6,179286.03,0.0
gcard_v6,1,40319,34,0.0008432748828095935,B2,7,76270.24,0.0
gcard_v6,1,1,0,0.0,E3,2,0.0,0.0
gcard_v6,1,1,0,0.0,E3,3,0.0,0.0
gcard_v6,1,10,0,0.0,E3,4,0.0,0.0
gcard_v6,1,2,0,0.0,E3,5,0.0,0.0
gcard_v6,1,7,0,0.0,E3,6,0.0,0.0
gcard_v6,2,185,0,0.0,B2,1,0.0,0.0
gcard_v6,2,1490,5,0.003355704697986577,B2,2,24804.29,0.0
gcard_v6,2,4824,31,0.00642620232172471,B2,3,95391.61,1482.0800000000002
gcard_v6,2,5352,26,0.004857997010463378,B2,4,61821.15,0.0
gcard_v6,2,15883,96,0.00604419819933262,B2,5,249407.11000000002,14829.27
gcard_v6,2,50643,224,0.0044231186936003,B2,6,331060.42000000004,33869.5
gcard_v6,2,19513,65,0.0033311125916055963,B2,7,34676.95,0.0
gcard_v6,2,2,0,0.0,E2,4,0.0,0.0
gcard_v6,2,6,0,0.0,E3,3,0.0,0.0
gcard_v6,2,20,0,0.0,E3,4,0.0,0.0
gcard_v6,2,3,0,0.0,E3,5,0.0,0.0
gcard_v6,2,27,2,0.07407407407407407,E3,6,0.0,0.0
gcard_v6,3,1781,39,0.021897810218978103,B2,1,364782.79000000004,0.0
gcard_v6,3,6529,161,0.024659212743145965,B2,2,565679.3200000001,8531.23
