intent_level,zc_level,n_samples,head_risk_count,head_risk_rate
低意愿,1,6,0,0.0
低意愿,2,108,0,0.0
低意愿,3,652,0,0.0
低意愿,4,1823,0,0.0
低意愿,5,4328,0,0.0
低意愿,6,48510,0,0.0
低意愿,7,53642,0,0.0
中意愿,1,293,0,0.0
中意愿,2,1394,0,0.0
中意愿,3,4806,1,0.000208
中意愿,4,5660,0,0.0
中意愿,5,17132,3,0.000175
中意愿,6,61006,2,3.3e-05
中意愿,7,18777,1,5.3e-05
高意愿,1,4912,5,0.001018
高意愿,2,11877,12,0.00101
高意愿,3,17566,14,0.000797
高意愿,4,11567,4,0.000346
高意愿,5,25024,14,0.000559
高意愿,6,33486,16,0.000478
高意愿,7,4636,1,0.000216
