intent_level,1,2,3,4,5,6,7
中意愿,0.03465,0.036123,0.03386,0.031505,0.020931,0.020851,0.026537
低意愿,0.0,0.002591,0.003226,0.00135,0.001889,0.002694,0.002938
高意愿,0.40761,0.435405,0.423962,0.45314,0.407334,0.450189,0.500881
