feature,gain,split
his_1080_day_prc_amt_3_000_flg_apl_ord_cnt,1388.5291576385498,88
lag_his_rep_amt_sum_per_mth_btch_rat_max,1388.42036819458,103
m6_payment_not_eng_inteday_max,1383.1893992424011,114
stg_pln_avg_prc_amt_6m_12m_ftr_rto_all,1379.577305316925,95
d1080_trade_fail_stgnum_avg_mon_divide_his_trade_success_stgnum_avg_mon,1378.8122491836548,105
af_3m_inter_1m_sum_down,1375.1434507369995,89
m3_stg_pln_manual_deduct_rep_apl_cnt_avg,1372.24933719635,69
ord_apl_suc_cnt_360_day_07_12,1370.2989625930786,47
stg_pln_sum_prc_amt_3d_ftr_cash,1363.6800627708435,102
stg_pln_pay_off_sum_prc_amt_7d_1m_rto,1363.471589565277,98
mdt_lst_60d_180d_stg_cnt_ever_overdue_rte_rte,1363.1347794532776,96
d7_d30_apl_ord_prc_amt_avg_rat,1362.5931158065796,59
12m_repay_ftr_amt_first_der_min,1355.8493313789368,98
stg_pln_avg_prc_amt_his_ftr_light,1349.4862308502197,89
d1080_max_adv_repay_amt_divide_d1080_max_faqi_prc_amt,1347.8988885879517,104
stg_pln_sum_prc_amt_6m_12m_rto_ftr,1343.7400341033936,100
m6_stg_pln_pmt_not_eng_cnt_max,1338.0105056762695,80
m6_manual_tim_6_12_rep_apl_cnt_rat,1337.7000975608826,107
18stg_pln_repay_amt_first_der_stddev,1331.5474033355713,99
max_avl_lmt_lft_rep_prc_3m_cash_bjq_12m,1330.5002126693726,69
d180_adv_repay_fee_sum,1327.3682770729065,87
ddf_6m_rep_dte_5_crt_dt_rep_prc_amt_rto,1321.0548820495605,93
d360_trade_fail_amt_sum_mon_divide_his_trade_success_amt_sum_mon,1319.7186784744263,93
avg_avl_lmt_lft_rep_prc_all_cash_bjq_12m,1317.0322542190552,80
ddf_12m_rep_dte_7_crt_dt_rep_prc_amt_rto,1311.6967158317566,89
d90_suc_ord_prc_amt_per_stg_avg_all,1301.597599029541,89
stg_pln_sum_rep_prc_his_d0_afn_pk,1298.9515476226807,94
ord_apl_suc_cnt_90_day_13_18,1291.4097228050232,64
6ord_apply_amt_first_der_mean_rto,1289.1132860183716,103
ddf_bjq_12m_rep_dte_neg_7_crt_dt_rep_prc_amt_rto,1288.877118587494,77
d720_max_adv_repay_amt_divide_d720_max_faqi_prc_amt,1278.9002051353455,98
d15_apl_ord_prc_amt_max,1276.7349519729614,81
18m_repay_ftr_amt_first_der_mean_rto,1275.082197189331,91
his_ovd_1d3d_repay_amt_sum_divide_adv_3dminus_repay_amt_sum,1248.5954999923706,84
his_1d_app_str_ctn_v2,1247.9635200500488,73
stg_pln_sum_rep_prc_3m_his_d0_mrn_zd_rto_v2,1247.9538526535034,83
