feature,gain,split
d180_apl_ord_days_cnt,319056.43053007126,86
first_day_diff_event_result_1_all,218652.9921798706,147
d360_apl_ord_ddf_mdl_ord_crt_dte_min,181451.71038627625,145
his_360_day_csh_apl_ord_cnt_his_rto,71899.40701580048,70
d180_apl_ord_days_cnt_all,27232.778509140015,23
dau_90d,14037.053656101227,146
d30_apl_ord_days_cnt,8638.87701511383,75
6m_used_lmt_second_der_min,7479.178434371948,33
ord_apl_avg_prc_amt_720_day_per_mth,6976.521923780441,66
ddf_lst_app_str_tim_to_mdl_tim_sec,6803.337440490723,230
cnt_avg_ord_span_30d,5587.6224093437195,31
first_day_diff_event_result_0_event_type_loan_all,5468.000290632248,114
clk_cnt_14d,5041.206069469452,90
pmt_crd_amt_3m,4593.1662068367,32
pst_ord_apl_suc_max_prc_amt_180_day,3764.5891942977905,20
d180_apl_ord_cnt_all,3753.272216320038,17
d180_suc_ord_days_cnt_all,3617.7513065338135,8
rsk_avl_lmt_ch_les_10000_cnt_12m,3599.939162015915,56
d180_apl_ord_ddf_mdl_ord_crt_dte_max,3334.1714878082275,94
rsi_abf_1y_inter_1m,3302.5924439430237,47
his_30d_app_str_ctn_v2,3051.7744636535645,92
d30_d60_apl_ord_cnt_rat,3009.2855954170227,7
payment_day_6m,2984.138489961624,26
pmt_crd_amt_1m,2907.804126739502,40
rsk_lmt_rate_ch_1m_grt_0p2_rate_6m,2835.4732241630554,25
avg_avl_lmt_lft_rep_prc_3m_cash_1m,2826.2185578346252,59
d360_max_faqi_prc_amt_divide_rsk_avl_lmt_cash,2496.966272830963,129
d180_ontimrepay_thismon_sum_larger_than_rsk_avl_lmt_cash_count_sum,2345.00204372406,94
sum_avb_lmt_2m_v2,2325.6917641162872,115
min_rsk_lmt_rate_12m_bt_ch,2278.0212621688843,62
stg_pln_max_prc_amt_12m_ftr,2192.751004099846,18
d90_unpaid_principal_tot_amt_t_day_divide_rsk_avl_lmt_cash_his_t_day_max,1734.116436958313,36
ord_apl_fal_cnt_his,1569.8671660423279,86
stg_pln_sum_prc_amt_12m_ftr_his_rep_rto_cash,1448.9372363090515,38
min_rsk_lmt_rate_3m_bt_ch,1409.6390266418457,37
d60_apl_ord_ddf_mdl_ord_crt_dte_max,1267.4395403862,43
d7_d360_suc_ord_prc_amt_avg_rat_all,1222.903239250183,61
rsk_lmt_rate_ch_1m_grt_0p8_rate_3m,1199.3434762954712,29
stg_pln_sum_prc_amt_6m_12m_rto_ftr,1190.5824617147446,42
d60_apl_ord_prc_amt_sum,1180.6298670768738,16
d90_aplord_suc_month_cnt,1168.165210723877,14
d90_apl_ord_prc_amt_per_stg_sum,1159.2337017059326,33
his_due_repay_amt_sum_divide_his_faqi_trade_amt_sum,1127.2480416297913,62
d180_max_due_prc_amt_divide_d180_max_faqi_prc_amt,1124.8570430278778,34
m1_stg_pln_d0_rep_apl_suc_cnt,1119.0427823066711,9
d90_bsy_typ_bt_cash_suc_ord_cnt_all,1101.9004964828491,38
first_amt_event_type_credit_all,1094.6242377758026,77
min_ddf_suc_lag_crt_tim_mnt,1056.429047703743,78
ddf_ato_fst_ord_crt_dte,1051.8508746623993,80
d90_max_due_prc_amt_divide_d90_max_faqi_prc_amt,1042.9071040153503,27
max_amt_other_info_manual_repay,1029.4634745121002,68
rsk_lmt_rate_ch_1m_grt_0p9_rate_12m,1000.7831313610077,43
rsk_avl_lmt_ch_1m_les_500_cnt_3m,980.8371667861938,24
d60_apl_ord_prc_amt_avg,968.2766542434692,37
af_6m_trend,955.9516108036041,40
stg_pln_cnt_1m_ftr_his_rep_rto_all,953.8253240585327,39
ftr_pending_repay_gurantee_fee_sum_divide_ftr_principal_sum,940.7446460723877,55
ddf_fst_adt_fst_ord_crt_dte_mnt,920.9735574573278,89
ord_apl_min_prc_amt_his,912.6252467632294,51
d180_unpaid_principal_tot_amt_t_day_divide_rsk_avl_lmt_cash_his_t_day_max,898.6036906242371,35
m1_stg_pln_d0_rep_apl_cnt,886.2148532867432,13
stg_pln_cnt_3m_ftr_his_rep_rto_cash,858.5863316059113,22
d30_d360_apl_ord_prc_amt_avg_rat_all,847.2592730522156,17
max_avl_lmt_lft_rep_prc_1m_cash_3m,830.4960219860077,44
af_q2_q1_trend,786.9164838790894,39
rsk_avl_lmt_ch_les_500_cnt_12m,780.4565334320068,23
per_event_type_limit_all,779.9487462043762,62
d1080_unpaid_principal_tot_amt_t_day_divide_rsk_adt_lmt_cash_his_t_day_max,774.1147794723511,69
d180_due_repay_amt_sum_divide_d180_faqi_trade_amt_sum,771.8639490604401,38
percent_true_followup_code_other_call_mode_manual_30d,768.3813419342041,35
d1080_max_faqi_prc_amt_divide_rsk_adt_lmt_cash,761.3004839420319,57
stg_pln_sum_rep_prc_his_d0_mrn_zd_rto_v2,759.5347658395767,59
rsk_avl_lmt_ch_les_1000_cnt_3m,749.0414295196533,18
12m_used_lmt_second_der_sum,748.9572370052338,62
ddf_mdl_max_con_dau_dt_90d,739.6581993103027,58
redu_amt_event_type_repay_loan,730.5931997299194,58
d15_suc_ord_prc_amt_avg_all,722.0317363739014,39
d360_apl_ord_ddf_mdl_ord_crt_dte_max,703.5600700378418,39
d180_d360_apl_ord_cnt_rat,701.3071398735046,41
m6_stg_pln_manual_deduct_rep_apl_cnt_sum,691.3448128700256,23
max_ddf_mdl_rep_dte_ftr,690.6925892829895,53
min_amt_event_type_credit_event_result_1,682.3104596138,56
3m_used_lmt_first_der_median,668.6505928039551,41
min_ddf_lag_crt_tim_mnt,664.4018151760101,69
d365_aplord_suc_month_cnt,657.2666230201721,8
d180_max_faqi_prc_amt_divide_rsk_adt_lmt_cash,654.8303465843201,33
12m_used_lmt_second_der_max,650.5308690071106,56
stg_pln_sum_rep_prc_12m_his_d0_mrn_zd_rto,639.3062720298767,55
18ord_apply_amt_first_der_min,637.2603816986084,50
ddf_24m_rep_dte_neg_7_crt_dt_ord_cnt,628.850034236908,19
rsk_lmt_rate_ch_1m_grt_0p2_rate_36m,621.3392798900604,42
his_max_faqi_prc_amt_divide_max_due_pay_amt_sum_mon,611.9119303226471,45
avg_day_diff_shift1_event_type_repay_all,607.1283388137817,55
fst_fal_ord_prc_amt,601.9567883014679,57
af_1y_inter_3m_sum_up,595.4852318763733,22
stg_pln_sum_rep_prc_12m_his_d0_mrn_pk_rto,592.0133419036865,53
n_unique_other_info_event_type_credit,589.2385416030884,22
3m_used_lmt_first_der_small_0_sum,587.9985902309418,38
rsk_lmt_rate_ch_1m_grt_0p5_rate_6m,586.3785972595215,24
rsk_lmt_rate_ch_1m_grt_0p5_cnt_3m,581.9118671417236,13
18m_used_lmt_second_der_min,570.1518123149872,50
min_ddf_rep_tim_dte_adv,569.2291970252991,34
stg_pln_avg_prc_amt_3m_6m_ftr_rto_all,563.0678389072418,47
rsk_avl_lmt_ch_1m_les_500_rate_3m,557.2131199836731,34
d1095_aplord_fal_month_cnt,554.4586486816406,39
his_720_day_csh_apl_ord_cnt_his_rto,548.3464732170105,22
6ord_apply_amt_second_der_mean_rto,547.8523261547089,50
3m_repay_amt_first_der_max,547.2705264091492,27
m6_stg_pln_rep_apl_cnt_his_ovd_avg,542.8977799415588,34
m3_manual_rep_apl_suc_stg_pln_cnt_avg,535.092798948288,41
12m_used_lmt_second_der_mean_diff,531.3248763084412,49
12m_used_lmt_second_der_small_0_sum,530.3791689872742,47
6m_used_lmt_first_der_median,529.5829502344131,46
div_amt_event_type_repay_loan,527.1123973727226,54
last_day_diff_event_result_0_event_type_loan_all,525.5743716955185,50
avg_avl_lmt_lft_rep_prc_all_cash_24m,523.2429783344269,39
ord_apl_fal_cnt_360_day,519.5203657150269,12
d720_max_faqi_prc_amt_divide_rsk_adt_lmt_cash,516.9091675281525,44
d720_due_repay_amt_sum_divide_d720_faqi_trade_amt_sum,515.653014421463,34
min_rsk_avl_lmt_12m_bt_ch,514.1204085350037,24
18m_used_lmt_second_der_sum,513.4115309715271,45
12stg_pln_repay_amt_first_der_mean_rto,512.0606527328491,52
6m_repay_amt_second_der_mean_diff,512.03253865242,47
18m_used_lmt_first_der_sum,511.93596839904785,45
credit_unique_fund_cnt_3m,510.01286792755127,14
stg_pln_sum_prc_amt_2m_ftr_his_rep_rto_all,507.2882285118103,39
stg_pln_sum_rep_prc_his_fst_ord,506.4848724603653,43
rsk_lmt_rate_ch_1m_grt_0p95_rate_36m,506.0799984931946,42
max_ddf_lag_crt_dte,505.007621049881,49
3stg_pln_repay_amt_second_der_mean_rto,501.95446014404297,54
lst_app_str_hr,499.6039390563965,41
6m_used_lmt_second_der_sum,497.7110929489136,46
d720_max_ovd_repay_amt_divide_d720_max_fail_prc_amt,493.77595043182373,46
his_max_faqi_prc_amt_divide_max_ontim_amt_sum_mon,493.7511682212353,39
d720_faqi_trade_amt_larger_than_due_repay_amt_by_mon_count_sum,492.5167090892792,25
d180_apl_ord_prc_amt_avg,481.91185092926025,28
credit_unique_fund_cnt_1m,481.36501264572144,26
d90_max_due_prc_amt_divide_rsk_adt_lmt_cash,478.14932203292847,36
d1080_due_repay_amt_avg_divide_d1080_faqi_trade_amt_avg,474.9817895889282,47
d30_apl_ord_ddf_mdl_ord_crt_dte_max,474.12819814682007,41
d60_apl_ord_prc_amt_max,471.91603779792786,27
avg_avl_lmt_lft_rep_prc_all_cash_36m,470.253178358078,36
3ord_apply_amt_second_der_mean_diff,463.1265814304352,42
pst_ord_apl_suc_sum_stg_num_360_day_bjq_12m,462.37114322185516,19
af_1m_trend,460.6891191005707,45
3m_repay_ftr_amt_first_der_mean_diff,460.0625114440918,45
m1_manual_rep_apl_suc_amt_sum,455.40674126148224,24
his_trade_fail_amt_sum_mon_divide_his_trade_success_amt_sum_mon,452.58725214004517,40
18m_repay_amt_first_der_mean_diff,451.32064962387085,44
6m_repay_amt_first_der_max,450.3874440193176,12
his_360_day_prc_amt_3_000_flg_suc_ord_cnt_bjq_12m,444.4247007369995,7
m6_stg_pln_rep_apl_cnt_equal_1_manual_rep_apl_amt_sum,444.13079833984375,23
min_avl_lmt_lft_rep_prc_2m_cash_3m,440.73124408721924,32
6m_used_lmt_first_der_mean_rto,438.4268122911453,44
succloan_stage_num_mean_all,437.6285605430603,40
36stg_pln_repay_amt_second_der_mean_diff,436.20029044151306,46
6stg_pln_repay_amt_first_der_mean_rto,433.89004039764404,43
m3_manual_rep_apl_suc_amt_avg,428.6437165737152,35
15d_range_sum_prc_amt_1m,427.48050022125244,23
