model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v5,1,18840,4,0.00021231422505307856
1,gcard_v5,2,10983,6,0.0005462988254575252
1,gcard_v5,3,7792,5,0.0006416837782340862
1,gcard_v5,4,5317,6,0.0011284558961820576
1,gcard_v5,5,3517,14,0.00398066533977822
1,gcard_v5,6,1651,10,0.0060569351907934586
1,gcard_v5,7,833,12,0.014405762304921969
1,gcard_v5,8,42,1,0.023809523809523808
2,gcard_v5,1,14464,10,0.0006913716814159292
2,gcard_v5,2,12179,13,0.0010674111174973314
2,gcard_v5,3,8112,15,0.0018491124260355029
2,gcard_v5,4,6666,13,0.0019501950195019502
2,gcard_v5,5,4218,19,0.0045045045045045045
2,gcard_v5,6,2029,21,0.010349926071956629
2,gcard_v5,7,1204,21,0.01744186046511628
2,gcard_v5,8,102,2,0.0196078431372549
3,gcard_v5,1,9814,8,0.0008151620134501732
3,gcard_v5,2,12068,18,0.0014915478952601923
3,gcard_v5,3,9452,27,0.0028565382987727466
3,gcard_v5,4,7966,22,0.0027617373838814963
3,gcard_v5,5,5446,32,0.0058758721997796545
3,gcard_v5,6,2552,30,0.011755485893416929
3,gcard_v5,7,1508,28,0.01856763925729443
3,gcard_v5,8,169,2,0.011834319526627219
4,gcard_v5,1,4026,6,0.0014903129657228018
4,gcard_v5,2,8467,24,0.0028345340734616748
4,gcard_v5,3,11658,30,0.0025733401955738548
4,gcard_v5,4,10497,53,0.005049061636658093
4,gcard_v5,5,8259,64,0.007749122169754208
4,gcard_v5,6,3639,57,0.015663643858202802
4,gcard_v5,7,2107,63,0.029900332225913623
4,gcard_v5,8,320,9,0.028125
5,gcard_v5,1,2133,13,0.006094702297233943
5,gcard_v5,2,4416,22,0.004981884057971014
5,gcard_v5,3,9115,47,0.005156335710367526
5,gcard_v5,4,11073,66,0.005960444324031428
5,gcard_v5,5,11598,119,0.010260389722365926
5,gcard_v5,6,6529,111,0.017001072139684485
5,gcard_v5,7,3364,99,0.029429250891795482
5,gcard_v5,8,747,19,0.025435073627844713
6,gcard_v5,1,187,1,0.0053475935828877
6,gcard_v5,2,527,10,0.018975332068311195
6,gcard_v5,3,2622,28,0.010678871090770405
6,gcard_v5,4,7286,152,0.02086192698325556
6,gcard_v5,5,12609,272,0.021571893092235703
6,gcard_v5,6,16099,425,0.026399155227032733
6,gcard_v5,7,7341,281,0.03827816373791037
6,gcard_v5,8,2245,141,0.06280623608017817
6,gcard_v5,9,57,2,0.03508771929824561
6,gcard_v5,10,1,0,0.0
7,gcard_v5,1,1,0,0.0
7,gcard_v5,2,4,2,0.5
7,gcard_v5,3,63,8,0.12698412698412698
7,gcard_v5,4,169,8,0.047337278106508875
7,gcard_v5,5,3261,183,0.05611775528978841
7,gcard_v5,6,14220,959,0.06744022503516174
7,gcard_v5,7,19263,1572,0.08160722628874008
7,gcard_v5,8,10537,1188,0.1127455632532979
7,gcard_v5,9,1418,169,0.11918194640338504
7,gcard_v5,10,38,1,0.02631578947368421
8,gcard_v5,5,67,14,0.208955223880597
8,gcard_v5,6,2198,353,0.16060054595086443
8,gcard_v5,7,11620,2044,0.17590361445783131
8,gcard_v5,8,22819,4728,0.20719575792103073
8,gcard_v5,9,11563,2845,0.2460434143388394
8,gcard_v5,10,707,173,0.2446958981612447
9,gcard_v5,6,57,23,0.40350877192982454
9,gcard_v5,7,1667,613,0.3677264547090582
9,gcard_v5,8,10651,4180,0.3924514130128626
9,gcard_v5,9,26015,11418,0.43890063424947146
9,gcard_v5,10,10584,5248,0.4958427815570673
10,gcard_v5,7,67,43,0.6417910447761194
10,gcard_v5,8,1342,907,0.6758569299552906
10,gcard_v5,9,9921,7196,0.725330107852031
10,gcard_v5,10,37645,30431,0.8083676451055917
