intent_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
低意愿,163248,529416.6800000002,6421.030000000001,0.012128499615841342,3,1.8e-05
中意愿,163247,9247510.83,241432.99000000002,0.026107889402709684,66,0.000404
高意愿,163248,173957789.39000002,5958338.34,0.03425163288688305,2083,0.01276
