intent_level,zc_level,n_samples,head_risk_count,head_risk_rate
低意愿,1,11,0,0.0
低意愿,2,81,0,0.0
低意愿,3,621,0,0.0
低意愿,4,1727,0,0.0
低意愿,5,4126,0,0.0
低意愿,6,48682,0,0.0
低意愿,7,53821,0,0.0
中意愿,1,264,0,0.0
中意愿,2,1413,0,0.0
中意愿,3,4889,1,0.000205
中意愿,4,6017,0,0.0
中意愿,5,17514,4,0.000228
中意愿,6,60535,2,3.3e-05
中意愿,7,18435,1,5.4e-05
高意愿,1,4936,5,0.001013
高意愿,2,11885,12,0.00101
高意愿,3,17514,14,0.000799
高意愿,4,11306,4,0.000354
高意愿,5,24844,13,0.000523
高意愿,6,33785,16,0.000474
高意愿,7,4799,1,0.000208
