model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,16778,11,0.0006556204553582072
1,gcard_v4,2,6575,13,0.0019771863117870724
1,gcard_v4,3,11543,7,0.0006064281382656155
1,gcard_v4,4,4684,2,0.0004269854824935952
1,gcard_v4,5,8112,7,0.0008629191321499013
1,gcard_v4,6,1282,1,0.00078003120124805
2,gcard_v4,1,14368,38,0.0026447661469933183
2,gcard_v4,2,5189,15,0.0028907303912121796
2,gcard_v4,3,8804,16,0.001817355747387551
2,gcard_v4,4,7743,13,0.0016789358129923801
2,gcard_v4,5,9267,13,0.0014028272364303442
2,gcard_v4,6,3601,11,0.0030547070258261596
2,gcard_v4,7,1,0,0.0
3,gcard_v4,1,12463,40,0.0032095001203562546
3,gcard_v4,2,4760,16,0.0033613445378151263
3,gcard_v4,3,9261,23,0.0024835330957779936
3,gcard_v4,4,9456,26,0.0027495769881556685
3,gcard_v4,5,8127,37,0.004552725482958041
3,gcard_v4,6,4844,13,0.0026837324525185798
3,gcard_v4,7,62,0,0.0
4,gcard_v4,1,10701,51,0.004765909728062798
4,gcard_v4,2,4127,22,0.005330748727889508
4,gcard_v4,3,9079,53,0.005837647317986562
4,gcard_v4,4,10204,60,0.005880047040376323
4,gcard_v4,5,7887,39,0.00494484594903005
4,gcard_v4,6,5645,41,0.007263064658990257
4,gcard_v4,7,1331,6,0.004507888805409466
5,gcard_v4,1,6661,62,0.009307911724966221
5,gcard_v4,2,6059,59,0.009737580458821588
5,gcard_v4,3,7514,79,0.010513707745541655
5,gcard_v4,4,9766,100,0.010239606799098914
5,gcard_v4,5,8085,95,0.011750154607297465
5,gcard_v4,6,6606,66,0.009990917347865577
5,gcard_v4,7,4238,41,0.009674374705049551
5,gcard_v4,8,44,0,0.0
6,gcard_v4,1,3465,81,0.023376623376623377
6,gcard_v4,2,5454,135,0.024752475247524754
6,gcard_v4,3,2423,75,0.03095336359884441
6,gcard_v4,4,6244,151,0.024183215887251763
6,gcard_v4,5,5883,170,0.02889682134965154
6,gcard_v4,6,13520,340,0.02514792899408284
6,gcard_v4,7,11159,266,0.023837261403351555
6,gcard_v4,8,806,13,0.016129032258064516
6,gcard_v4,9,19,0,0.0
7,gcard_v4,1,890,61,0.06853932584269663
7,gcard_v4,2,497,39,0.07847082494969819
7,gcard_v4,3,246,25,0.1016260162601626
7,gcard_v4,4,965,83,0.08601036269430051
7,gcard_v4,5,1452,130,0.08953168044077135
7,gcard_v4,6,11252,866,0.07696409527195165
7,gcard_v4,7,21572,1646,0.07630261450027814
7,gcard_v4,8,11351,966,0.08510263412915162
7,gcard_v4,9,727,49,0.06740027510316368
7,gcard_v4,10,22,2,0.09090909090909091
8,gcard_v4,1,56,10,0.17857142857142858
8,gcard_v4,2,16,4,0.25
8,gcard_v4,3,3,1,0.3333333333333333
8,gcard_v4,4,32,11,0.34375
8,gcard_v4,5,81,25,0.30864197530864196
8,gcard_v4,6,2005,482,0.24039900249376558
8,gcard_v4,7,8674,1814,0.20913073553147338
8,gcard_v4,8,28800,5586,0.19395833333333334
8,gcard_v4,9,9130,1712,0.18751369112814895
8,gcard_v4,10,176,29,0.16477272727272727
9,gcard_v4,2,2,0,0.0
9,gcard_v4,5,5,2,0.4
9,gcard_v4,6,157,78,0.4968152866242038
9,gcard_v4,7,1829,826,0.45161290322580644
9,gcard_v4,8,7513,3354,0.44642619459603355
9,gcard_v4,9,32773,14407,0.43959967046044
9,gcard_v4,10,6694,2861,0.4273976695548252
10,gcard_v4,6,1,1,1.0
10,gcard_v4,7,108,82,0.7592592592592593
10,gcard_v4,8,459,323,0.7037037037037037
10,gcard_v4,9,6324,4646,0.7346616065781151
10,gcard_v4,10,42082,34331,0.8158119861223326
