intent_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
低意愿,109069,281226.58,4987.320000000001,0.01773417007738031,1,9e-06
中意愿,109067,755721.3700000001,45943.9,0.06079476090506743,8,7.3e-05
高意愿,109069,10204214.700000003,330732.31,0.03241134371663112,64,0.000587
