intent_level,1,2,3,4,5,6,7
中意愿,0.0,0.004208,0.004276,0.003597,0.004449,0.005513,0.00779
低意愿,0.0,0.0,0.001328,0.0,0.000872,0.001456,0.001762
高意愿,0.088176,0.070921,0.060311,0.051807,0.053433,0.066837,0.114332
