model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,17324,12,0.0006926806742091896
1,gcard_v4,2,6693,14,0.002091737636336471
1,gcard_v4,3,11540,10,0.0008665511265164644
1,gcard_v4,4,4564,4,0.0008764241893076249
1,gcard_v4,5,7753,6,0.000773893976525216
1,gcard_v4,6,1099,4,0.003639672429481347
1,gcard_v4,7,1,0,0.0
2,gcard_v4,1,14611,42,0.002874546574498665
2,gcard_v4,2,5310,14,0.0026365348399246705
2,gcard_v4,3,8669,13,0.0014995962625446995
2,gcard_v4,4,7747,8,0.001032657803020524
2,gcard_v4,5,9352,14,0.0014970059880239522
2,gcard_v4,6,3210,6,0.001869158878504673
2,gcard_v4,7,74,1,0.013513513513513514
3,gcard_v4,1,12159,37,0.0030430134057077064
3,gcard_v4,2,4777,17,0.0035587188612099642
3,gcard_v4,3,9187,25,0.002721236529879177
3,gcard_v4,4,9338,30,0.003212679374598415
3,gcard_v4,5,8408,31,0.003686964795432921
3,gcard_v4,6,4845,17,0.0035087719298245615
3,gcard_v4,7,259,2,0.007722007722007722
4,gcard_v4,1,10285,52,0.005055906660184735
4,gcard_v4,2,3775,22,0.005827814569536424
4,gcard_v4,3,9323,53,0.005684865386678108
4,gcard_v4,4,10357,55,0.005310418074732065
4,gcard_v4,5,7763,46,0.005925544248357594
4,gcard_v4,6,6088,35,0.005749014454664914
4,gcard_v4,7,1383,3,0.0021691973969631237
5,gcard_v4,1,6558,55,0.008386703263189996
5,gcard_v4,2,5974,53,0.00887177770338132
5,gcard_v4,3,7308,80,0.010946907498631636
5,gcard_v4,4,9769,91,0.009315180673559218
5,gcard_v4,5,8178,92,0.011249694301785278
5,gcard_v4,6,6815,75,0.011005135730007337
5,gcard_v4,7,4316,44,0.010194624652455977
5,gcard_v4,8,55,0,0.0
6,gcard_v4,1,3510,85,0.024216524216524215
6,gcard_v4,2,5635,142,0.025199645075421474
6,gcard_v4,3,2579,74,0.02869329197363319
6,gcard_v4,4,6256,158,0.025255754475703326
6,gcard_v4,5,5816,167,0.028713892709766164
6,gcard_v4,6,13447,333,0.024763887856027365
6,gcard_v4,7,10945,280,0.025582457743261764
6,gcard_v4,8,774,15,0.01937984496124031
6,gcard_v4,9,11,0,0.0
7,gcard_v4,1,880,62,0.07045454545454545
7,gcard_v4,2,492,37,0.07520325203252033
7,gcard_v4,3,266,24,0.09022556390977443
7,gcard_v4,4,1022,88,0.08610567514677103
7,gcard_v4,5,1551,136,0.08768536428110896
7,gcard_v4,6,11262,863,0.07662937311312377
7,gcard_v4,7,21485,1662,0.07735629508959739
7,gcard_v4,8,11278,950,0.08423479340308565
7,gcard_v4,9,715,53,0.07412587412587412
7,gcard_v4,10,23,2,0.08695652173913043
8,gcard_v4,1,55,9,0.16363636363636364
8,gcard_v4,2,22,4,0.18181818181818182
8,gcard_v4,3,1,0,0.0
8,gcard_v4,4,41,12,0.2926829268292683
8,gcard_v4,5,74,24,0.32432432432432434
8,gcard_v4,6,2007,494,0.24613851519681115
8,gcard_v4,7,8556,1784,0.2085086489013558
8,gcard_v4,8,28920,5721,0.19782157676348547
8,gcard_v4,9,9125,1727,0.18926027397260273
8,gcard_v4,10,172,25,0.14534883720930233
9,gcard_v4,2,1,0,0.0
9,gcard_v4,5,4,2,0.5
9,gcard_v4,6,138,70,0.5072463768115942
9,gcard_v4,7,1848,825,0.44642857142857145
9,gcard_v4,8,7510,3250,0.43275632490013316
9,gcard_v4,9,32784,14441,0.44048926305514885
9,gcard_v4,10,6688,2914,0.43570574162679426
10,gcard_v4,6,2,2,1.0
10,gcard_v4,7,107,80,0.7476635514018691
10,gcard_v4,8,436,306,0.7018348623853211
10,gcard_v4,9,6338,4593,0.7246765541180183
10,gcard_v4,10,42091,34282,0.8144734028652206
