feature,split,gain,rank
m3_payment_not_eng_inteday_max,0,0.0,947
stg_pln_cnt_12m_adv_light,0,0.0,948
m3_rep_apl_amt_rat_mor_1_cnt,0,0.0,949
stg_pln_min_prc_amt_6m_12m_ftr_rto_cash,0,0.0,950
m6_manual_tim_19_24_rep_apl_suc_cnt_rat,0,0.0,951
stg_pln_sum_prc_amt_24m_36m_rto_light,0,0.0,952
min_avl_lmt_lft_rep_prc_all_cash_36m,0,0.0,953
ord_apl_suc_cnt_720_day_07_12,0,0.0,954
stg_pln_avg_prc_amt_6m_adv_light,0,0.0,955
m1_stg_pln_ovd_1d_3d_rep_apl_cnt,0,0.0,956
stg_pln_sum_rep_prc_his_ovd_3d_pls_7d_zd,0,0.0,957
stg_pln_sum_rep_prc_12m_his_ovd_0d_pls_3d_afn_pk_rto,0,0.0,958
d360_stddev_adv_repay_fee,0,0.0,959
m6_manual_deduct_rep_apl_suc_amt_avg,0,0.0,960
m6_manual_deduct_rep_apl_suc_amt_max,0,0.0,961
m6_manual_deduct_rep_apl_suc_cnt,0,0.0,962
m3_stg_pln_normal_batch_rep_apl_fal_cnt_equal_0_cnt_rat,0,0.0,963
m6_stg_pln_manual_rep_apl_suc_cnt_min,0,0.0,964
stg_pln_sum_prc_amt_ovd_pls_rep_bjq_12m_rto,0,0.0,965
m3_stg_pln_d0_normal_batch_rep_apl_cnt_mor_2_cnt_rat,0,0.0,966
d180_prc_amt_mor_3_000_apl_ord_cnt,0,0.0,967
stg_pln_max_prc_amt_adv_3m_bjq_12m,0,0.0,968
d360_ovdrepay_thismon_sum_larger_than_rsk_avl_lmt_cash_count_sum,0,0.0,969
percent_true_followup_code_other_90d,0,0.0,970
ddf_bjq_12m_rep_dte_7_crt_dt_min_prc_amt,0,0.0,971
m3_manual_deduct_rep_apl_cnt_rat,0,0.0,972
m3_manual_deduct_rep_apl_stg_pln_cnt_avg,0,0.0,973
m3_stg_pln_manual_deduct_rep_apl_cnt_avg,0,0.0,974
6thord_con_dsc_apply_amt_max,0,0.0,975
stg_pln_sum_prc_amt_adv_bjq_12m,0,0.0,976
stg_pln_cnt_1m_3m_ftr_rto_all,0,0.0,977
d360_apl_ord_stg_num_max,0,0.0,978
ddf_6m_rep_dte_1_crt_dt_max_prc_amt,0,0.0,979
m6_stg_pln_rep_apl_amt_adv_sum,0,0.0,980
credit_min_ir_cnt_24m,0,0.0,981
d360_max_adv_repay_amt_divide_rsk_adt_lmt_cash,0,0.0,982
loan_avg_terms_36m,0,0.0,983
ord_apl_cnt_07_12,0,0.0,984
rsk_avl_lmt_ch_1m_les_5000_cnt_3m,0,0.0,985
dvc_cnt_cjj_7,0,0.0,986
rsk_lmt_rate_ch_1m_grt_0p2_rate_1m,0,0.0,987
m6_stg_pln_normal_batch_rep_apl_cnt_mor_4_cnt_rat,0,0.0,988
m6_stg_pln_ovd_1d_3d_normal_batch_rep_apl_suc_cnt_rat,0,0.0,989
pmt_not_eng_stg_pln_cnt_3m_6m_rat_trend,0,0.0,990
m6_pmt_not_eng_mor_3_stg_pln_amt_sum,0,0.0,991
ord_apl_suc_max_stg_num_360_day_bjq_12m,0,0.0,992
light_his_sum_faqi_prc_amt_divide_heavy_his_sum_faqi_prc_amt,0,0.0,993
5d_range_avg_prc_amt_12m,0,0.0,994
m6_stg_pln_ovd_1d_3d_normal_batch_rep_apl_fal_cnt_rat,0,0.0,995
stg_pln_avg_rep_prc_24m_due_light,0,0.0,996
m1_stg_pln_rep_apl_cnt_avg,0,0.0,997
m6_stg_pln_d0_rep_apl_cnt_equal_2_cnt,0,0.0,998
m3_add_bathch_rep_apl_suc_cnt_rat,0,0.0,999
pst_ord_apl_suc_sum_prc_amt_180_360_day_rto,0,0.0,1000
m6_manual_rep_apl_suc_amt_avg,0,0.0,1001
his_heavy_ontime_repay_light_ovd_repay_same_month_count,0,0.0,1002
stg_pln_sum_prc_amt_his_due_light,0,0.0,1003
m6_stg_pln_normal_batch_rep_apl_cnt_mor_2_stg_amt_sum,0,0.0,1004
pmt_not_eng_stg_pln_cnt_3m_6m_rat,0,0.0,1005
m6_stg_pln_normal_batch_rep_apl_cnt_equal_2_cnt,0,0.0,1006
d365_aplord_amt10000plus_month_rto,0,0.0,1007
used_rate_ch_grt_0p2_rate_12m,0,0.0,1008
12m_repay_amt_second_der_great_0_count,0,0.0,1009
d180_faqi_trade_amt_larger_than_due_repay_amt_by_mon_count_sum,0,0.0,1010
6thord_con_adv_repay_max,0,0.0,1011
ord_apl_sum_prc_amt_180_day_13_18,0,0.0,1012
credit_pass_unique_scene_cnt_12m,0,0.0,1013
stg_pln_sum_prc_amt_24m_adv_light,0,0.0,1014
12m_repay_amt_first_der_mean_rto,0,0.0,1015
light_his_sum_faqi_prc_amt_divide_heavy_his_sum_ontim_repay_amt,0,0.0,1016
ai_answer_close_cnt_90d,0,0.0,1017
d180_ovdrepay_amt_sum_divide_ontimrepay_amt_sum,0,0.0,1018
stg_pln_cnt_his_fst_ord,0,0.0,1019
stg_pln_max_prc_amt_36m_adv_light,0,0.0,1020
d360_trade_fail_count_mon_divide_his_trade_success_count_mon,0,0.0,1021
18stg_pln_repay_amt_first_der_mean_rto,0,0.0,1022
