model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v2,1,20072,4,0.00019928258270227183
1,gcard_v2,2,11000,3,0.00027272727272727274
1,gcard_v2,3,7332,13,0.0017730496453900709
1,gcard_v2,4,5268,10,0.0018982536066818527
1,gcard_v2,5,3556,13,0.003655793025871766
1,gcard_v2,6,1497,10,0.006680026720106881
1,gcard_v2,7,233,3,0.012875536480686695
2,gcard_v2,1,13203,6,0.0004544421722335833
2,gcard_v2,2,11167,13,0.0011641443538998836
2,gcard_v2,3,9093,7,0.0007698229407236335
2,gcard_v2,4,7182,16,0.002227791701475912
2,gcard_v2,5,4921,23,0.004673846779109937
2,gcard_v2,6,2773,19,0.006851785070320952
2,gcard_v2,7,615,6,0.00975609756097561
2,gcard_v2,8,4,0,0.0
3,gcard_v2,1,8869,12,0.0013530273988048259
3,gcard_v2,2,10703,8,0.0007474539848640568
3,gcard_v2,3,10224,18,0.0017605633802816902
3,gcard_v2,4,8243,30,0.0036394516559505033
3,gcard_v2,5,6067,26,0.004285478819845063
3,gcard_v2,6,3962,59,0.014891468955073196
3,gcard_v2,7,879,21,0.023890784982935155
3,gcard_v2,8,11,0,0.0
4,gcard_v2,1,4740,10,0.002109704641350211
4,gcard_v2,2,9597,27,0.002813379180994061
4,gcard_v2,3,10678,24,0.0022476119123431356
4,gcard_v2,4,9757,34,0.003484677667315773
4,gcard_v2,5,7720,64,0.008290155440414507
4,gcard_v2,6,5071,81,0.015973180832183003
4,gcard_v2,7,1352,30,0.022189349112426034
4,gcard_v2,8,42,0,0.0
5,gcard_v2,1,1857,8,0.004308023694130318
5,gcard_v2,2,5493,30,0.005461496450027308
5,gcard_v2,3,8864,57,0.006430505415162455
5,gcard_v2,4,11237,79,0.007030346177805464
5,gcard_v2,5,10763,121,0.011242218712254948
5,gcard_v2,6,7726,127,0.016438001553196996
5,gcard_v2,7,2832,63,0.022245762711864406
5,gcard_v2,8,185,2,0.010810810810810811
5,gcard_v2,9,1,0,0.0
6,gcard_v2,1,213,7,0.03286384976525822
6,gcard_v2,2,989,15,0.015166835187057633
6,gcard_v2,3,2717,43,0.01582627898417372
6,gcard_v2,4,6880,124,0.01802325581395349
6,gcard_v2,5,13436,272,0.02024412027389104
6,gcard_v2,6,15221,429,0.028184744760528218
6,gcard_v2,7,7899,271,0.03430814027092037
6,gcard_v2,8,1551,63,0.04061895551257253
6,gcard_v2,9,52,2,0.038461538461538464
7,gcard_v2,1,4,0,0.0
7,gcard_v2,2,9,1,0.1111111111111111
7,gcard_v2,3,41,7,0.17073170731707318
7,gcard_v2,4,381,36,0.09448818897637795
7,gcard_v2,5,2373,156,0.06573957016434892
7,gcard_v2,6,11749,836,0.07115499191420546
7,gcard_v2,7,23314,1888,0.08098138457579138
7,gcard_v2,8,10028,937,0.09343837255684084
7,gcard_v2,9,1023,112,0.10948191593352884
7,gcard_v2,10,35,4,0.11428571428571428
8,gcard_v2,3,9,0,0.0
8,gcard_v2,4,9,1,0.1111111111111111
8,gcard_v2,5,116,22,0.1896551724137931
8,gcard_v2,6,881,186,0.21112372304199772
8,gcard_v2,7,11096,2145,0.19331290555155012
8,gcard_v2,8,26885,5479,0.20379393713966895
8,gcard_v2,9,9511,2012,0.21154452738933865
8,gcard_v2,10,451,103,0.22838137472283815
9,gcard_v2,5,6,3,0.5
9,gcard_v2,6,70,27,0.38571428571428573
9,gcard_v2,7,699,266,0.3805436337625179
9,gcard_v2,8,9801,4103,0.4186307519640853
9,gcard_v2,9,29316,12936,0.44126074498567336
9,gcard_v2,10,9066,4071,0.4490403706154864
10,gcard_v2,6,8,6,0.75
10,gcard_v2,7,39,27,0.6923076923076923
10,gcard_v2,8,450,320,0.7111111111111111
10,gcard_v2,9,9055,6605,0.729431253451132
10,gcard_v2,10,39406,32086,0.8142414860681114
