feature,rank,gain,split_importance,bin_order,bin_label,lower_bound,upper_bound,is_missing_bin,split_value,good,bad,total,bad_rate,pop_pct,woe,iv_component,status,skip_reason
first_day_diff_event_result_1_all,2,290729.337198019,240,5,"(375, 682]",375.0,682.0,False,DEV,18020,350,18370,0.01905280348394121,0.09997877423954632,-2.2302955876209634,0.23053702711008778,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,6,"(682, 1042]",682.0,1042.0,False,DEV,18204,171,18375,0.009306122448979591,0.10000598675294847,-2.9552318450146045,0.32775529483632776,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,7,"(1042, 1496]",1042.0,1496.0,False,DEV,18246,126,18372,0.006858262573481384,0.09998965924490717,-3.261877267999234,0.36785864707888527,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,8,"(1496, 1888]",1496.0,1888.0,False,DEV,18242,105,18347,0.005723006486074018,0.09985359667789637,-3.4431893790940364,0.3907859864161956,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,9,"(1888, inf]",1888.0,inf,False,DEV,18273,99,18372,0.005388634879163945,0.09998965924490717,-3.5034405741117562,0.39906887842339406,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,0,"(-inf, 4]",-inf,4.0,False,OOT,2658,2964,5622,0.5272145144076841,0.09190329066745133,2.017700901683353,0.6564775555085188,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,1,"(4, 11]",4.0,11.0,False,OOT,3045,2122,5167,0.41068318173021096,0.08446536870841712,1.5476841193892865,0.32735657884313923,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,2,"(11, 23]",11.0,23.0,False,OOT,3510,1512,5022,0.3010752688172043,0.08209504193026335,1.0667600049280166,0.13395480664144918,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,3,"(23, 136]",23.0,136.0,False,OOT,4897,774,5671,0.13648386527949216,0.09270429764765502,0.06449208151855111,0.00039489178843857785,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,4,"(136, 375]",136.0,375.0,False,OOT,6313,250,6563,0.03809233582203261,0.1072858941036078,-1.318231984873492,0.11439760737426616,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,5,"(375, 682]",375.0,682.0,False,OOT,6353,120,6473,0.01853854472423915,0.10581465679302961,-2.0563567967335556,0.2138353896804805,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,6,"(682, 1042]",682.0,1042.0,False,OOT,6260,55,6315,0.00870942201108472,0.10323181795890343,-2.81687774087629,0.311180328252861,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,7,"(1042, 1496]",1042.0,1496.0,False,OOT,6389,44,6433,0.006839732628633608,0.10516077354388374,-3.05816753639624,0.34949773676974816,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,8,"(1496, 1888]",1496.0,1888.0,False,OOT,5276,19,5295,0.0035882908404154864,0.08655779510568389,-3.69184924106112,0.3564830358911174,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,9,"(1888, inf]",1888.0,inf,False,OOT,8577,35,8612,0.004064096609382257,0.14078106354110473,-3.578610506770911,0.5600038001849009,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,0,"(-inf, 4]",-inf,4.0,False,DEV-OOS,9645,12815,22460,0.5705699020480854,0.1224111619795073,1.8453198031546623,0.6255591265450583,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,1,"(4, 11]",4.0,11.0,False,DEV-OOS,11083,8766,19849,0.44163433926142376,0.10818072814475692,1.3266360356817262,0.2684007196770698,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,2,"(11, 23]",11.0,23.0,False,DEV-OOS,12436,5967,18403,0.32424061294354184,0.10029976019184653,0.8268482946569571,0.08720355378650828,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,3,"(23, 136]",23.0,136.0,False,DEV-OOS,15560,2711,18271,0.14837720978599966,0.09958033573141487,-0.18607775194272919,0.003241658286357602,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,4,"(136, 375]",136.0,375.0,False,DEV-OOS,16768,720,17488,0.04117108874656908,0.09531284063658164,-1.5861560772705583,0.13947609796507215,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,5,"(375, 682]",375.0,682.0,False,DEV-OOS,17214,343,17557,0.01953636726092157,0.09568890342271637,-2.353164306582077,0.24171152202854676,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,6,"(682, 1042]",682.0,1042.0,False,DEV-OOS,16994,189,17183,0.010999243438282022,0.09365053411816002,-2.9351001040888214,0.31142856978444083,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,7,"(1042, 1496]",1042.0,1496.0,False,DEV-OOS,17261,120,17381,0.006904090673724181,0.0947296708088075,-3.4034282014036017,0.37448973167643596,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,8,"(1496, 1888]",1496.0,1888.0,False,DEV-OOS,17173,104,17277,0.006019563581640331,0.09416285153695225,-3.540779792958756,0.3893281377399072,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,9,"(1888, inf]",1888.0,inf,False,DEV-OOS,17519,92,17611,0.0052240077224461985,0.0959832134292566,-3.6827052680836228,0.414723828823719,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,0,"(-inf, 4]",-inf,4.0,False,OOT-OOS,2919,3268,6187,0.5282042993373202,0.1008459519812228,1.8877263037758512,0.5886882785390353,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,1,"(4, 11]",4.0,11.0,False,OOT-OOS,3351,2357,5708,0.4129292221443588,0.0930384182816906,1.4230012371562595,0.2862909003692685,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,2,"(11, 23]",11.0,23.0,False,OOT-OOS,3768,1768,5536,0.319364161849711,0.09023487799709866,1.01826219380867,0.12933540312575395,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,3,"(23, 136]",23.0,136.0,False,OOT-OOS,5295,926,6221,0.1488506670953223,0.10140014017701424,0.03160887188834982,0.00010245203549775461,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,4,"(136, 375]",136.0,375.0,False,OOT-OOS,6068,292,6360,0.04591194968553459,0.10366579191863214,-1.257594561427846,0.1040984449193225,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,5,"(375, 682]",375.0,682.0,False,OOT-OOS,5991,126,6117,0.020598332515939184,0.09970497628400515,-2.083047260508337,0.20824747948554231,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,6,"(682, 1042]",682.0,1042.0,False,OOT-OOS,5821,56,5877,0.00952867109069253,0.09579305960783036,-2.860265092878016,0.2991919103880738,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,7,"(1042, 1496]",1042.0,1496.0,False,OOT-OOS,5893,36,5929,0.0060718502276943835,0.0966406415543349,-3.3094855586315193,0.35816529716129786,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,8,"(1496, 1888]",1496.0,1888.0,False,OOT-OOS,4966,23,4989,0.004610142313088796,0.0813189679059836,-3.578662716058638,0.3292987717361983,ok,
first_day_diff_event_result_1_all,2,290729.337198019,240,9,"(1888, inf]",1888.0,inf,False,OOT-OOS,8390,37,8427,0.004390649104070251,0.13735717429218758,-3.635706951018192,0.5660913624272463,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,0,Missing,,,True,DEV,345,4,349,0.011461318051575931,0.0018994334354709669,-2.631233525755928,0.00542211639097982,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,1,"(-inf, 0.118644]",-inf,0.11864406615495682,False,DEV,108111,1925,110036,0.01749427460103966,0.5988712249440783,-2.318295707017269,1.4522564810384846,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,2,"(0.118644, 0.384615]",0.11864406615495682,0.38461539149284363,False,DEV,12211,6225,18436,0.3376545888479063,0.10033797941645486,1.0359573503858475,0.147797181702871,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,3,"(0.384615, 0.75]",0.38461539149284363,0.75,False,DEV,10557,8007,18564,0.43131868131868134,0.10103461975955023,1.4332238153507373,0.31043644368543116,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,4,"(0.75, inf]",0.75,inf,False,DEV,24367,11987,36354,0.32972987841778073,0.19785674244444565,1.0002958836558509,0.2693057777759981,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,0,Missing,,,True,OOT,105,1,106,0.009433962264150943,0.0017327906102365422,-2.344221687929575,0.00419651548718373,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,1,"(-inf, 0.118644]",-inf,0.11864406615495682,False,OOT,38628,654,39282,0.016648846800061096,0.6421460448236967,-2.1688498827531606,1.3926797870182182,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,2,"(0.118644, 0.384615]",0.11864406615495682,0.38461539149284363,False,OOT,3806,1687,5493,0.3071181503732023,0.08979451718895591,1.0955621688787993,0.1558246182754158,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,3,"(0.384615, 0.75]",0.38461539149284363,0.75,False,OOT,3620,2205,5825,0.3785407725321888,0.0952217481568666,1.413366259594501,0.2986639374809483,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,4,"(0.75, inf]",0.75,inf,False,OOT,7119,3348,10467,0.31986242476354254,0.17110489922024422,1.1546991430074376,0.33529223007089043,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,0,Missing,,,True,DEV-OOS,311,4,315,0.012698412698412698,0.0017168083714846304,-2.6761039729720495,0.005118367575157183,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,1,"(-inf, 0.118644]",-inf,0.11864406615495682,False,DEV-OOS,102373,2002,104375,0.019180838323353294,0.5688630913451057,-2.373013521611678,1.452584403321177,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,2,"(0.118644, 0.384615]",0.11864406615495682,0.38461539149284363,False,DEV-OOS,12276,6992,19268,0.3628814614905543,0.10501417048179638,0.9983692487656716,0.13850997985437938,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,3,"(0.384615, 0.75]",0.38461539149284363,0.75,False,DEV-OOS,10819,9189,20008,0.45926629348260695,0.10904730760845868,1.397929434772876,0.3038644871942954,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,4,"(0.75, inf]",0.75,inf,False,DEV-OOS,25874,13640,39514,0.34519410841726983,0.21535862219315458,0.9210033493868173,0.23755930009973844,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,0,Missing,,,True,OOT-OOS,97,1,98,0.01020408163265306,0.001597365976104709,-2.3993462836957193,0.004054173124026344,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,1,"(-inf, 0.118644]",-inf,0.11864406615495682,False,OOT-OOS,36607,647,37254,0.017367262575830784,0.6072272660592329,-2.2598486366558013,1.4122588983652453,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,2,"(0.118644, 0.384615]",0.11864406615495682,0.38461539149284363,False,OOT-OOS,3866,1859,5725,0.32471615720524016,0.09331551237958631,1.0429989155159525,0.1412584171288571,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,3,"(0.384615, 0.75]",0.38461539149284363,0.75,False,OOT-OOS,3533,2401,5934,0.4046174587125042,0.09672213981842187,1.3888456471738881,0.28157332723671097,ok,
his_360_day_csh_apl_ord_cnt_his_rto,3,92684.05786895752,104,4,"(0.75, inf]",0.75,inf,False,OOT-OOS,8359,3981,12340,0.3226094003241491,0.20113771576665418,1.0333010022197167,0.2980566034208506,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,0,Missing,,,True,DEV,103153,989,104142,0.009496648806437365,0.5667931141456087,-2.937179246913565,1.8439862047330526,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,1,"(-inf, 8]",-inf,8.0,False,DEV,2380,6106,8486,0.7195380626914919,0.04618507774615079,2.651637665112335,0.5345728591990616,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,2,"(8, 18]",8.0,18.0,False,DEV,2760,5197,7957,0.6531356038708056,0.04330599382820196,2.3423603551438337,0.3908732420573449,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,3,"(18, 31]",18.0,31.0,False,DEV,3239,4446,7685,0.5785296031229669,0.0418256330991243,2.026292710085448,0.27784091437231984,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,4,"(31, 47]",31.0,47.0,False,DEV,4589,3338,7927,0.42109246877759554,0.04314271874778898,1.391344955774543,0.12394920967824558,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,5,"(47, 70]",47.0,70.0,False,DEV,5373,2637,8010,0.3292134831460674,0.043594446470264885,0.9979464706388791,0.05902654514908026,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,6,"(70, 102]",70.0,102.0,False,DEV,5860,1890,7750,0.24387096774193548,0.04217939577335242,0.5782008573035178,0.017048254447512977,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,7,"(102, 148]",102.0,148.0,False,DEV,6523,1444,7967,0.1812476465419857,0.043360418855006286,0.20194663633625218,0.0018947153691065612,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,8,"(148, 207]",148.0,207.0,False,DEV,6986,1005,7991,0.1257664872982105,0.043491038919336665,-0.2289003481720308,0.0021027874644031943,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,9,"(207, 278]",207.0,278.0,False,DEV,7294,672,7966,0.0843585237258348,0.04335497635232585,-0.6742793699001909,0.015504358832051356,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,10,"(278, inf]",278.0,inf,False,DEV,7434,424,7858,0.05395775006362942,0.042767186062839135,-1.153380164250111,0.03771851112968137,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,0,Missing,,,True,OOT,36982,328,37310,0.008791208791208791,0.6099096006408056,-2.8149626026858567,1.8367370603253814,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,1,"(-inf, 8]",-inf,8.0,False,OOT,597,1539,2136,0.7205056179775281,0.03491736550438919,2.855159349714758,0.5243428253736386,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,2,"(8, 18]",8.0,18.0,False,OOT,782,1394,2176,0.640625,0.035571248753535054,2.4864979508091043,0.4023706162035801,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,3,"(18, 31]",18.0,31.0,False,OOT,1058,1249,2307,0.5413957520589511,0.03771271639448776,2.074591325855956,0.28689338892330934,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,4,"(31, 47]",31.0,47.0,False,OOT,1615,1043,2658,0.3924003009781791,0.04345054190574273,1.4716366074085712,0.14975564519197782,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,5,"(47, 70]",47.0,70.0,False,OOT,1762,757,2519,0.30051607780865425,0.04117829761496085,1.064235668852969,0.06683636850498643,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,6,"(70, 102]",70.0,102.0,False,OOT,2010,574,2584,0.22213622291021673,0.04224085789482288,0.6560620371073504,0.022952189768187938,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,7,"(102, 148]",102.0,148.0,False,OOT,2148,393,2541,0.15466351829988192,0.04153793340199107,0.211256530798277,0.0020037519966986214,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,8,"(148, 207]",148.0,207.0,False,OOT,2019,285,2304,0.12369791666666667,0.03766367515080182,-0.04766253975153384,8.408079172898268e-05,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,9,"(207, 278]",207.0,278.0,False,OOT,2102,197,2299,0.08568943018703784,0.03758193974465859,-0.4564431413500578,0.006600316826368843,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,10,"(278, inf]",278.0,inf,False,OOT,2203,136,2339,0.05814450619923044,0.03823582299380446,-0.8727770035011585,0.021013745333789382,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,0,Missing,,,True,DEV-OOS,97636,1018,98654,0.010318892290226448,0.537682581207761,-3.0017769400190004,1.8364757449353717,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,1,"(-inf, 8]",-inf,8.0,False,DEV-OOS,2515,6885,9400,0.7324468085106383,0.05123174187922389,2.568089662449592,0.5128924068911443,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,2,"(8, 18]",8.0,18.0,False,DEV-OOS,2873,5957,8830,0.6746319365798414,0.048125136254632654,2.2902636332388857,0.38523224170775044,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,3,"(18, 31]",18.0,31.0,False,DEV-OOS,3645,5187,8832,0.587296195652174,0.04813603662524526,1.9139018575062536,0.26588847707640645,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,4,"(31, 47]",31.0,47.0,False,DEV-OOS,5274,3877,9151,0.423669544312097,0.04987464573795509,1.2534502301426151,0.10908862044905783,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,5,"(47, 70]",47.0,70.0,False,DEV-OOS,5802,3008,8810,0.34143019296254257,0.048016132548506646,0.9042962587255992,0.05086668767358272,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,6,"(70, 102]",70.0,102.0,False,DEV-OOS,5997,2130,8127,0.26208933185677374,0.044293655984303466,0.526157480439902,0.014407437847900518,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,7,"(102, 148]",102.0,148.0,False,DEV-OOS,6774,1593,8367,0.19039082108282537,0.045601700457815565,0.11391079378468995,0.000613918101926506,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,8,"(148, 207]",148.0,207.0,False,DEV-OOS,6864,1017,7881,0.12904453749524172,0.04295291039895356,-0.34787106280712465,0.004626229162674849,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,9,"(207, 278]",207.0,278.0,False,DEV-OOS,7146,653,7799,0.08372868316450827,0.04250599520383693,-0.8308919700711085,0.022095897153919172,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,10,"(278, inf]",278.0,inf,False,DEV-OOS,7127,502,7629,0.06580154672958448,0.04157946370176586,-1.0909766786398114,0.034050781372906555,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,0,Missing,,,True,OOT-OOS,35004,305,35309,0.008638024299753603,0.5755244413293997,-2.9665213029176227,1.8772690262200977,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,1,"(-inf, 8]",-inf,8.0,False,OOT-OOS,692,1627,2319,0.7015955153083225,0.03779889488353898,2.6292529581274824,0.44639351080102535,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,2,"(8, 18]",8.0,18.0,False,OOT-OOS,864,1539,2403,0.6404494382022472,0.03916806572020016,2.3518224843474616,0.36831333083473594,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,3,"(18, 31]",18.0,31.0,False,OOT-OOS,1172,1445,2617,0.5521589606419565,0.042656191423122686,1.9840778832422181,0.27810620166348776,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,4,"(31, 47]",31.0,47.0,False,OOT-OOS,1840,1237,3077,0.40201494962625933,0.05015403171912438,1.3778167637300214,0.1433646798209142,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,5,"(47, 70]",47.0,70.0,False,OOT-OOS,2104,982,3086,0.31821127673363575,0.05030072859448094,1.0130279776390427,0.07126750749117569,ok,
d360_apl_ord_ddf_mdl_ord_crt_dte_min,4,60931.79118692875,278,6,"(70, 102]",70.0,102.0,False,OOT-OOS,2167,686,2853,0.24044865054328776,0.046502909488027905,0.6250373386595807,0.022420864751986534,ok,
