intent_level,1,2,3,4,5,6,7
中意愿,0.034855,0.033365,0.032755,0.030574,0.019989,0.020964,0.02677
低意愿,0.0,0.00271,0.002167,0.000551,0.001977,0.002501,0.002755
高意愿,0.406932,0.435782,0.423467,0.454349,0.407858,0.452506,0.502702
