model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v5,1,19332,3,0.00015518311607697082
1,gcard_v5,2,10596,7,0.0006606266515666289
1,gcard_v5,3,7725,7,0.0009061488673139158
1,gcard_v5,4,5264,6,0.0011398176291793312
1,gcard_v5,5,3502,8,0.002284408909194746
1,gcard_v5,6,1683,9,0.0053475935828877
1,gcard_v5,7,833,7,0.008403361344537815
1,gcard_v5,8,40,0,0.0
2,gcard_v5,1,14011,9,0.0006423524373706373
2,gcard_v5,2,12186,13,0.0010667979648777285
2,gcard_v5,3,8327,16,0.001921460309835475
2,gcard_v5,4,6772,12,0.0017720023626698169
2,gcard_v5,5,4377,22,0.005026273703449852
2,gcard_v5,6,2033,23,0.01131333005410723
2,gcard_v5,7,1164,23,0.019759450171821305
2,gcard_v5,8,104,4,0.038461538461538464
3,gcard_v5,1,9684,11,0.0011358942585708385
3,gcard_v5,2,11974,15,0.0012527142141306163
3,gcard_v5,3,9443,17,0.0018002753362278937
3,gcard_v5,4,8106,23,0.002837404391808537
3,gcard_v5,5,5486,44,0.008020415603353991
3,gcard_v5,6,2541,29,0.011412829594647777
3,gcard_v5,7,1577,34,0.02155992390615092
3,gcard_v5,8,163,1,0.006134969325153374
4,gcard_v5,1,4116,5,0.0012147716229348883
4,gcard_v5,2,8896,22,0.0024730215827338128
4,gcard_v5,3,11438,34,0.002972547648190243
4,gcard_v5,4,10213,45,0.004406149025751493
4,gcard_v5,5,8199,44,0.005366508110745213
4,gcard_v5,6,3699,51,0.013787510137875101
4,gcard_v5,7,2093,58,0.02771141901576684
4,gcard_v5,8,320,5,0.015625
5,gcard_v5,1,2066,10,0.00484027105517909
5,gcard_v5,2,4328,20,0.0046210720887245845
5,gcard_v5,3,9160,48,0.005240174672489083
5,gcard_v5,4,11255,76,0.006752554420257663
5,gcard_v5,5,11531,121,0.010493452432573065
5,gcard_v5,6,6586,118,0.017916793197692075
5,gcard_v5,7,3308,88,0.026602176541717048
5,gcard_v5,8,740,22,0.02972972972972973
5,gcard_v5,9,1,0,0.0
6,gcard_v5,1,255,4,0.01568627450980392
6,gcard_v5,2,661,17,0.025718608169440244
6,gcard_v5,3,2654,31,0.011680482290881688
6,gcard_v5,4,7171,138,0.019244177938920654
6,gcard_v5,5,12463,262,0.021022225788333467
6,gcard_v5,6,15977,387,0.024222319584402578
6,gcard_v5,7,7389,283,0.03830017593720395
6,gcard_v5,8,2336,133,0.056934931506849314
6,gcard_v5,9,66,3,0.045454545454545456
6,gcard_v5,10,2,0,0.0
7,gcard_v5,1,1,0,0.0
7,gcard_v5,2,3,1,0.3333333333333333
7,gcard_v5,3,67,7,0.1044776119402985
7,gcard_v5,4,193,20,0.10362694300518134
7,gcard_v5,5,3323,193,0.058080048149262715
7,gcard_v5,6,14038,947,0.06745975210143895
7,gcard_v5,7,19170,1468,0.07657798643714137
7,gcard_v5,8,10606,1123,0.10588346219121252
7,gcard_v5,9,1526,164,0.10747051114023591
7,gcard_v5,10,47,5,0.10638297872340426
8,gcard_v5,5,94,23,0.24468085106382978
8,gcard_v5,6,2356,395,0.16765704584040747
8,gcard_v5,7,11593,2097,0.18088501682049513
8,gcard_v5,8,22563,4548,0.20156894030049197
8,gcard_v5,9,11573,2694,0.2327832022811717
8,gcard_v5,10,795,184,0.23144654088050315
9,gcard_v5,6,61,30,0.4918032786885246
9,gcard_v5,7,1766,659,0.37315968289920726
9,gcard_v5,8,10709,4374,0.4084414978055841
9,gcard_v5,9,25816,11320,0.4384877595289743
9,gcard_v5,10,10622,5068,0.47712295236302016
10,gcard_v5,7,81,59,0.7283950617283951
10,gcard_v5,8,1393,967,0.6941852117731515
10,gcard_v5,9,9992,7449,0.7454963971176941
10,gcard_v5,10,37509,30596,0.8156975659175131
