intent_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
低意愿,163248,516918.47000000003,4987.320000000001,0.009648175272204918,1,6e-06
中意愿,163247,8551758.31,212453.82,0.02484329096994791,61,0.000374
高意愿,163248,174666040.12,5988751.219999999,0.03428686661634726,2090,0.012803
