model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v6,1,24802,7,0.000282235303604548
1,gcard_v6,2,11495,8,0.0006959547629404089
1,gcard_v6,3,5181,7,0.0013510905230650454
1,gcard_v6,4,3375,6,0.0017777777777777779
1,gcard_v6,5,2634,8,0.0030372057706909645
1,gcard_v6,6,1402,11,0.007845934379457917
1,gcard_v6,7,86,0,0.0
2,gcard_v6,1,13268,13,0.0009798010250226107
2,gcard_v6,2,14900,12,0.0008053691275167785
2,gcard_v6,3,8607,17,0.00197513651678866
2,gcard_v6,4,5620,13,0.0023131672597864767
2,gcard_v6,5,4221,30,0.007107320540156361
2,gcard_v6,6,2053,29,0.01412566975158305
2,gcard_v6,7,305,8,0.02622950819672131
3,gcard_v6,1,6785,6,0.0008843036109064112
3,gcard_v6,2,11703,17,0.0014526189865846364
3,gcard_v6,3,12121,26,0.0021450375381569177
3,gcard_v6,4,8830,23,0.0026047565118912795
3,gcard_v6,5,6070,41,0.0067545304777594725
3,gcard_v6,6,2900,48,0.016551724137931035
3,gcard_v6,7,565,13,0.023008849557522124
4,gcard_v6,1,3196,6,0.0018773466833541927
4,gcard_v6,2,6874,19,0.002764038405586267
4,gcard_v6,3,11524,27,0.002342936480388754
4,gcard_v6,4,13232,60,0.004534461910519952
4,gcard_v6,5,9271,51,0.005501024700679538
4,gcard_v6,6,4105,74,0.018026796589524968
4,gcard_v6,7,772,27,0.034974093264248704
5,gcard_v6,1,875,2,0.002285714285714286
5,gcard_v6,2,3701,18,0.004863550391786004
5,gcard_v6,3,9718,48,0.004939287919324964
5,gcard_v6,4,13465,102,0.007575194949870034
5,gcard_v6,5,12966,140,0.010797470306956656
5,gcard_v6,6,6972,151,0.02165806081468732
5,gcard_v6,7,1278,42,0.03286384976525822
6,gcard_v6,1,49,1,0.02040816326530612
6,gcard_v6,2,301,3,0.009966777408637873
6,gcard_v6,3,1820,43,0.023626373626373626
6,gcard_v6,4,4437,74,0.016677935542032906
6,gcard_v6,5,13458,271,0.02013672165254867
6,gcard_v6,6,22454,571,0.0254297675247172
6,gcard_v6,7,6416,290,0.045199501246882795
6,gcard_v6,8,38,5,0.13157894736842105
6,gcard_v6,9,1,0,0.0
7,gcard_v6,3,3,1,0.3333333333333333
7,gcard_v6,4,15,2,0.13333333333333333
7,gcard_v6,5,347,32,0.09221902017291066
7,gcard_v6,6,8966,517,0.05766227972339951
7,gcard_v6,7,31066,2385,0.0767720337346295
7,gcard_v6,8,8410,968,0.11510107015457788
7,gcard_v6,9,167,23,0.1377245508982036
8,gcard_v6,5,7,0,0.0
8,gcard_v6,6,119,20,0.16806722689075632
8,gcard_v6,7,8309,1476,0.17763870501865447
8,gcard_v6,8,32619,6590,0.20202949201385695
8,gcard_v6,9,7886,1848,0.23433933553132133
8,gcard_v6,10,34,7,0.20588235294117646
9,gcard_v6,5,1,0,0.0
9,gcard_v6,6,3,1,0.3333333333333333
9,gcard_v6,7,173,59,0.34104046242774566
9,gcard_v6,8,7828,3044,0.3888605007664793
9,gcard_v6,9,35435,15753,0.4445604628192465
9,gcard_v6,10,5534,2594,0.4687387061799783
10,gcard_v6,7,4,0,0.0
10,gcard_v6,8,79,47,0.5949367088607594
10,gcard_v6,9,5485,3801,0.6929808568824065
10,gcard_v6,10,43407,35223,0.811458981270302
