model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v2,1,20006,4,0.00019994001799460162
1,gcard_v2,2,10850,2,0.00018433179723502304
1,gcard_v2,3,7230,11,0.0015214384508990318
1,gcard_v2,4,5306,8,0.0015077271013946476
1,gcard_v2,5,3722,12,0.0032240730789897904
1,gcard_v2,6,1581,7,0.004427577482605946
1,gcard_v2,7,263,3,0.011406844106463879
2,gcard_v2,1,13336,12,0.0008998200359928015
2,gcard_v2,2,11147,9,0.0008073921234412846
2,gcard_v2,3,9143,12,0.0013124794925079295
2,gcard_v2,4,6985,20,0.002863278453829635
2,gcard_v2,5,4856,25,0.00514827018121911
2,gcard_v2,6,2868,35,0.012203626220362623
2,gcard_v2,7,615,9,0.014634146341463415
2,gcard_v2,8,8,0,0.0
3,gcard_v2,1,8978,8,0.0008910670527957229
3,gcard_v2,2,10914,14,0.0012827560930914422
3,gcard_v2,3,10149,17,0.0016750418760469012
3,gcard_v2,4,8235,25,0.0030358227079538553
3,gcard_v2,5,5957,33,0.0055397011918751045
3,gcard_v2,6,3858,58,0.01503369621565578
3,gcard_v2,7,860,19,0.022093023255813953
3,gcard_v2,8,7,0,0.0
4,gcard_v2,1,4622,11,0.002379922111639983
4,gcard_v2,2,9537,27,0.0028310789556464295
4,gcard_v2,3,10776,26,0.002412769116555308
4,gcard_v2,4,9944,37,0.0037208366854384555
4,gcard_v2,5,7678,55,0.0071633237822349575
4,gcard_v2,6,5024,77,0.015326433121019108
4,gcard_v2,7,1338,29,0.021674140508221227
4,gcard_v2,8,38,0,0.0
5,gcard_v2,1,1839,7,0.0038064165307232192
5,gcard_v2,2,5571,31,0.005564530604918327
5,gcard_v2,3,8921,50,0.005604752830400179
5,gcard_v2,4,11223,80,0.007128218836318275
5,gcard_v2,5,10768,133,0.012351411589895988
5,gcard_v2,6,7683,130,0.01692047377326565
5,gcard_v2,7,2760,71,0.02572463768115942
5,gcard_v2,8,191,3,0.015706806282722512
5,gcard_v2,9,2,0,0.0
6,gcard_v2,1,175,5,0.02857142857142857
6,gcard_v2,2,934,14,0.014989293361884369
6,gcard_v2,3,2695,50,0.01855287569573284
6,gcard_v2,4,6893,136,0.01973016103293196
6,gcard_v2,5,13447,272,0.020227560050568902
6,gcard_v2,6,15209,447,0.02939049247156289
6,gcard_v2,7,8009,274,0.03421151204894494
6,gcard_v2,8,1532,56,0.03655352480417755
6,gcard_v2,9,64,2,0.03125
7,gcard_v2,1,2,0,0.0
7,gcard_v2,2,5,0,0.0
7,gcard_v2,3,35,3,0.08571428571428572
7,gcard_v2,4,358,23,0.06424581005586592
7,gcard_v2,5,2391,146,0.06106231702216646
7,gcard_v2,6,11712,825,0.0704405737704918
7,gcard_v2,7,23178,1853,0.0799465009923203
7,gcard_v2,8,10171,953,0.09369776816438895
7,gcard_v2,9,1064,105,0.09868421052631579
7,gcard_v2,10,41,9,0.21951219512195122
8,gcard_v2,3,9,0,0.0
8,gcard_v2,4,13,1,0.07692307692307693
8,gcard_v2,5,130,21,0.16153846153846155
8,gcard_v2,6,947,167,0.17634635691657866
8,gcard_v2,7,11195,2181,0.19481911567664137
8,gcard_v2,8,26580,5408,0.20346124905944318
8,gcard_v2,9,9612,2037,0.21192259675405742
8,gcard_v2,10,472,106,0.2245762711864407
9,gcard_v2,5,9,3,0.3333333333333333
9,gcard_v2,6,67,27,0.40298507462686567
9,gcard_v2,7,702,257,0.3660968660968661
9,gcard_v2,8,9970,4160,0.4172517552657974
9,gcard_v2,9,28944,12780,0.44154228855721395
9,gcard_v2,10,9266,4201,0.4533779408590546
10,gcard_v2,6,9,7,0.7777777777777778
10,gcard_v2,7,38,24,0.631578947368421
10,gcard_v2,8,460,324,0.7043478260869566
10,gcard_v2,9,9272,6743,0.7272433132010354
10,gcard_v2,10,39179,31948,0.8154368411649098
