intent_level,1,2,3,4,5,6,7
中意愿,0.344545,0.358002,0.36133,0.379662,0.379098,0.387315,0.382305
低意愿,0.123114,0.116615,0.12158,0.126872,0.134076,0.134127,0.12
高意愿,0.758891,0.783004,0.771431,0.778541,0.7696,0.768808,0.772048
