model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v2,1,41170,16,0.0003886324993927617
1,gcard_v2,2,21850,11,0.0005034324942791762
1,gcard_v2,3,14519,13,0.0008953784695915697
1,gcard_v2,4,9898,8,0.0008082440897150939
1,gcard_v2,5,6621,28,0.004228968433771334
1,gcard_v2,6,2780,17,0.006115107913669065
1,gcard_v2,7,500,4,0.008
1,gcard_v2,8,1,0,0.0
2,gcard_v2,1,24800,17,0.0006854838709677419
2,gcard_v2,2,22085,16,0.0007244736246321032
2,gcard_v2,3,18860,23,0.0012195121951219512
2,gcard_v2,4,14710,29,0.001971447994561523
2,gcard_v2,5,10076,47,0.004664549424374752
2,gcard_v2,6,5613,37,0.006591840370568323
2,gcard_v2,7,1188,15,0.012626262626262626
2,gcard_v2,8,7,0,0.0
3,gcard_v2,1,18854,18,0.0009547045719741168
3,gcard_v2,2,21430,37,0.001726551563229118
3,gcard_v2,3,19840,31,0.0015625
3,gcard_v2,4,16111,59,0.0036620942213394575
3,gcard_v2,5,12293,73,0.005938338892052387
3,gcard_v2,6,7387,100,0.013537295248409367
3,gcard_v2,7,1407,24,0.017057569296375266
3,gcard_v2,8,15,1,0.06666666666666667
4,gcard_v2,1,8957,24,0.00267946857206654
4,gcard_v2,2,19316,44,0.002277904328018223
4,gcard_v2,3,21062,60,0.0028487323141202165
4,gcard_v2,4,19585,74,0.003778401838141435
4,gcard_v2,5,15099,120,0.00794754619511226
4,gcard_v2,6,10372,142,0.013690705746239876
4,gcard_v2,7,2867,54,0.018835019183815836
4,gcard_v2,8,80,2,0.025
5,gcard_v2,1,3041,17,0.005590266359750082
5,gcard_v2,2,10598,44,0.004151726740894509
5,gcard_v2,3,17453,101,0.005786970721365955
5,gcard_v2,4,22534,169,0.007499778113073578
5,gcard_v2,5,21667,257,0.011861355979138783
5,gcard_v2,6,15913,280,0.017595676490919376
5,gcard_v2,7,5732,129,0.02250523377529658
5,gcard_v2,8,400,10,0.025
5,gcard_v2,9,1,0,0.0
6,gcard_v2,1,515,5,0.009708737864077669
6,gcard_v2,2,2045,25,0.012224938875305624
6,gcard_v2,3,5534,80,0.014456089627755691
6,gcard_v2,4,13822,255,0.01844884965996238
6,gcard_v2,5,26858,565,0.021036562662893738
6,gcard_v2,6,30066,923,0.030699128583782345
6,gcard_v2,7,15586,555,0.03560887976389067
6,gcard_v2,8,2813,106,0.03768218983291859
6,gcard_v2,9,99,4,0.04040404040404041
7,gcard_v2,1,2,0,0.0
7,gcard_v2,2,14,0,0.0
7,gcard_v2,3,59,7,0.11864406779661017
7,gcard_v2,4,656,50,0.07621951219512195
7,gcard_v2,5,4512,293,0.06493794326241134
7,gcard_v2,6,23359,1545,0.06614153003125134
7,gcard_v2,7,46791,3695,0.07896817764099934
7,gcard_v2,8,19984,1644,0.08226581265012009
7,gcard_v2,9,1900,191,0.10052631578947369
7,gcard_v2,10,61,5,0.08196721311475409
8,gcard_v2,3,11,1,0.09090909090909091
8,gcard_v2,4,21,1,0.047619047619047616
8,gcard_v2,5,207,45,0.21739130434782608
8,gcard_v2,6,1743,380,0.21801491681009752
8,gcard_v2,7,21964,4381,0.19946275723911855
8,gcard_v2,8,53523,10559,0.19727967415877287
8,gcard_v2,9,19022,3676,0.1932499211439386
8,gcard_v2,10,847,155,0.18299881936245574
9,gcard_v2,4,1,0,0.0
9,gcard_v2,5,6,2,0.3333333333333333
9,gcard_v2,6,99,47,0.47474747474747475
9,gcard_v2,7,1265,564,0.4458498023715415
9,gcard_v2,8,19687,8610,0.43734444049372684
9,gcard_v2,9,58289,25600,0.4391909279623943
9,gcard_v2,10,17991,7625,0.42382302262242233
10,gcard_v2,6,6,4,0.6666666666666666
10,gcard_v2,7,38,29,0.7631578947368421
10,gcard_v2,8,828,605,0.7306763285024155
10,gcard_v2,9,18027,13371,0.7417207522050258
10,gcard_v2,10,78440,64191,0.8183452320244773
