intent_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
低意愿,324572,752119.8899999999,35420.520000000004,0.04709424716849332,5,1.5e-05
中意愿,324571,16440326.72,267377.33999999997,0.016263505254717953,100,0.000308
高意愿,324572,346420927.71000004,11041926.38,0.03187430520722913,4114,0.012675
