decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
1,32276,0.10000247868332342,2971,0.09204982029991325,2971,0.09204982029991325,0.21770291426819377,133496,0.45957669480439006,1.0869242923307942
2,32275,0.09999938032916915,4847,0.15017815646785437,7818,0.12111353813263931,0.28644021382008544,128649,0.4982513623107579,1.1783920192319148
3,32275,0.09999938032916915,6795,0.21053446940356313,14613,0.15092020738231468,0.35693463454942825,121854,0.5393535936545595,1.2756010688239383
4,32275,0.09999938032916915,9017,0.27938032532920215,23630,0.18303498811008434,0.43288786653554295,112837,0.5826822479615391,1.3780757318185544
5,32275,0.09999938032916915,11306,0.35030209140201396,34936,0.21648820146738051,0.5120065656898737,101531,0.6291579912750347,1.4879934343101262
6,32275,0.09999938032916915,13996,0.43364833462432223,48932,0.252681370093622,0.5976054105421581,87535,0.6780350268394513,1.6035903257379922
7,32275,0.09999938032916915,16744,0.5187916343919442,65676,0.29069695386985117,0.6875143679820191,70791,0.7311156094437444,1.72912883832126
8,32275,0.09999938032916915,20189,0.6255305964368706,85865,0.3325509970914133,0.7865014942311901,50602,0.7839072981053741,1.853984100757734
9,32275,0.09999938032916915,23240,0.7200619674670797,109105,0.37560762334926123,0.8883327958496982,27362,0.8477506506382452,2.0049771592750987
10,32276,0.10000247868332342,27362,0.8477506506382452,136467,0.42282309637120763,1.0,0,0.0,0.0
