score_column,score_band,n_samples,bad,bad_rate,blue_customer_flag,zc_level,prc_amt_xz_30d_3m_sum,ovd_amt_xz_30d_3m_sum
gcard_v5,5,841,238,0.28299643281807374,B2,1,826534.43,2000.0
gcard_v5,5,1267,418,0.32991318074191,B2,2,493770.52,5547.67
gcard_v5,5,1545,544,0.35210355987055014,B2,3,252787.59,8462.130000000001
gcard_v5,5,802,290,0.36159600997506236,B2,4,150973.61,1237.27
gcard_v5,5,1873,726,0.38761345435130806,B2,5,168522.59000000003,2713.92
gcard_v5,5,3769,1586,0.42080127354736,B2,6,370958.13,37311.69
gcard_v5,5,1316,567,0.4308510638297872,B2,7,88769.31,12237.130000000001
gcard_v5,5,162,87,0.5370370370370371,E2,1,518592.08999999997,25274.890000000003
gcard_v5,5,514,267,0.519455252918288,E2,2,1534819.32,62285.65000000001
gcard_v5,5,3240,1605,0.49537037037037035,E2,3,3209033.83,47327.21000000001
gcard_v5,5,2400,1196,0.49833333333333335,E2,4,1506424.0899999999,49645.92
gcard_v5,5,905,427,0.4718232044198895,E2,5,368807.28,8092.9400000000005
gcard_v5,5,4420,2034,0.4601809954751131,E2,6,1191447.19,69514.83
gcard_v5,5,326,160,0.49079754601226994,E2,7,28311.670000000002,4803.75
gcard_v5,5,7841,4363,0.5564341282999617,E3,1,46135152.8,860507.48
gcard_v5,5,27439,16221,0.5911658588140968,E3,2,93263008.36000001,2899310.05
gcard_v5,5,34210,20621,0.6027769657994738,E3,3,58920575.400000006,2230716.67
gcard_v5,5,44930,27537,0.6128867126641442,E3,4,46038112.739999995,1901726.8599999999
gcard_v5,5,7879,4767,0.6050260185302704,E3,5,5361672.850000001,285998.73
gcard_v5,5,36801,22530,0.6122116246841118,E3,6,18744776.57,1061887.38
gcard_v5,5,12263,7680,0.6262741580363695,E3,7,3126704.42,144865.19
gcard_v6,1,234,0,0.0,B2,1,0.0,0.0
gcard_v6,1,465,0,0.0,B2,2,0.0,0.0
gcard_v6,1,2822,8,0.002834868887313962,B2,3,37822.51,0.0
