model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,32389,30,0.0009262403902559511
1,gcard_v4,2,12142,14,0.0011530225662987976
1,gcard_v4,3,23035,25,0.0010853049706967658
1,gcard_v4,4,10184,7,0.0006873527101335428
1,gcard_v4,5,16429,20,0.0012173595471422485
1,gcard_v4,6,3191,1,0.00031338138514572234
2,gcard_v4,1,27366,58,0.0021194182562303586
2,gcard_v4,2,9428,14,0.001484938481120068
2,gcard_v4,3,17513,29,0.0016559127505281792
2,gcard_v4,4,17032,31,0.0018201033348990137
2,gcard_v4,5,18086,35,0.0019351984960743116
2,gcard_v4,6,7944,17,0.0021399798590130917
2,gcard_v4,7,1,0,0.0
3,gcard_v4,1,25419,84,0.003304614658326449
3,gcard_v4,2,10236,44,0.0042985541227041815
3,gcard_v4,3,18814,62,0.003295418305517168
3,gcard_v4,4,17514,69,0.0039397053785543
3,gcard_v4,5,15891,60,0.003775722106852936
3,gcard_v4,6,9438,26,0.0027548209366391185
3,gcard_v4,7,57,0,0.0
4,gcard_v4,1,23645,103,0.00435610065552971
4,gcard_v4,2,8902,55,0.006178386879352954
4,gcard_v4,3,17945,106,0.0059069378657007525
4,gcard_v4,4,18026,101,0.0056030178630866526
4,gcard_v4,5,15691,78,0.004971002485501243
4,gcard_v4,6,10426,57,0.005467101477076539
4,gcard_v4,7,2731,19,0.006957158549981692
4,gcard_v4,8,4,1,0.25
5,gcard_v4,1,11935,128,0.010724759111855886
5,gcard_v4,2,12237,131,0.01070523821198006
5,gcard_v4,3,14286,154,0.010779784404311914
5,gcard_v4,4,19778,213,0.01076954191525938
5,gcard_v4,5,16565,155,0.009357078176878962
5,gcard_v4,6,13053,144,0.011031946678924385
5,gcard_v4,7,9423,84,0.008914358484559057
5,gcard_v4,8,92,0,0.0
6,gcard_v4,1,7847,172,0.021919204791640116
6,gcard_v4,2,10969,256,0.023338499407420915
6,gcard_v4,3,5108,144,0.028191072826938137
6,gcard_v4,4,12767,356,0.02788438944152894
6,gcard_v4,5,11867,343,0.02890368248082919
6,gcard_v4,6,26986,705,0.026124657229674646
6,gcard_v4,7,20425,525,0.025703794369645042
6,gcard_v4,8,1388,24,0.01729106628242075
6,gcard_v4,9,12,0,0.0
6,gcard_v4,10,1,0,0.0
7,gcard_v4,1,1607,110,0.06845052893590542
7,gcard_v4,2,840,67,0.07976190476190476
7,gcard_v4,3,502,48,0.09561752988047809
7,gcard_v4,4,1800,146,0.0811111111111111
7,gcard_v4,5,2682,236,0.08799403430275914
7,gcard_v4,6,21761,1619,0.07439915445062267
7,gcard_v4,7,43926,3279,0.07464827209397623
7,gcard_v4,8,22786,1843,0.08088299833230932
7,gcard_v4,9,1397,94,0.06728704366499642
7,gcard_v4,10,68,0,0.0
8,gcard_v4,1,88,19,0.2159090909090909
8,gcard_v4,2,39,12,0.3076923076923077
8,gcard_v4,3,19,7,0.3684210526315789
8,gcard_v4,4,72,21,0.2916666666666667
8,gcard_v4,5,145,38,0.2620689655172414
8,gcard_v4,6,4307,998,0.2317158114697005
8,gcard_v4,7,16983,3626,0.21350762527233116
8,gcard_v4,8,57569,11239,0.19522659764803973
8,gcard_v4,9,17795,3229,0.18145546501826357
8,gcard_v4,10,353,40,0.11331444759206799
9,gcard_v4,1,2,2,1.0
9,gcard_v4,2,3,1,0.3333333333333333
9,gcard_v4,4,4,4,1.0
9,gcard_v4,5,7,4,0.5714285714285714
9,gcard_v4,6,255,137,0.5372549019607843
9,gcard_v4,7,3631,1678,0.46213164417515834
9,gcard_v4,8,14692,6479,0.4409882929485434
9,gcard_v4,9,66550,29148,0.4379864763335838
9,gcard_v4,10,12225,5056,0.41357873210633944
10,gcard_v4,6,1,0,0.0
10,gcard_v4,7,192,143,0.7447916666666666
10,gcard_v4,8,839,617,0.735399284862932
10,gcard_v4,9,11615,8692,0.7483426603529918
10,gcard_v4,10,84723,68796,0.8120109061293863
