model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v5,1,40544,13,0.00032063930544593526
1,gcard_v5,2,22813,14,0.000613685179502915
1,gcard_v5,3,14120,11,0.0007790368271954674
1,gcard_v5,4,9787,13,0.0013282926330847042
1,gcard_v5,5,6076,18,0.0029624753127057276
1,gcard_v5,6,2563,15,0.005852516582130316
1,gcard_v5,7,1395,13,0.00931899641577061
1,gcard_v5,8,74,0,0.0
2,gcard_v5,1,30440,23,0.0007555847568988174
2,gcard_v5,2,24543,21,0.0008556411196675223
2,gcard_v5,3,16463,15,0.0009111340581910951
2,gcard_v5,4,12343,30,0.002430527424451106
2,gcard_v5,5,7966,46,0.005774541802661311
2,gcard_v5,6,3540,22,0.0062146892655367235
2,gcard_v5,7,1967,25,0.012709710218607015
2,gcard_v5,8,109,2,0.01834862385321101
3,gcard_v5,1,17728,16,0.0009025270758122744
3,gcard_v5,2,23147,34,0.0014688728560936623
3,gcard_v5,3,18919,44,0.002325704318410064
3,gcard_v5,4,16675,37,0.0022188905547226388
3,gcard_v5,5,11619,80,0.006885274119975902
3,gcard_v5,6,5579,60,0.01075461552249507
3,gcard_v5,7,3324,69,0.02075812274368231
3,gcard_v5,8,381,5,0.013123359580052493
4,gcard_v5,1,5324,7,0.001314800901577761
4,gcard_v5,2,15765,44,0.002790992705359975
4,gcard_v5,3,24069,69,0.0028667580705471767
4,gcard_v5,4,21182,83,0.0039184213011047115
4,gcard_v5,5,17544,106,0.006041951664386685
4,gcard_v5,6,8130,97,0.011931119311193112
4,gcard_v5,7,4580,101,0.02205240174672489
4,gcard_v5,8,777,13,0.01673101673101673
5,gcard_v5,1,3855,19,0.004928664072632944
5,gcard_v5,2,7749,45,0.005807200929152149
5,gcard_v5,3,17777,92,0.005175226416155707
5,gcard_v5,4,22965,165,0.007184846505551927
5,gcard_v5,5,23474,250,0.01065008094061515
5,gcard_v5,6,13241,216,0.016312967298542407
5,gcard_v5,7,6744,182,0.026986951364175563
5,gcard_v5,8,1566,40,0.02554278416347382
5,gcard_v5,9,1,0,0.0
6,gcard_v5,1,946,8,0.008456659619450317
6,gcard_v5,2,2092,24,0.011472275334608031
6,gcard_v5,3,5783,84,0.014525332872211656
6,gcard_v5,4,14134,262,0.01853686146879864
6,gcard_v5,5,24284,522,0.02149563498599901
6,gcard_v5,6,31689,797,0.025150683202373063
6,gcard_v5,7,14144,586,0.04143099547511312
6,gcard_v5,8,4216,238,0.056451612903225805
6,gcard_v5,9,80,2,0.025
6,gcard_v5,10,3,1,0.3333333333333333
7,gcard_v5,1,2,0,0.0
7,gcard_v5,2,12,3,0.25
7,gcard_v5,3,90,12,0.13333333333333333
7,gcard_v5,4,217,33,0.15207373271889402
7,gcard_v5,5,6178,395,0.06393654904499838
7,gcard_v5,6,27771,1780,0.06409563933599799
7,gcard_v5,7,38847,2922,0.07521816356475404
7,gcard_v5,8,21222,2031,0.09570257280180944
7,gcard_v5,9,2937,263,0.0895471569628873
7,gcard_v5,10,95,2,0.021052631578947368
8,gcard_v5,4,2,2,1.0
8,gcard_v5,5,230,63,0.27391304347826084
8,gcard_v5,6,4751,846,0.17806777520521996
8,gcard_v5,7,22868,4099,0.17924610809865313
8,gcard_v5,8,45022,8959,0.19899160410465994
8,gcard_v5,9,23076,5031,0.21801872074882994
8,gcard_v5,10,1423,231,0.16233309908643712
9,gcard_v5,5,1,0,0.0
9,gcard_v5,6,107,53,0.4953271028037383
9,gcard_v5,7,3349,1397,0.4171394446103314
9,gcard_v5,8,21224,8842,0.41660384470410855
9,gcard_v5,9,51742,22687,0.4384639171272854
9,gcard_v5,10,20948,9529,0.45488829482528165
10,gcard_v5,7,153,116,0.7581699346405228
10,gcard_v5,8,2781,2015,0.724559510967278
10,gcard_v5,9,19535,14708,0.7529050422318915
10,gcard_v5,10,74903,61410,0.8198603527228548
