decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
1,97372,0.1000005134972759,90,0.0009242903504087418,90,0.0009242903504087418,0.005916818172273963,152018,0.17346860761140329,1.1104543170664105
2,97371,0.0999994865027241,177,0.0018177896909757525,267,0.0013710377266448602,0.008776658689878246,151841,0.1949248496736725,1.2478058353275305
3,97372,0.1000005134972759,311,0.0031939366553013185,578,0.0019786727829793063,0.01266641707785715,151530,0.22231514084507042,1.4231439987900556
4,97371,0.0999994865027241,527,0.005412289079910856,1105,0.0028370724493306564,0.018161437925684386,151003,0.2584654305075578,1.6545590413828772
5,97372,0.1000005134972759,1155,0.011861726163578851,2260,0.004642010606788838,0.029715697780454638,149848,0.30778647528945874,1.9702862951749767
6,97371,0.0999994865027241,2854,0.02931057501720225,5114,0.008753416896456697,0.056034747240995435,146994,0.37740509286598234,2.415947879138507
7,97371,0.0999994865027241,8468,0.08696634521572132,13582,0.019926643192488262,0.12755983496051299,138526,0.47421734590828957,3.0356887407045665
8,97372,0.1000005134972759,21079,0.21647906995850963,34661,0.04449582269966058,0.2848387330054961,117447,0.6030871456226925,3.860645067978016
9,97371,0.0999994865027241,42347,0.4349036160663853,77008,0.08787426840860257,0.562524609247919,75100,0.7712689479521834,4.93725605264194
10,97372,0.1000005134972759,75100,0.7712689479521834,152108,0.15621408728426694,1.0,0,0.0,0.0
