final_flag,n_samples,positive,bad_rate,segment,model_score_auc,model_score_ks,gcard_v2_auc,gcard_v2_ks,gcard_v4_auc,gcard_v4_ks,gcard_v5_auc,gcard_v5_ks,gcard_v6_auc,gcard_v6_ks,ks_uplift_vs_gcard_v2,ks_uplift_vs_gcard_v4,ks_uplift_vs_gcard_v5,ks_uplift_vs_gcard_v6
DEV,183739,28148,0.153196,全客群,0.9476908723975892,0.7535090711673518,0.9292738715628627,0.7141907302495427,0.9249416979738968,0.7083259362789369,0.9264364529498273,0.7098220167032866,0.9367935709699249,0.7309617590542226,0.039318,0.045183,0.043687,0.022547
DEV-OOS,183480,31827,0.173463,全客群,0.9327296552036772,0.7187879361126688,0.9259370733597045,0.7038200456930981,0.9214899812666204,0.6938746177024521,0.9232550020882132,0.7005919404477734,0.9335679118809683,0.7196854443216948,0.014968,0.024913,0.018196,-0.000898
OOT,61173,7895,0.12906,全客群,0.9344529504459038,0.7314643962110056,0.9285148934521257,0.7175553288836849,0.9230971405757591,0.709733538253707,0.927598438636577,0.7147744925639008,0.9358097729687774,0.7338111461952732,0.013909,0.021731,0.01669,-0.002347
OOT-OOS,61351,8889,0.144888,全客群,0.930061263420666,0.7188917317539287,0.9215022547363674,0.700376267362946,0.9174731623111531,0.6880913602578937,0.920668484305301,0.6926983163196526,0.9299017438800257,0.7160591761902659,0.018515,0.0308,0.026193,0.002833
DEV,60445,25414,0.420448,老户次新,0.8582148581270866,0.5539498291046973,0.7973409024083902,0.4504584125324433,0.8043563471445477,0.4647123540537347,0.785301087255869,0.42972840431293946,0.8176628033401088,0.479637310615104,0.103491,0.089237,0.124221,0.074313
DEV-OOS,65685,28713,0.437132,老户次新,0.8191377700449805,0.48333700202610635,0.7991887734244861,0.4551098004937303,0.8052709558611817,0.46760552194160315,0.787554360774624,0.4370446526878337,0.8198878385496651,0.48479410777306986,0.028227,0.015731,0.046292,-0.001457
OOT,17304,6982,0.403491,老户次新,0.7964952061244651,0.451777402417299,0.7757497067736454,0.41484648597358936,0.7809175805185877,0.42497673453885426,0.774371295557747,0.41447768005985,0.799163941979184,0.4540764468058618,0.036931,0.026801,0.0373,-0.002299
OOT-OOS,19104,7813,0.408972,老户次新,0.7932729949424587,0.4395759468489048,0.7682455700833493,0.403852061916578,0.7769720518419989,0.4171174709861523,0.7656526721285498,0.40201719216442555,0.792074558136082,0.4363074230612628,0.035724,0.022458,0.037559,0.003269
DEV,53867,23506,0.436371,老户,0.8611209860276507,0.5592928510028672,0.7985785915216841,0.4499805563090255,0.8080916386693597,0.4670502111558776,0.7882833850661943,0.43320372371675786,0.8200805550592369,0.48367518075333615,0.109312,0.092243,0.126089,0.075618
DEV-OOS,57720,26310,0.455821,老户,0.8216619709822313,0.48601488315968194,0.8011480857158565,0.45567831239533524,0.8097955002504243,0.4716104037635176,0.7899265879563226,0.4391401905936021,0.8231462785868924,0.4888337096052249,0.030337,0.014404,0.046875,-0.002819
OOT,15920,6569,0.412626,老户,0.7989501278751352,0.4557464806153817,0.7777522758459555,0.4175052227679619,0.7851350891783753,0.4309251483869747,0.777658521855937,0.42014505121134665,0.8021652759933345,0.4566032413354195,0.038241,0.024821,0.035601,-0.000857
OOT-OOS,16850,7106,0.421721,老户,0.7977262097711547,0.44625254820621535,0.7717421587286181,0.40619282195636874,0.7826769174919597,0.42540792096412894,0.7709661234152133,0.410134628013885,0.7971563873033127,0.441073438944956,0.04006,0.020845,0.036118,0.005179
DEV,6578,1908,0.290058,次新,0.8066785180396753,0.47041847916358037,0.7431726110733883,0.3694387605292617,0.7288250979758394,0.36167988723239014,0.7036730278013459,0.30577844217293126,0.762950991879116,0.39265865801157307,0.10098,0.108739,0.16464,0.07776
DEV-OOS,7965,2403,0.301695,次新,0.7620231692285638,0.39742595218759724,0.7368053755538546,0.35760210289422406,0.7231099939051973,0.3519326569942911,0.7129132827642781,0.31960453963290225,0.7584329518582416,0.38489105446670624,0.039824,0.045493,0.077821,0.012535
OOT,1384,413,0.29841,次新,0.7342446692583717,0.3709113941095648,0.7014361280890207,0.3282890328344874,0.6834196542342958,0.311847450146251,0.6937058472955417,0.29934692025145687,0.7303720734222227,0.37861419419833775,0.042622,0.059064,0.071564,-0.007703
OOT-OOS,2254,707,0.313665,次新,0.7336680292833051,0.352064359635705,0.7085106979351583,0.33847986545828274,0.6998959522879982,0.31350361926949,0.6904553138848838,0.2937656403002938,0.7284976442976275,0.3436609982911672,0.013584,0.038561,0.058299,0.008403
DEV,123294,2734,0.022175,流失户,0.8999915021050267,0.6451961135767782,0.8734343831711789,0.5887483165421046,0.8016159587800636,0.5199267944410115,0.8817727600992977,0.606399627876542,0.8910821752208301,0.6290384690998214,0.056448,0.125269,0.038796,0.016158
DEV-OOS,117795,3114,0.026436,流失户,0.8863416832608251,0.6248032092506786,0.8817472488378447,0.6020930284383287,0.8133745791683232,0.5454955640423786,0.8881070658836911,0.6126883185172495,0.895774084833024,0.6300359702651095,0.02271,0.079308,0.012115,-0.005233
OOT,43869,913,0.020812,流失户,0.877438943356492,0.6069958541341419,0.8721279292894586,0.5792957886720903,0.8056154948573886,0.5330857594035787,0.8786900006292896,0.6030768436017517,0.887747130026425,0.6183997645212652,0.0277,0.07391,0.003919,-0.011404
OOT-OOS,42247,1076,0.025469,流失户,0.8993862211635414,0.6530970341396871,0.8854978970141936,0.6205425324138827,0.8330924884850466,0.5882590365634196,0.8922088841723597,0.6315029012643704,0.9022303184858076,0.6508203296451766,0.032555,0.064838,0.021594,0.002277
