model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,17678,14,0.0007919447901346306
1,gcard_v4,2,6571,14,0.002130573733069548
1,gcard_v4,3,11886,10,0.0008413259296651522
1,gcard_v4,4,4276,2,0.0004677268475210477
1,gcard_v4,5,7408,9,0.001214902807775378
1,gcard_v4,6,1155,4,0.003463203463203463
2,gcard_v4,1,13880,46,0.003314121037463977
2,gcard_v4,2,5409,18,0.0033277870216306157
2,gcard_v4,3,8276,20,0.002416626389560174
2,gcard_v4,4,7970,14,0.0017565872020075283
2,gcard_v4,5,10016,16,0.001597444089456869
2,gcard_v4,6,3411,12,0.003518029903254178
2,gcard_v4,7,11,1,0.09090909090909091
3,gcard_v4,1,12111,44,0.0036330608537693005
3,gcard_v4,2,4814,20,0.004154549231408392
3,gcard_v4,3,9480,29,0.003059071729957806
3,gcard_v4,4,9278,30,0.0032334554860961413
3,gcard_v4,5,8121,35,0.004309814062307598
3,gcard_v4,6,4999,14,0.0028005601120224045
3,gcard_v4,7,170,2,0.011764705882352941
4,gcard_v4,1,10929,47,0.0043004849483026806
4,gcard_v4,2,3759,21,0.00558659217877095
4,gcard_v4,3,9148,51,0.005574989068648885
4,gcard_v4,4,10371,71,0.006846012920644104
4,gcard_v4,5,7671,51,0.00664841611263199
4,gcard_v4,6,5886,39,0.006625891946992864
4,gcard_v4,7,1211,3,0.002477291494632535
5,gcard_v4,1,6345,54,0.00851063829787234
5,gcard_v4,2,6388,66,0.010331872260488416
5,gcard_v4,3,7404,87,0.011750405186385737
5,gcard_v4,4,9968,86,0.00862760834670947
5,gcard_v4,5,8238,93,0.011289147851420248
5,gcard_v4,6,6535,72,0.011017597551644989
5,gcard_v4,7,4030,38,0.009429280397022333
5,gcard_v4,8,64,0,0.0
6,gcard_v4,1,3557,93,0.02614562833848749
6,gcard_v4,2,5266,125,0.02373718192176225
6,gcard_v4,3,2439,60,0.024600246002460024
6,gcard_v4,4,6262,166,0.026509102523155543
6,gcard_v4,5,5889,175,0.029716420444897265
6,gcard_v4,6,13326,366,0.027465105808194508
6,gcard_v4,7,11454,303,0.02645364064955474
6,gcard_v4,8,768,15,0.01953125
6,gcard_v4,9,12,0,0.0
7,gcard_v4,1,840,50,0.05952380952380952
7,gcard_v4,2,457,38,0.08315098468271334
7,gcard_v4,3,238,22,0.09243697478991597
7,gcard_v4,4,942,72,0.07643312101910828
7,gcard_v4,5,1494,122,0.08165997322623829
7,gcard_v4,6,11587,917,0.0791404159834297
7,gcard_v4,7,21692,1757,0.08099760280287664
7,gcard_v4,8,11058,1009,0.09124615662868511
7,gcard_v4,9,645,45,0.06976744186046512
7,gcard_v4,10,21,1,0.047619047619047616
8,gcard_v4,1,42,6,0.14285714285714285
8,gcard_v4,2,14,1,0.07142857142857142
8,gcard_v4,3,2,0,0.0
8,gcard_v4,4,26,5,0.19230769230769232
8,gcard_v4,5,61,17,0.2786885245901639
8,gcard_v4,6,1905,429,0.2251968503937008
8,gcard_v4,7,8503,1734,0.203928025402799
8,gcard_v4,8,29357,5935,0.20216643389992164
8,gcard_v4,9,8922,1846,0.2069042815512217
8,gcard_v4,10,141,19,0.1347517730496454
9,gcard_v4,2,1,0,0.0
9,gcard_v4,4,1,0,0.0
9,gcard_v4,5,1,0,0.0
9,gcard_v4,6,108,45,0.4166666666666667
9,gcard_v4,7,1811,770,0.4251794588625069
9,gcard_v4,8,7314,3000,0.41017227235438886
9,gcard_v4,9,33098,14532,0.4390597619191492
9,gcard_v4,10,6639,3106,0.467841542400964
10,gcard_v4,6,1,1,1.0
10,gcard_v4,7,92,73,0.7934782608695652
10,gcard_v4,8,412,283,0.6868932038834952
10,gcard_v4,9,6296,4391,0.6974269377382465
10,gcard_v4,10,42173,34097,0.8085030706850355
