model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v5,1,18319,4,0.00021835253015994323
1,gcard_v5,2,10760,8,0.0007434944237918215
1,gcard_v5,3,8043,7,0.0008703220191470844
1,gcard_v5,4,5701,6,0.0010524469391334855
1,gcard_v5,5,3610,10,0.002770083102493075
1,gcard_v5,6,1698,9,0.00530035335689046
1,gcard_v5,7,800,9,0.01125
1,gcard_v5,8,44,0,0.0
2,gcard_v5,1,14784,12,0.0008116883116883117
2,gcard_v5,2,11729,10,0.0008525876033762469
2,gcard_v5,3,8208,15,0.001827485380116959
2,gcard_v5,4,6530,12,0.0018376722817764165
2,gcard_v5,5,4341,22,0.00506795669200645
2,gcard_v5,6,2088,22,0.01053639846743295
2,gcard_v5,7,1197,31,0.025898078529657476
2,gcard_v5,8,97,3,0.030927835051546393
3,gcard_v5,1,10097,8,0.0007923145488759037
3,gcard_v5,2,12179,17,0.0013958453074965104
3,gcard_v5,3,9091,22,0.0024199758002419977
3,gcard_v5,4,7936,27,0.003402217741935484
3,gcard_v5,5,5440,38,0.006985294117647059
3,gcard_v5,6,2495,33,0.013226452905811623
3,gcard_v5,7,1575,26,0.01650793650793651
3,gcard_v5,8,161,3,0.018633540372670808
4,gcard_v5,1,3772,4,0.0010604453870625664
4,gcard_v5,2,8634,24,0.002779708130646282
4,gcard_v5,3,11718,36,0.0030721966205837174
4,gcard_v5,4,10341,46,0.00444831254230732
4,gcard_v5,5,8323,58,0.006968641114982578
4,gcard_v5,6,3733,49,0.01312617197964104
4,gcard_v5,7,2123,59,0.027790861987753178
4,gcard_v5,8,330,7,0.021212121212121213
5,gcard_v5,1,2208,11,0.004981884057971014
5,gcard_v5,2,4648,25,0.005378657487091222
5,gcard_v5,3,9067,44,0.004852762766074777
5,gcard_v5,4,11195,67,0.005984814649397052
5,gcard_v5,5,11430,122,0.010673665791776027
5,gcard_v5,6,6430,112,0.017418351477449457
5,gcard_v5,7,3267,97,0.029690847872666053
5,gcard_v5,8,730,18,0.024657534246575342
6,gcard_v5,1,283,3,0.01060070671378092
6,gcard_v5,2,693,11,0.015873015873015872
6,gcard_v5,3,2615,32,0.012237093690248566
6,gcard_v5,4,7111,151,0.02123470679229363
6,gcard_v5,5,12427,258,0.020761245674740483
6,gcard_v5,6,16023,428,0.02671160207202147
6,gcard_v5,7,7457,286,0.038353225157570066
6,gcard_v5,8,2307,132,0.05721716514954486
6,gcard_v5,9,58,2,0.034482758620689655
7,gcard_v5,1,2,0,0.0
7,gcard_v5,2,1,0,0.0
7,gcard_v5,3,72,4,0.05555555555555555
7,gcard_v5,4,160,11,0.06875
7,gcard_v5,5,3309,191,0.05772136597159263
7,gcard_v5,6,14095,930,0.0659808442710181
7,gcard_v5,7,19135,1516,0.07922654821008623
7,gcard_v5,8,10619,1199,0.1129108202278934
7,gcard_v5,9,1536,179,0.11653645833333333
7,gcard_v5,10,45,3,0.06666666666666667
8,gcard_v5,5,95,18,0.18947368421052632
8,gcard_v5,6,2354,382,0.1622769753610875
8,gcard_v5,7,11651,2080,0.17852544845935972
8,gcard_v5,8,22680,4621,0.20374779541446209
8,gcard_v5,9,11440,2715,0.23732517482517482
8,gcard_v5,10,754,176,0.23342175066312998
9,gcard_v5,6,58,24,0.41379310344827586
9,gcard_v5,7,1683,609,0.36185383244206776
9,gcard_v5,8,10627,4251,0.40001881998682604
9,gcard_v5,9,25944,11344,0.4372494603761949
9,gcard_v5,10,10662,5225,0.49005815044081785
10,gcard_v5,7,86,63,0.7325581395348837
10,gcard_v5,8,1379,943,0.6838288614938361
10,gcard_v5,9,9996,7390,0.7392957182873149
10,gcard_v5,10,37514,30449,0.8116703097510263
