intent_level,zc_level,n_samples,head_risk_count,head_risk_rate
低意愿,1,31,0,0.0
低意愿,2,133,0,0.0
低意愿,3,699,0,0.0
低意愿,4,1735,0,0.0
低意愿,5,4159,0,0.0
低意愿,6,48253,0,0.0
低意愿,7,54058,0,0.0
中意愿,1,259,0,0.0
中意愿,2,1406,0,0.0
中意愿,3,4916,1,0.000203
中意愿,4,5962,1,0.000168
中意愿,5,17484,3,0.000172
中意愿,6,60916,3,4.9e-05
中意愿,7,18125,1,5.5e-05
高意愿,1,4921,5,0.001016
高意愿,2,11840,12,0.001014
高意愿,3,17409,14,0.000804
高意愿,4,11353,3,0.000264
高意愿,5,24841,14,0.000564
高意愿,6,33833,15,0.000443
高意愿,7,4872,1,0.000205
