intent_level,1,2,3,4,5,6,7
中意愿,0.0,0.006401,0.004679,0.004361,0.004175,0.00545,0.006841
低意愿,0.0,0.0,0.001431,0.0,0.002404,0.001865,0.002257
高意愿,0.088193,0.070524,0.060026,0.050824,0.053259,0.066651,0.114532
