intent_level,zc_level,n_samples,pct,bad,bad_rate
低意愿,1,147,0.0003,0,0.0
低意愿,2,414,0.000845,1,0.002415
低意愿,3,1905,0.00389,5,0.002625
低意愿,4,3626,0.007404,4,0.001103
低意愿,5,10122,0.020668,23,0.002272
低意愿,6,79697,0.162732,213,0.002673
低意愿,7,67337,0.137495,197,0.002926
中意愿,1,4032,0.008233,145,0.035962
中意愿,2,12811,0.026159,458,0.035751
中意愿,3,23119,0.047206,773,0.033436
中意愿,4,18825,0.038439,567,0.03012
中意愿,5,34386,0.070212,711,0.020677
中意愿,6,61430,0.125433,1276,0.020772
中意愿,7,8644,0.01765,232,0.026839
高意愿,1,7292,0.014889,2976,0.408118
高意愿,2,24172,0.049356,10528,0.435545
高意愿,3,35064,0.071597,14836,0.423112
高意愿,4,40709,0.083123,18466,0.45361
高意愿,5,9672,0.019749,3928,0.406121
高意愿,6,36729,0.074996,16591,0.451714
高意愿,7,9610,0.019623,4829,0.502497
