model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v6,1,24796,8,0.00032263268269075657
1,gcard_v6,2,11485,9,0.0007836308228123639
1,gcard_v6,3,5254,7,0.0013323182337266844
1,gcard_v6,4,3419,7,0.0020473822755191578
1,gcard_v6,5,2627,10,0.003806623524933384
1,gcard_v6,6,1315,11,0.008365019011406844
1,gcard_v6,7,79,1,0.012658227848101266
2,gcard_v6,1,13101,12,0.0009159606136936112
2,gcard_v6,2,14566,10,0.000686530275985171
2,gcard_v6,3,8657,20,0.0023102691463555503
2,gcard_v6,4,5817,15,0.0025786487880350697
2,gcard_v6,5,4338,26,0.00599354541263255
2,gcard_v6,6,2190,35,0.01598173515981735
2,gcard_v6,7,305,9,0.029508196721311476
3,gcard_v6,1,6865,6,0.0008739985433357611
3,gcard_v6,2,12069,18,0.0014914243102162564
3,gcard_v6,3,11801,24,0.0020337259554275063
3,gcard_v6,4,8771,25,0.0028503021320259946
3,gcard_v6,5,6040,45,0.0074503311258278145
3,gcard_v6,6,2839,46,0.01620288834096513
3,gcard_v6,7,589,10,0.01697792869269949
4,gcard_v6,1,3443,7,0.0020331106593087424
4,gcard_v6,2,7032,23,0.003270762229806598
4,gcard_v6,3,11564,32,0.002767208578346593
4,gcard_v6,4,12976,58,0.004469790382244143
4,gcard_v6,5,9115,59,0.006472846955567746
4,gcard_v6,6,4084,70,0.017140058765915768
4,gcard_v6,7,760,34,0.04473684210526316
5,gcard_v6,1,716,2,0.002793296089385475
5,gcard_v6,2,3493,15,0.00429430289149728
5,gcard_v6,3,10019,46,0.004591276574508434
5,gcard_v6,4,13582,104,0.00765719334413194
5,gcard_v6,5,13053,136,0.010419060752317475
5,gcard_v6,6,6875,156,0.02269090909090909
5,gcard_v6,7,1237,37,0.029911075181891674
6,gcard_v6,1,54,0,0.0
6,gcard_v6,2,328,2,0.006097560975609756
6,gcard_v6,3,1677,40,0.02385211687537269
6,gcard_v6,4,4397,70,0.01591994541733
6,gcard_v6,5,13460,274,0.02035661218424963
6,gcard_v6,6,22565,613,0.027165964990028806
6,gcard_v6,7,6462,299,0.046270504487774686
6,gcard_v6,8,31,5,0.16129032258064516
7,gcard_v6,2,1,0,0.0
7,gcard_v6,3,2,0,0.0
7,gcard_v6,4,12,1,0.08333333333333333
7,gcard_v6,5,335,23,0.06865671641791045
7,gcard_v6,6,8996,479,0.053245887060915965
7,gcard_v6,7,31185,2498,0.08010261343594677
7,gcard_v6,8,8291,1007,0.12145700156796527
7,gcard_v6,9,152,25,0.16447368421052633
8,gcard_v6,5,6,0,0.0
8,gcard_v6,6,107,11,0.102803738317757
8,gcard_v6,7,8206,1364,0.16621983914209115
8,gcard_v6,8,32868,6725,0.20460630400389437
8,gcard_v6,9,7755,1885,0.24306898774983882
8,gcard_v6,10,32,7,0.21875
9,gcard_v6,5,1,0,0.0
9,gcard_v6,6,3,1,0.3333333333333333
9,gcard_v6,7,146,47,0.3219178082191781
9,gcard_v6,8,7713,2876,0.3728769609749773
9,gcard_v6,9,35595,15827,0.44464110127826945
9,gcard_v6,10,5516,2702,0.48984771573604063
10,gcard_v6,7,5,1,0.2
10,gcard_v6,8,71,41,0.5774647887323944
10,gcard_v6,9,5472,3688,0.6739766081871345
10,gcard_v6,10,43427,35115,0.8085983374398416
