decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
1,48975,0.1000014293210929,53,0.001082184788157223,53,0.001082184788157223,0.006904629095044006,76706,0.17402806011325686,1.1103456825134088
2,48974,0.09999938743381732,127,0.002593212725119451,180,0.001837691043298043,0.011724961563046853,76579,0.1954573066458394,1.247070020826917
3,48974,0.09999938743381732,174,0.003552905623392004,354,0.002409425345248872,0.01537277969825321,76405,0.22287206113995683,1.421983504720826
4,48974,0.09999938743381732,283,0.005778576387470903,637,0.0032517088061583383,0.02074677400506003,76122,0.2590540623319698,1.6528343731503263
5,48975,0.1000014293210929,496,0.010127616130678918,1133,0.004626907118821261,0.0295209079468581,75626,0.3088401648214774,1.9704830552790529
6,48974,0.09999938743381732,1303,0.026605954179768857,2436,0.008290056696364763,0.05289278438551529,74323,0.3793983573000097,2.42066324078191
7,48974,0.09999938743381732,4033,0.08234981827091926,6469,0.01886996091243218,0.12039540988206299,70290,0.4784138630439074,3.0524087146616337
8,48974,0.09999938743381732,9992,0.20402662637317762,16461,0.04201442594832999,0.26806330211718465,60298,0.6156060807154744,3.9277318462699955
9,48974,0.09999938743381732,21453,0.4380487605668314,37914,0.0860180412371134,0.5488181655517611,38845,0.79315977539561,5.060572022584612
10,48975,0.1000014293210929,38845,0.79315977539561,76759,0.15673322538555937,1.0,0,0.0,0.0
