model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v2,1,20073,3,0.00014945449110745777
1,gcard_v2,2,10871,2,0.00018397571520559287
1,gcard_v2,3,7288,8,0.0010976948408342481
1,gcard_v2,4,5363,11,0.002051090807383927
1,gcard_v2,5,3596,12,0.0033370411568409346
1,gcard_v2,6,1508,9,0.005968169761273209
1,gcard_v2,7,259,5,0.019305019305019305
2,gcard_v2,1,13302,10,0.0007517666516313336
2,gcard_v2,2,11159,9,0.0008065238820682857
2,gcard_v2,3,9230,11,0.0011917659804983748
2,gcard_v2,4,6983,15,0.0021480738937419445
2,gcard_v2,5,4987,21,0.00421094846601163
2,gcard_v2,6,2720,24,0.008823529411764706
2,gcard_v2,7,573,7,0.012216404886561954
2,gcard_v2,8,4,0,0.0
3,gcard_v2,1,8866,8,0.0009023234829686443
3,gcard_v2,2,10808,14,0.0012953367875647669
3,gcard_v2,3,10115,22,0.00217498764211567
3,gcard_v2,4,8367,24,0.0028684116170670493
3,gcard_v2,5,6025,32,0.0053112033195020746
3,gcard_v2,6,3888,46,0.011831275720164609
3,gcard_v2,7,874,14,0.016018306636155607
3,gcard_v2,8,15,0,0.0
4,gcard_v2,1,4679,13,0.002778371446890361
4,gcard_v2,2,9534,25,0.002622194252150199
4,gcard_v2,3,10667,22,0.0020624355488890974
4,gcard_v2,4,9887,37,0.0037422878527359157
4,gcard_v2,5,7630,63,0.008256880733944955
4,gcard_v2,6,5129,76,0.01481770325599532
4,gcard_v2,7,1386,30,0.021645021645021644
4,gcard_v2,8,45,0,0.0
5,gcard_v2,1,1806,7,0.003875968992248062
5,gcard_v2,2,5539,29,0.005235602094240838
5,gcard_v2,3,8832,50,0.005661231884057971
5,gcard_v2,4,11020,74,0.006715063520871143
5,gcard_v2,5,10830,123,0.011357340720221607
5,gcard_v2,6,7905,139,0.01758380771663504
5,gcard_v2,7,2823,64,0.02267091746369111
5,gcard_v2,8,202,2,0.009900990099009901
5,gcard_v2,9,1,0,0.0
6,gcard_v2,1,231,6,0.025974025974025976
6,gcard_v2,2,1041,18,0.01729106628242075
6,gcard_v2,3,2780,55,0.019784172661870502
6,gcard_v2,4,6955,142,0.020416966211358734
6,gcard_v2,5,13349,273,0.02045097011012061
6,gcard_v2,6,15079,433,0.02871543205782877
6,gcard_v2,7,7922,266,0.03357737944963393
6,gcard_v2,8,1549,55,0.035506778566817304
6,gcard_v2,9,52,3,0.057692307692307696
7,gcard_v2,1,1,0,0.0
7,gcard_v2,2,6,0,0.0
7,gcard_v2,3,37,1,0.02702702702702703
7,gcard_v2,4,371,27,0.07277628032345014
7,gcard_v2,5,2412,149,0.061774461028192375
7,gcard_v2,6,11686,827,0.0707684408694164
7,gcard_v2,7,23187,1825,0.07870789666623539
7,gcard_v2,8,10141,929,0.09160832265062617
7,gcard_v2,9,1085,110,0.10138248847926268
7,gcard_v2,10,31,3,0.0967741935483871
8,gcard_v2,3,9,0,0.0
8,gcard_v2,4,11,0,0.0
8,gcard_v2,5,123,25,0.2032520325203252
8,gcard_v2,6,969,196,0.20227038183694532
8,gcard_v2,7,11142,2185,0.19610482857655717
8,gcard_v2,8,26455,5294,0.20011340011340012
8,gcard_v2,9,9749,1961,0.20114883577802853
8,gcard_v2,10,500,107,0.214
9,gcard_v2,5,6,2,0.3333333333333333
9,gcard_v2,6,68,26,0.38235294117647056
9,gcard_v2,7,759,302,0.39789196310935443
9,gcard_v2,8,10063,4279,0.42522110702573784
9,gcard_v2,9,28842,12815,0.4443173150266972
9,gcard_v2,10,9220,4057,0.4400216919739696
10,gcard_v2,6,6,4,0.6666666666666666
10,gcard_v2,7,33,22,0.6666666666666666
10,gcard_v2,8,483,345,0.7142857142857143
10,gcard_v2,9,9229,6778,0.7344240979521075
10,gcard_v2,10,39207,32097,0.818654832045298
