intent_level,1,2,3,4,5,6,7
中意愿,0.344228,0.357878,0.361212,0.378489,0.379045,0.38545,0.3758
低意愿,0.120048,0.111427,0.119315,0.122363,0.12861,0.130751,0.11362
高意愿,0.76022,0.787528,0.776194,0.783448,0.774271,0.773901,0.780726
