intent_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
低意愿,163248,471655.43,28750.83,0.06095727552633074,2,1.2e-05
中意愿,163247,8528344.9,207792.10000000003,0.024364879989785593,57,0.000349
高意愿,163248,174734716.57,5969649.430000001,0.034164071955377656,2093,0.012821
