decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
10,641810,0.09999989093357278,77449,0.12067278478054252,77449,0.12067278478054252,4.9797198253026345,78080,0.013517310484554379,0.5578094441685593
9,641804,0.09999895607848233,34802,0.054225277499049554,112251,0.0874491864376674,3.608704715004264,43278,0.008428875061276741,0.34782852093761085
8,640242,0.09975558213660196,8824,0.013782288572133662,121075,0.0629335043787061,2.597033125574679,34454,0.00766623849001758,0.3163573283210929
7,642277,0.1000726538214461,5699,0.00887311860770353,126774,0.049402739452709586,2.03866846633497,28755,0.007465003657864773,0.30805311055537876
6,631087,0.09832914907775767,5796,0.009184153690378664,132570,0.04146414697768686,1.7110720956639656,22959,0.007128160658849566,0.29415284494651806
5,630625,0.09825716523579305,6095,0.009665014866204162,138665,0.03622534350267579,1.4948860386932856,16864,0.006510538316201219,0.268665853577013
4,664830,0.10358661829726429,3222,0.004846351698930554,141887,0.03158185268242194,1.3032663347287068,13642,0.00708516322570727,0.29237849979781527
3,641663,0.09997698698385676,5888,0.009176156331282931,147775,0.028781704671566228,1.1877145755744067,7754,0.006040027450421376,0.24924960913875605
2,2313,0.0003603866373683081,25,0.010808473843493299,147800,0.02877361144449954,1.187380598005662,7729,0.006031420509170818,0.2488944324843135
1,1281456,0.19966261079785674,7729,0.006031420509170818,155529,0.024232846227088455,1.0,0,0.0,0.0
