segment,final_flag,score_version,intent_level,zc_level,n_samples,total_principal,total_overdue,amount_overdue_rate
流失户,DEV-OOS,gcard_v6,低意愿,7,306310,408510.71,0.0,0.0
流失户,DEV-OOS,gcard_v6,中意愿,1,2245,133162.55000000002,8241.93,0.061893753161080194
流失户,DEV-OOS,gcard_v6,中意愿,2,14102,588235.3400000001,47627.3,0.0809664036846205
流失户,DEV-OOS,gcard_v6,中意愿,3,44271,1169732.51,4739.530000000001,0.004051806681854128
流失户,DEV-OOS,gcard_v6,中意愿,4,45850,978677.63,11214.22,0.01145854329990152
流失户,DEV-OOS,gcard_v6,中意愿,5,133508,2734999.54,56558.75000000001,0.020679619565859234
流失户,DEV-OOS,gcard_v6,中意愿,6,383029,3150105.7,134979.99000000002,0.04284935264235737
流失户,DEV-OOS,gcard_v6,中意愿,7,147788,492557.12,12997.86,0.026388533374565776
流失户,DEV-OOS,gcard_v6,高意愿,1,33667,21852051.490000002,402238.56,0.018407359152712667
流失户,DEV-OOS,gcard_v6,高意愿,2,76226,20652104.0,562164.8300000001,0.027220704970302302
流失户,DEV-OOS,gcard_v6,高意愿,3,105577,15964410.96,585223.14,0.03665798515625283
流失户,DEV-OOS,gcard_v6,高意愿,4,66487,6230132.7,153948.21000000002,0.02471026178944792
流失户,DEV-OOS,gcard_v6,高意愿,5,135513,10818414.9,317602.75,0.02935760487425935
流失户,DEV-OOS,gcard_v6,高意愿,6,252624,11267363.200000001,519175.15,0.04607778597214297
流失户,DEV-OOS,gcard_v6,高意愿,7,100699,2320235.81,95699.68000000001,0.04124566976664325
流失户,DEV-OOS,gcard_v6,低意愿,合计,770794,3072124.39,28587.850000000002,0.009305563958626037
流失户,DEV-OOS,gcard_v6,中意愿,合计,770793,9247470.39,276359.58,0.029884884010966808
流失户,DEV-OOS,gcard_v6,高意愿,合计,770793,89104713.06,2636052.3200000003,0.029583758585530428
流失户,DEV-OOS,gcard_v6,合计,1,36861,21985703.240000002,410480.49,0.01867033706036687
流失户,DEV-OOS,gcard_v6,合计,2,92292,21251892.17,609792.13,0.028693545267503583
流失户,DEV-OOS,gcard_v6,合计,3,162755,17424018.990000002,589962.67,0.0338591613300348
流失户,DEV-OOS,gcard_v6,合计,4,133714,7341232.01,167918.44,0.0228733324013281
流失户,DEV-OOS,gcard_v6,合计,5,325973,14241222.120000001,374161.5,0.026273131396113633
流失户,DEV-OOS,gcard_v6,合计,6,1005988,15958935.67,679986.98,0.042608541951720265
流失户,DEV-OOS,gcard_v6,合计,7,554797,3221303.64,108697.54000000001,0.033743338768275816
