mdl_month,score_column,score_decile,score_min,score_max,n_samples,pct,bad_rate,baseline_pct,psi_component,month_psi,lower_bound
2025-06,model_score,001,0.001221991393305739,0.0028423840019584593,115289,0.09607416666666667,0.0015873153553244456,0.1,0.00015722853893378156,0.001824411989632565,"(0.001222, 0.002842]"
2025-06,model_score,002,0.0028423840019584593,0.003555555796704264,115723,0.09643583333333333,0.003145442133370203,0.1,0.00012935194265397142,0.001824411989632565,"(0.002842, 0.003556]"
2025-06,model_score,003,0.003555555796704264,0.0055047910342660164,115893,0.0965775,0.004504154694416401,0.1,0.00011918647872518102,0.001824411989632565,"(0.003556, 0.005505]"
2025-06,model_score,004,0.0055047910342660164,0.010570912098444605,115997,0.09666416666666666,0.006396717156478185,0.1,0.00011317619879878465,0.001824411989632565,"(0.005505, 0.010571]"
2025-06,model_score,005,0.010570912098444605,0.02137404599316172,116385,0.0969875,0.01273359969068179,0.1,9.214659632617135e-05,0.001824411989632565,"(0.010571, 0.021374]"
2025-06,model_score,006,0.02137404599316172,0.06737391945926852,118056,0.09838,0.03361963813783289,0.1,2.6458900485854475e-05,0.001824411989632565,"(0.021374, 0.067374]"
2025-06,model_score,007,0.06737391945926852,0.15927393359619255,120937,0.10078083333333333,0.10120972076370341,0.1,6.073326403657028e-06,0.001824411989632565,"(0.067374, 0.159274]"
2025-06,model_score,008,0.15927393359619255,0.3334078518484495,124127,0.10343916666666667,0.22499536764765118,0.1,0.00011629023540574371,0.001824411989632565,"(0.159274, 0.333408]"
2025-06,model_score,009,0.3334078518484495,0.6114009870808139,127306,0.10608833333333334,0.45689126985373824,0.1,0.0003598320339083346,0.001824411989632565,"(0.333408, 0.611401]"
2025-06,model_score,010,0.6114009870808139,0.9983048832626005,130284,0.10857,0.7974194835896964,0.1,0.0007046677379910853,0.001824411989632565,"(0.611401, 0.998305]"
2025-07,model_score,001,0.001221991393305739,0.0028423840019584593,123245,0.10270416666666667,0.001906771065763317,0.1,7.215393077866726e-05,0.002902478015703586,"(0.001222, 0.002842]"
2025-07,model_score,002,0.0028423840019584593,0.003555555796704264,131262,0.109385,0.0030473404336365437,0.1,0.0008418681272224913,0.002902478015703586,"(0.002842, 0.003556]"
2025-07,model_score,003,0.003555555796704264,0.0055047910342660164,124356,0.10363,0.004237833317250474,0.1,0.0001294337382651657,0.002902478015703586,"(0.003556, 0.005505]"
2025-07,model_score,004,0.0055047910342660164,0.010570912098444605,117967,0.09830583333333333,0.007569913619910653,0.1,2.8947918250200357e-05,0.002902478015703586,"(0.005505, 0.010571]"
2025-07,model_score,005,0.010570912098444605,0.02137404599316172,114332,0.09527666666666666,0.014344190602805864,0.1,0.00022853964602810115,0.002902478015703586,"(0.010571, 0.021374]"
2025-07,model_score,006,0.02137404599316172,0.06737391945926852,112088,0.09340666666666667,0.03834487188637499,0.1,0.0004497145572684769,0.002902478015703586,"(0.021374, 0.067374]"
2025-07,model_score,007,0.06737391945926852,0.15927393359619255,112252,0.09354333333333334,0.1073833873783986,0.1,0.00043095279253105523,0.002902478015703586,"(0.067374, 0.159274]"
2025-07,model_score,008,0.15927393359619255,0.3334078518484495,115584,0.09632,0.23652062569213733,0.1,0.0001379786722934964,0.002902478015703586,"(0.159274, 0.333408]"
2025-07,model_score,009,0.3334078518484495,0.6114009870808139,119581,0.09965083333333333,0.4658766860956172,0.1,1.2213070526661484e-06,0.002902478015703586,"(0.333408, 0.611401]"
2025-07,model_score,010,0.6114009870808139,0.9983048832626005,129326,0.10777166666666667,0.8048265623308538,0.1,0.0005816673260132657,0.002902478015703586,"(0.611401, 0.998305]"
2025-08,model_score,001,0.001221991393305739,0.0028423840019584593,127604,0.10633666666666666,0.002045390426632394,0.1,0.00038932464538336055,0.005392097166944832,"(0.001222, 0.002842]"
2025-08,model_score,002,0.0028423840019584593,0.003555555796704264,136811,0.11400916666666666,0.003267281139674441,0.1,0.0018367231888881089,0.005392097166944832,"(0.002842, 0.003556]"
2025-08,model_score,003,0.003555555796704264,0.0055047910342660164,127143,0.1059525,0.00461684874511377,0.1,0.00034417768391422813,0.005392097166944832,"(0.003556, 0.005505]"
2025-08,model_score,004,0.0055047910342660164,0.010570912098444605,119007,0.0991725,0.008495298595880914,0.1,6.876051563369117e-06,0.005392097166944832,"(0.005505, 0.010571]"
2025-08,model_score,005,0.010570912098444605,0.02137404599316172,114435,0.0953625,0.015563420282256303,0.1,0.0002202106049764616,0.005392097166944832,"(0.010571, 0.021374]"
2025-08,model_score,006,0.02137404599316172,0.06737391945926852,109744,0.09145333333333333,0.040722044029741944,0.1,0.0007635708407743551,0.005392097166944832,"(0.021374, 0.067374]"
2025-08,model_score,007,0.06737391945926852,0.15927393359619255,109649,0.09137416666666667,0.11589708980474057,0.1,0.0007781138933466832,0.005392097166944832,"(0.067374, 0.159274]"
2025-08,model_score,008,0.15927393359619255,0.3334078518484495,111513,0.0929275,0.24839256409566599,0.1,0.0005187718833388952,0.005392097166944832,"(0.159274, 0.333408]"
2025-08,model_score,009,0.3334078518484495,0.6114009870808139,116112,0.09676,0.48272357723577236,0.1,0.0001067142607978987,0.005392097166944832,"(0.333408, 0.611401]"
2025-08,model_score,010,0.6114009870808139,0.9983048832626005,127975,0.10664583333333333,0.8150341863645243,0.1,0.0004276141139614721,0.005392097166944832,"(0.611401, 0.998305]"
2025-09,model_score,001,0.001221991393305739,0.0028423840019584593,135238,0.11269833333333333,0.002188733935728124,0.1,0.0015180152288430772,0.010740243085683335,"(0.001222, 0.002842]"
2025-09,model_score,002,0.0028423840019584593,0.003555555796704264,143178,0.119315,0.0034362821103800863,0.1,0.0034109685181116602,0.010740243085683335,"(0.002842, 0.003556]"
2025-09,model_score,003,0.003555555796704264,0.0055047910342660164,134265,0.1118875,0.005168882433992478,0.1,0.001335248176434081,0.010740243085683335,"(0.003556, 0.005505]"
2025-09,model_score,004,0.0055047910342660164,0.010570912098444605,123129,0.1026075,0.009120515881717549,0.1,6.711924940578235e-05,0.010740243085683335,"(0.005505, 0.010571]"
2025-09,model_score,005,0.010570912098444605,0.02137404599316172,117235,0.09769583333333333,0.0172218194225274,0.1,5.371306375570392e-05,0.010740243085683335,"(0.010571, 0.021374]"
2025-09,model_score,006,0.02137404599316172,0.06737391945926852,112284,0.09357,0.043176231698193866,0.1,0.0004273401578827352,0.010740243085683335,"(0.021374, 0.067374]"
2025-09,model_score,007,0.06737391945926852,0.15927393359619255,107327,0.08943916666666667,0.11911261844643006,0.1,0.001178710384717244,0.010740243085683335,"(0.067374, 0.159274]"
2025-09,model_score,008,0.15927393359619255,0.3334078518484495,106077,0.0883975,0.25426812598395504,0.1,0.0014308956847768521,0.010740243085683335,"(0.159274, 0.333408]"
2025-09,model_score,009,0.3334078518484495,0.6114009870808139,108863,0.09071916666666667,0.48800786309398053,0.1,0.0009039673832691051,0.010740243085683335,"(0.333408, 0.611401]"
2025-09,model_score,010,0.6114009870808139,0.9983048832626005,112401,0.0936675,0.8132756826006886,0.1,0.00041426523848709415,0.010740243085683335,"(0.611401, 0.998305]"
2025-10,model_score,001,0.001221991393305739,0.0028423840019584593,140900,0.11741666666666667,0.0019020581973030518,0.1,0.0027963969424684154,0.016680935954096837,"(0.001222, 0.002842]"
2025-10,model_score,002,0.0028423840019584593,0.003555555796704264,147452,0.12287666666666666,0.0031874779589290076,0.1,0.004712843977121567,0.016680935954096837,"(0.002842, 0.003556]"
2025-10,model_score,003,0.003555555796704264,0.0055047910342660164,136213,0.11351083333333334,0.00483801105621343,0.1,0.0017122021600530634,0.016680935954096837,"(0.003556, 0.005505]"
2025-10,model_score,004,0.0055047910342660164,0.010570912098444605,124471,0.10372583333333334,0.009070385873014598,0.1,0.0001362947623082295,0.016680935954096837,"(0.005505, 0.010571]"
2025-10,model_score,005,0.010570912098444605,0.02137404599316172,118955,0.09912916666666667,0.01744357109831449,0.1,7.616719757007987e-06,0.016680935954096837,"(0.010571, 0.021374]"
2025-10,model_score,006,0.02137404599316172,0.06737391945926852,112590,0.093825,0.04244604316546763,0.1,0.00039358734297126704,0.016680935954096837,"(0.021374, 0.067374]"
2025-10,model_score,007,0.06737391945926852,0.15927393359619255,105312,0.08776,0.11659639927073838,0.1,0.0015981078890584663,0.016680935954096837,"(0.067374, 0.159274]"
2025-10,model_score,008,0.15927393359619255,0.3334078518484495,102491,0.08540916666666666,0.248538896098194,0.1,0.0023012188559739894,0.016680935954096837,"(0.159274, 0.333408]"
2025-10,model_score,009,0.3334078518484495,0.6114009870808139,107427,0.0895225,0.47545775270648905,0.1,0.0011596517499656144,0.016680935954096837,"(0.333408, 0.611401]"
2025-10,model_score,010,0.6114009870808139,0.9983048832626005,104183,0.08681916666666667,0.8007928356833649,0.1,0.0018630155544192173,0.016680935954096837,"(0.611401, 0.998305]"
2025-11,model_score,001,0.001221991393305739,0.0028423840019584593,143951,0.11995916666666667,0.0016255531396100061,0.1,0.0036321935223092064,0.021143340565935326,"(0.001222, 0.002842]"
2025-11,model_score,002,0.0028423840019584593,0.003555555796704264,148889,0.12407416666666667,0.0028611918946329145,0.1,0.005193022099447894,0.021143340565935326,"(0.002842, 0.003556]"
2025-11,model_score,003,0.003555555796704264,0.0055047910342660164,138755,0.11562916666666667,0.004648481135814926,0.1,0.00226963703192677,0.021143340565935326,"(0.003556, 0.005505]"
2025-11,model_score,004,0.0055047910342660164,0.010570912098444605,125854,0.10487833333333334,0.00822381489662625,0.1,0.0002323587347560722,0.021143340565935326,"(0.005505, 0.010571]"
2025-11,model_score,005,0.010570912098444605,0.02137404599316172,119910,0.099925,0.016378950879826538,0.1,5.627110430281752e-08,0.021143340565935326,"(0.010571, 0.021374]"
2025-11,model_score,006,0.02137404599316172,0.06737391945926852,110439,0.0920325,0.04032090113094106,0.1,0.0006615288602716565,0.021143340565935326,"(0.021374, 0.067374]"
2025-11,model_score,007,0.06737391945926852,0.15927393359619255,103083,0.0859025,0.11290901506552972,0.1,0.002142217385622225,0.021143340565935326,"(0.067374, 0.159274]"
2025-11,model_score,008,0.15927393359619255,0.3334078518484495,102488,0.08540666666666667,0.24152095855124503,0.1,0.0023020403135660165,0.021143340565935326,"(0.159274, 0.333408]"
