mdl_month,score_version,score_decile,score_min,score_max,n_samples,pct,bad_rate,baseline_pct,psi_component,month_psi,lower_bound,upper_bound
2026-01,gcard_v2,009,0.3692633792949485,0.6062231732892975,113624,0.09471855524693314,0.4838062381187073,0.09999916639574528,0.0002864833557720438,0.022743658713069482,"(0.369263, 0.606223]","(0.369263, 0.606223]"
2026-01,gcard_v2,010,0.6062231732892975,0.9741262090106864,69723,0.05812206776281348,0.7408889462587669,0.10000083360425471,0.022724804802927708,0.04546846351599719,"(0.606223, 0.974126]","(0.606223, +inf)"
2025-06,gcard_v4,001,0.0003309680308345,0.006918278527243,144532,0.12044714749300395,0.005728835136855506,0.12481749391646388,0.00015576602994878504,0.00015576602994878504,"(-inf, 0.006918]","(0.000331, 0.006918]"
2025-06,gcard_v4,002,0.006918278527243,0.0080817014393398,109069,0.09089371163420175,0.006720516370371049,0.09363145438181272,8.124404443495658e-05,0.00023701007438374163,"(0.006918, 0.008082]","(0.006918, 0.008082]"
2025-06,gcard_v4,003,0.0080817014393398,0.0086093529216982,94147,0.07845831784673181,0.006383634104113779,0.08156605220174006,0.00012072195341663194,0.0003577320278003736,"(0.008082, 0.008609]","(0.008082, 0.008609]"
2025-06,gcard_v4,004,0.0086093529216982,0.0095588978793485,116646,0.09720807825581143,0.0083757694220119,0.10014500483349445,8.741869560851054e-05,0.0004451507234088841,"(0.008609, 0.009559]","(0.008609, 0.009559]"
2025-06,gcard_v4,005,0.0095588978793485,0.011620724313335551,115954,0.09663139332745536,0.01224623557617676,0.09983999466648888,0.00010480954058174703,0.0005499602639906312,"(0.009559, 0.011621]","(0.009559, 0.011621]"
2025-06,gcard_v4,006,0.011620724313335551,0.0565111554453407,118178,0.09848478535153614,0.06025656213508437,0.10006833561118704,2.525958376280993e-05,0.0005752198477534411,"(0.011621, 0.056511]","(0.011621, 0.056511]"
2025-06,gcard_v4,007,0.0565111554453407,0.13345305478860958,121118,0.10093486293732634,0.11049554979441537,0.09993166438881296,1.0020740728278953e-05,0.0005852405884817201,"(0.056511, 0.133453]","(0.056511, 0.133453]"
2025-06,gcard_v4,008,0.13345305478860958,0.25834007959778144,124265,0.10355744598578955,0.22398905564720556,0.1,0.0001243551719598165,0.0007095957604415365,"(0.133453, 0.258340]","(0.133453, 0.258340]"
2025-06,gcard_v4,009,0.25834007959778144,0.5253892471498259,126718,0.10560167738645057,0.4411133382786976,0.1,0.00030531421358377474,0.0010149099740253112,"(0.258340, 0.525389]","(0.258340, 0.525389]"
2025-06,gcard_v4,010,0.5253892471498259,0.9586182900388722,129330,0.1077784129830778,0.7785355292662182,0.1,0.0005826591511096143,0.0015975691251349255,"(0.525389, 0.958618]","(0.525389, +inf)"
2025-07,gcard_v4,001,0.0003309680308345,0.006918278527243,149414,0.12451498706632178,0.0065254929256963875,0.12481749391646388,7.34043466168859e-07,7.34043466168859e-07,"(-inf, 0.006918]","(0.000331, 0.006918]"
2025-07,gcard_v4,002,0.006918278527243,0.0080817014393398,112467,0.09372499933331556,0.007344376572683543,0.09363145438181272,9.341187352020135e-08,8.274553396890604e-07,"(0.006918, 0.008082]","(0.006918, 0.008082]"
2025-07,gcard_v4,003,0.0080817014393398,0.0086093529216982,98738,0.08228386090295742,0.007373047864044239,0.08156605220174006,6.2893243954302535e-06,7.116779735119314e-06,"(0.008082, 0.008609]","(0.008082, 0.008609]"
2025-07,gcard_v4,004,0.0086093529216982,0.0095588978793485,123728,0.10310941625110003,0.008365123496702443,0.10014500483349445,8.647642868633192e-05,9.359320842145124e-05,"(0.008609, 0.009559]","(0.008609, 0.009559]"
2025-07,gcard_v4,005,0.0095588978793485,0.011620724313335551,125682,0.10473779300781354,0.012643019684600817,0.09983999466648888,0.0002345612747674767,0.00032815448318892793,"(0.009559, 0.011621]","(0.009559, 0.011621]"
2025-07,gcard_v4,006,0.011620724313335551,0.0565111554453407,115163,0.095971725912691,0.06496878337660533,0.10006833561118704,0.00017123698420534153,0.0004993914673942694,"(0.011621, 0.056511]","(0.011621, 0.056511]"
2025-07,gcard_v4,007,0.0565111554453407,0.13345305478860958,113035,0.09419834528920772,0.11423895253682488,0.09993166438881296,0.0003387473155208038,0.0008381387829150733,"(0.056511, 0.133453]","(0.056511, 0.133453]"
2025-07,gcard_v4,008,0.13345305478860958,0.25834007959778144,114870,0.0957275527347396,0.23752938103943588,0.1,0.00018655222968589217,0.0010246910126009655,"(0.133453, 0.258340]","(0.133453, 0.258340]"
2025-07,gcard_v4,009,0.25834007959778144,0.5253892471498259,121888,0.1015760420277874,0.4603078235757417,0.1,2.464538011946503e-05,0.0010493363927204305,"(0.258340, 0.525389]","(0.258340, 0.525389]"
2025-07,gcard_v4,010,0.5253892471498259,0.9586182900388722,124979,0.10415194405184139,0.7860520567455332,0.1,0.00016890377211748999,0.0012182401648379204,"(0.525389, 0.958618]","(0.525389, +inf)"
