decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
10,318167,0.10000012572029873,289146,0.9087868949325354,289146,0.9087868949325354,2.1489253092094303,1056390,0.36891579148447406,0.8723414539850592
9,318166,0.0999998114195519,243780,0.7662038055606193,532926,0.8374954622815413,1.9803489743087233,812610,0.3192548872780104,0.7549128527116912
8,318167,0.10000012572029873,202589,0.6367379395097543,735515,0.7705762179151389,1.822111153435648,610021,0.27390010443765755,0.6476665430622028
7,318166,0.0999998114195519,166399,0.522994286001647,901914,0.708680832205779,1.6757527919586188,443622,0.23238449449973808,0.549498374682657
6,318167,0.10000012572029873,134708,0.4233877177708562,1036622,0.6516221375845234,1.5408313118340944,308914,0.1941838018195499,0.4591686881659056
5,318166,0.0999998114195519,106085,0.33342657606406717,1142707,0.5985896273387257,1.4154301819173132,202829,0.15937319031608427,0.37685521676136097
4,318167,0.10000012572029873,80578,0.25325693739451294,1223285,0.5492563194660838,1.298776217752908,122251,0.1280785751702462,0.3028557005889226
3,318166,0.0999998114195519,59225,0.1861449683498551,1282510,0.5038674719054331,1.191449358372776,63026,0.09904546983188074,0.23420376996090828
2,318167,0.10000012572029873,40849,0.1283885506667882,1323359,0.4621475334896223,1.09279803311676,22177,0.06970238899697329,0.16481886860733863
1,318167,0.10000012572029873,22177,0.06970238899697329,1345536,0.4229029697020366,1.0,0,0.0,0.0
