decile,n_samples,pct,bad,bad_rate,cum_bad,cum_bad_rate,cum_lift,remaining_bad,remaining_bad_rate,remaining_lift
10,641834,0.1000000934822027,96853,0.15090038857399266,96853,0.15090038857399266,6.227241479818612,58678,0.010158054185060158,0.41919478785460074
9,641832,0.09999978187486036,26091,0.04065082451482631,122944,0.09577569243089713,3.952397805599975,32587,0.006346466801748428,0.2619011235929377
8,641827,0.09999900285650451,13090,0.020394903922708145,136034,0.0706489195234675,2.9154854160311143,19497,0.004339570441063906,0.17908206407259944
7,641811,0.09999650999776577,7181,0.011188652110979712,143215,0.05578420007914918,2.30205957674551,12316,0.0031981054419207328,0.13197696210700674
6,641863,0.10000461178866665,4410,0.00687062503992285,147625,0.04600103391316189,1.8983353800849991,7906,0.0024635676485517894,0.10166461991500086
5,641833,0.09999993767853153,3251,0.005065180506455729,150876,0.039178395222020254,1.616783960232559,4655,0.001813164940751768,0.07482429989413723
4,641637,0.09996940015898206,2059,0.003208979532040702,152935,0.03404125461282539,1.4047883822784784,2596,0.0013480833173650892,0.05563166822483712
3,636971,0.09924242022929938,1321,0.002073877774655361,154256,0.030071693587502203,1.24097558294004,1275,0.0009893491711969807,0.04082770266612702
2,615735,0.09593377346831748,875,0.0014210658806142252,155131,0.027001172949987495,1.1142636926708183,400,0.000594361588787963,0.024527658110677624
1,672991,0.10485446846486954,400,0.000594361588787963,155531,0.02423230078085684,1.0,0,0.0,0.0
