model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v6,1,24955,5,0.0002003606491685033
1,gcard_v6,2,11486,5,0.0004353125544140693
1,gcard_v6,3,5231,3,0.0005735041101127892
1,gcard_v6,4,3388,7,0.002066115702479339
1,gcard_v6,5,2527,8,0.0031658092599920855
1,gcard_v6,6,1302,7,0.005376344086021506
1,gcard_v6,7,86,2,0.023255813953488372
2,gcard_v6,1,12590,13,0.0010325655281969816
2,gcard_v6,2,14869,14,0.0009415562579864146
2,gcard_v6,3,8842,19,0.0021488351051798236
2,gcard_v6,4,5927,14,0.002362071874472752
2,gcard_v6,5,4322,30,0.006941230911614993
2,gcard_v6,6,2125,27,0.012705882352941176
2,gcard_v6,7,299,6,0.020066889632107024
3,gcard_v6,1,6632,4,0.0006031363088057901
3,gcard_v6,2,11533,16,0.0013873233330443076
3,gcard_v6,3,12006,26,0.002165583874729302
3,gcard_v6,4,9027,22,0.002437133045308519
3,gcard_v6,5,6307,34,0.005390835579514825
3,gcard_v6,6,2906,47,0.016173434273916036
3,gcard_v6,7,563,11,0.019538188277087035
4,gcard_v6,1,3802,9,0.002367175170962651
4,gcard_v6,2,7032,21,0.0029863481228668944
4,gcard_v6,3,11180,31,0.002772808586762075
4,gcard_v6,4,12797,64,0.005001172149722591
4,gcard_v6,5,9201,60,0.006521030322791001
4,gcard_v6,6,4181,82,0.01961253288686917
4,gcard_v6,7,781,26,0.03329065300896287
5,gcard_v6,1,956,3,0.0031380753138075313
5,gcard_v6,2,3749,18,0.00480128034142438
5,gcard_v6,3,9853,48,0.00487161270678981
5,gcard_v6,4,13380,95,0.007100149476831091
5,gcard_v6,5,12889,143,0.011094731941966017
5,gcard_v6,6,6863,145,0.021127786682208948
5,gcard_v6,7,1285,43,0.03346303501945525
6,gcard_v6,1,40,1,0.025
6,gcard_v6,2,305,3,0.009836065573770493
6,gcard_v6,3,1857,41,0.02207862143241788
6,gcard_v6,4,4440,73,0.01644144144144144
6,gcard_v6,5,13353,267,0.01999550662772411
6,gcard_v6,6,22519,586,0.026022469914294594
6,gcard_v6,7,6422,292,0.04546870133914668
6,gcard_v6,8,38,6,0.15789473684210525
7,gcard_v6,3,5,1,0.2
7,gcard_v6,4,15,5,0.3333333333333333
7,gcard_v6,5,368,31,0.08423913043478261
7,gcard_v6,6,8940,507,0.056711409395973154
7,gcard_v6,7,31085,2400,0.0772076564259289
7,gcard_v6,8,8412,957,0.1137660485021398
7,gcard_v6,9,149,25,0.16778523489932887
8,gcard_v6,5,6,0,0.0
8,gcard_v6,6,136,21,0.15441176470588236
8,gcard_v6,7,8290,1466,0.17683956574185766
8,gcard_v6,8,32725,6643,0.20299465240641712
8,gcard_v6,9,7789,1886,0.2421363461291565
8,gcard_v6,10,28,7,0.25
9,gcard_v6,5,2,0,0.0
9,gcard_v6,6,2,0,0.0
9,gcard_v6,7,157,52,0.33121019108280253
9,gcard_v6,8,7723,3003,0.3888385342483491
9,gcard_v6,9,35659,15821,0.44367480860371855
9,gcard_v6,10,5431,2560,0.47136807217823606
10,gcard_v6,7,6,2,0.3333333333333333
10,gcard_v6,8,76,45,0.5921052631578947
10,gcard_v6,9,5377,3693,0.6868142086665426
10,gcard_v6,10,43516,35257,0.810207739681956
