model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v5,1,19506,3,0.00015379883112888343
1,gcard_v5,2,10643,5,0.000469792351780513
1,gcard_v5,3,7719,5,0.0006477522995206633
1,gcard_v5,4,5275,3,0.0005687203791469195
1,gcard_v5,5,3402,8,0.0023515579071134627
1,gcard_v5,6,1596,7,0.0043859649122807015
1,gcard_v5,7,788,5,0.006345177664974619
1,gcard_v5,8,46,1,0.021739130434782608
2,gcard_v5,1,14396,7,0.000486246179494304
2,gcard_v5,2,11936,15,0.0012567024128686327
2,gcard_v5,3,8276,17,0.002054132431126148
2,gcard_v5,4,6648,17,0.0025571600481347776
2,gcard_v5,5,4412,23,0.005213055303717135
2,gcard_v5,6,2074,21,0.010125361620057859
2,gcard_v5,7,1141,22,0.019281332164767746
2,gcard_v5,8,91,1,0.01098901098901099
3,gcard_v5,1,9547,11,0.0011521944066198806
3,gcard_v5,2,12181,12,0.0009851407930383384
3,gcard_v5,3,9257,19,0.002052500810197688
3,gcard_v5,4,8164,19,0.0023272905438510533
3,gcard_v5,5,5553,35,0.006302899333693499
3,gcard_v5,6,2533,26,0.010264508487958943
3,gcard_v5,7,1566,36,0.022988505747126436
3,gcard_v5,8,173,2,0.011560693641618497
4,gcard_v5,1,3692,7,0.001895991332611051
4,gcard_v5,2,8756,29,0.003312014618547282
4,gcard_v5,3,11557,33,0.0028554123042312017
4,gcard_v5,4,10323,46,0.004456068972198004
4,gcard_v5,5,8351,57,0.006825529876661477
4,gcard_v5,6,3795,57,0.015019762845849802
4,gcard_v5,7,2177,58,0.0266421681212678
4,gcard_v5,8,323,6,0.018575851393188854
5,gcard_v5,1,2001,10,0.004997501249375313
5,gcard_v5,2,4421,18,0.00407147704139335
5,gcard_v5,3,9390,48,0.005111821086261981
5,gcard_v5,4,11174,78,0.006980490424199033
5,gcard_v5,5,11458,117,0.01021120614417874
5,gcard_v5,6,6490,113,0.017411402157164867
5,gcard_v5,7,3312,92,0.027777777777777776
5,gcard_v5,8,729,19,0.02606310013717421
6,gcard_v5,1,322,4,0.012422360248447204
6,gcard_v5,2,704,15,0.02130681818181818
6,gcard_v5,3,2552,31,0.012147335423197491
6,gcard_v5,4,7219,140,0.01939326776561851
6,gcard_v5,5,12429,264,0.021240646874245716
6,gcard_v5,6,15985,397,0.02483578354707538
6,gcard_v5,7,7375,280,0.03796610169491525
6,gcard_v5,8,2320,135,0.05818965517241379
6,gcard_v5,9,68,3,0.04411764705882353
7,gcard_v5,1,1,0,0.0
7,gcard_v5,2,3,1,0.3333333333333333
7,gcard_v5,3,63,7,0.1111111111111111
7,gcard_v5,4,171,17,0.09941520467836257
7,gcard_v5,5,3275,188,0.057404580152671754
7,gcard_v5,6,14116,950,0.06729951827713233
7,gcard_v5,7,19189,1479,0.07707540778571056
7,gcard_v5,8,10592,1111,0.1048904833836858
7,gcard_v5,9,1514,168,0.11096433289299867
7,gcard_v5,10,50,5,0.1
8,gcard_v5,5,95,25,0.2631578947368421
8,gcard_v5,6,2323,390,0.1678863538527766
8,gcard_v5,7,11585,2089,0.1803193785066897
8,gcard_v5,8,22645,4616,0.20384190770589533
8,gcard_v5,9,11602,2730,0.23530425788657128
8,gcard_v5,10,724,173,0.23895027624309392
9,gcard_v5,6,62,28,0.45161290322580644
9,gcard_v5,7,1753,653,0.3725042783799201
9,gcard_v5,8,10676,4319,0.40455226676657924
9,gcard_v5,9,25835,11359,0.43967485968647185
9,gcard_v5,10,10648,5077,0.4768031555221638
10,gcard_v5,7,88,62,0.7045454545454546
10,gcard_v5,8,1379,967,0.7012327773749093
10,gcard_v5,9,9955,7370,0.7403314917127072
10,gcard_v5,10,37553,30598,0.8147950896066892
