intent_level,1,2,3,4,5,6,7
中意愿,0.349487,0.359796,0.3643,0.380546,0.377674,0.389456,0.38643
低意愿,0.12363,0.115614,0.12078,0.127301,0.134814,0.135229,0.111582
高意愿,0.748053,0.780288,0.771334,0.776698,0.768894,0.767401,0.770186
