intent_level,1,2,3,4,5,6,7
中意愿,0.0,0.004216,0.004016,0.004053,0.004682,0.005543,0.00768
低意愿,0.0,0.0,0.001441,0.0,0.00071,0.001593,0.001914
高意愿,0.088247,0.070807,0.060403,0.051271,0.053391,0.066481,0.114848
